author,comment,commentsCount,pageUrl,replyCount,title,type,videoID,voteCount,comment_text,comment_text_norm,keep,keep_reason
@pichunakichuna2111,"Wow we have the same story though mine was different I was treated sooo bad by my mum and her family no one loved me coz I was a bastard, I escaped many rapes and deaths but God rescued me from my evil family I really suffered as a girl i started dating at age of 15 just to have shelter my story is too long And bitter now I leave in Europe in a quiet place  thank you lord 🙏🏾🙏🏾",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,2,My voice was beaten out of me by my father  - Toxic masculinity,comment,,2,"Wow we have the same story though mine was different I was treated sooo bad by my mum and her family no one loved me coz I was a bastard, I escaped many rapes and deaths but God rescued me from my evil family I really suffered as a girl i started dating at age of 15 just to have shelter my story is too long And bitter now I leave in Europe in a quiet place  thank you lord 🙏🏾🙏🏾","Wow we have the same story though mine was different I was treated sooo bad by my mum and her family no one loved me coz I was a bastard, I escaped many rapes and deaths but God rescued me from my evil family I really suffered as a girl i started dating at age of 15 just to have shelter my story is too long And bitter now I leave in Europe in a quiet place thank you lord 🙏🏾🙏🏾",True,piece_relevant
@ritaroggs,"I Bless you Brother...
thank You for cmng out because you are motivating others to speak out...I can't even.put mys3lf.in yur feet. that was horrible. I had a crazy Dad but I had a strong mother who protected us  from.his drunk madness.  its sad yur.mom was Weak n helpless. God bless you.",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,2,"I Bless you Brother...
thank You for cmng out because you are motivating others to speak out...I can't even.put mys3lf.in yur feet. that was horrible. I had a crazy Dad but I had a strong mother who protected us  from.his drunk madness.  its sad yur.mom was Weak n helpless. God bless you.",I Bless you Brother... thank You for cmng out because you are motivating others to speak out...I can't even.put mys3lf.in yur feet. that was horrible. I had a crazy Dad but I had a strong mother who protected us from.his drunk madness. its sad yur.mom was Weak n helpless. God bless you.,True,piece_relevant
@josephineweddy2398,Weldone for taking your power back and curving out your recovery journey. You have been through alot and I empathise with you. It seems God used your pain and translated it into your purpose in helping others find their voice and to start their own recovery journies too.,251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,0,Weldone for taking your power back and curving out your recovery journey. You have been through alot and I empathise with you. It seems God used your pain and translated it into your purpose in helping others find their voice and to start their own recovery journies too.,Weldone for taking your power back and curving out your recovery journey. You have been through alot and I empathise with you. It seems God used your pain and translated it into your purpose in helping others find their voice and to start their own recovery journies too.,True,piece_relevant
@amollodama4830,"She should have packed up & left the stupid marriage asap!.Women, protect yourselves , you don't want you + your kids to become a statistic!. As for your dad.........God bless you & your mother for not killing him!.Mom, pick up your fragments & make a collage....",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,1,"She should have packed up & left the stupid marriage asap!.Women, protect yourselves , you don't want you + your kids to become a statistic!. As for your dad.........God bless you & your mother for not killing him!.Mom, pick up your fragments & make a collage....","She should have packed up & left the stupid marriage asap!.Women, protect yourselves , you don't want you + your kids to become a statistic!. As for your dad.........God bless you & your mother for not killing him!.Mom, pick up your fragments & make a collage....",True,piece_relevant
@ilynpayne7491,Well I've also been raised by two inconsiderate monsters i neither love nor trust my parents,251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,0,Well I've also been raised by two inconsiderate monsters i neither love nor trust my parents,Well I've also been raised by two inconsiderate monsters i neither love nor trust my parents,True,scope_relevant
@lylynikki,"So sorry for all you went through Erick! I remember you from highschool,  bugema adventist sec sch. I didn't know you had gone through such.... I pray for healing! Btw i do read and love your poetry from fb",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,1,"So sorry for all you went through Erick! I remember you from highschool,  bugema adventist sec sch. I didn't know you had gone through such.... I pray for healing! Btw i do read and love your poetry from fb","So sorry for all you went through Erick! I remember you from highschool, bugema adventist sec sch. I didn't know you had gone through such.... I pray for healing! Btw i do read and love your poetry from fb",True,piece_relevant
@aimeeadeti-muga8868,"I understand you every bit! African families can have such baaaaad things happening. From your story, now I know what to do.",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,0,"I understand you every bit! African families can have such baaaaad things happening. From your story, now I know what to do.","I understand you every bit! African families can have such baaaaad things happening. From your story, now I know what to do.",True,content_reaction
@joyceagrah9321,"My first time watching your blog it's something in the past but I felt so sorry for you, but thank God through it all you're standing love from London",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,0,"My first time watching your blog it's something in the past but I felt so sorry for you, but thank God through it all you're standing love from London","My first time watching your blog it's something in the past but I felt so sorry for you, but thank God through it all you're standing love from London",True,scope_relevant
@Missforexcharts,"Wow this came on time, I actually confronted my mum yesterday abt my childhood trauma she caused,,, she told me she won't apologise because I approached her wrongly,I should've brought it up while we were talking about something else... I am healed at least I got all out of my system which was like chained....",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,1,My voice was beaten out of me by my father  - Toxic masculinity,comment,,2,"Wow this came on time, I actually confronted my mum yesterday abt my childhood trauma she caused,,, she told me she won't apologise because I approached her wrongly,I should've brought it up while we were talking about something else... I am healed at least I got all out of my system which was like chained....","Wow this came on time, I actually confronted my mum yesterday abt my childhood trauma she caused,,, she told me she won't apologise because I approached her wrongly,I should've brought it up while we were talking about something else... I am healed at least I got all out of my system which was like chained....",True,piece_relevant
@loveomo4276,I really use to feel that I was the only one that went though it till I hear you . I am still feeling the pains of  the hands of my dad . As much as he died 24 years ago . It’s because ofGod why am still in this life.,251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,1,I really use to feel that I was the only one that went though it till I hear you . I am still feeling the pains of  the hands of my dad . As much as he died 24 years ago . It’s because ofGod why am still in this life.,I really use to feel that I was the only one that went though it till I hear you . I am still feeling the pains of the hands of my dad . As much as he died 24 years ago . It's because ofGod why am still in this life.,True,content_reaction
@hannahsinnerhealingforum6395,May the lord continue to heal you,251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,reply,,1,May the lord continue to heal you,May the lord continue to heal you,True,piece_relevant
@sonishatalkz,"""We were separated from our emotions at a young age.""  That is so heart-breakingly true. Otieno we salute you for sharing your story and consciously choosing to be a better person than the blueprint you were given ✊🏾❤",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,14,"""We were separated from our emotions at a young age.""  That is so heart-breakingly true. Otieno we salute you for sharing your story and consciously choosing to be a better person than the blueprint you were given ✊🏾❤","""We were separated from our emotions at a young age."" That is so heart-breakingly true. Otieno we salute you for sharing your story and consciously choosing to be a better person than the blueprint you were given ✊🏾❤",True,content_reaction
@margaretobaga8786,"""Every home should be a church."" Thank you, dear Otieno O. You are a generous gift to us.",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,5,"""Every home should be a church."" Thank you, dear Otieno O. You are a generous gift to us.","""Every home should be a church."" Thank you, dear Otieno O. You are a generous gift to us.",True,content_reaction
@kazmorich,I think you can be so useful in counseling and psychology. You'd change so many lives out here and be a blessing. Maybe you went through all that for a purpose. I relate with you in so many ways. Growing up was not easy. Though in mine there was no physical violence there was too much emotional abuse.,251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,2,I think you can be so useful in counseling and psychology. You'd change so many lives out here and be a blessing. Maybe you went through all that for a purpose. I relate with you in so many ways. Growing up was not easy. Though in mine there was no physical violence there was too much emotional abuse.,I think you can be so useful in counseling and psychology. You'd change so many lives out here and be a blessing. Maybe you went through all that for a purpose. I relate with you in so many ways. Growing up was not easy. Though in mine there was no physical violence there was too much emotional abuse.,True,piece_relevant
@jenyloaf,"This is what our society needs.Healing.A broken people and family leads to broken societies.
You are  brave to come out and speak of this issues.You went through that for a purpose and this is your ministry.May God continue to use you to help many.",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,1,"This is what our society needs.Healing.A broken people and family leads to broken societies.
You are  brave to come out and speak of this issues.You went through that for a purpose and this is your ministry.May God continue to use you to help many.",This is what our society needs.Healing.A broken people and family leads to broken societies. You are brave to come out and speak of this issues.You went through that for a purpose and this is your ministry.May God continue to use you to help many.,True,piece_relevant
@Adipaspeakup,eeh how can someone go through so much! I help domestic violence victims but this child abuse was of another level cheeeee!!!!!Look at the bright side of life. God has had you all this time. All that you went through prepared you for NOW. Now is the time for you to enjoy God's blessings. God has been there all along,251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,1,eeh how can someone go through so much! I help domestic violence victims but this child abuse was of another level cheeeee!!!!!Look at the bright side of life. God has had you all this time. All that you went through prepared you for NOW. Now is the time for you to enjoy God's blessings. God has been there all along,eeh how can someone go through so much! I help domestic violence victims but this child abuse was of another level cheeeee!!!!!Look at the bright side of life. God has had you all this time. All that you went through prepared you for NOW. Now is the time for you to enjoy God's blessings. God has been there all along,True,piece_relevant
@lovelightimpact1369,"Oh Yea! When you've had such an experience, you really learn to appreciate yourself. You learn to make life happen on your own. No connections, No charity, you just stick out your horns and break the Walls for life to move. I had to decide that I WAS NOTHING CLOSE TO WHAT MY DAD HAD LIVED TO DOOM ME TO. I had to frantically go on a search for who I really was. I've seen Therapists for YEARS until my psych stabalized. Until I broke free from The Grip of growing up in an Abusive home. I Frantically searched the Bible for what God thought of me and I decided to run with it like that. PERIOD. That's the only way My life moved. Otherwise I'd still be in such a Dark Hopeless Place.

This Guy, YOU'RE JUST A HERO!",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,1,My voice was beaten out of me by my father  - Toxic masculinity,comment,,2,"Oh Yea! When you've had such an experience, you really learn to appreciate yourself. You learn to make life happen on your own. No connections, No charity, you just stick out your horns and break the Walls for life to move. I had to decide that I WAS NOTHING CLOSE TO WHAT MY DAD HAD LIVED TO DOOM ME TO. I had to frantically go on a search for who I really was. I've seen Therapists for YEARS until my psych stabalized. Until I broke free from The Grip of growing up in an Abusive home. I Frantically searched the Bible for what God thought of me and I decided to run with it like that. PERIOD. That's the only way My life moved. Otherwise I'd still be in such a Dark Hopeless Place.

This Guy, YOU'RE JUST A HERO!","Oh Yea! When you've had such an experience, you really learn to appreciate yourself. You learn to make life happen on your own. No connections, No charity, you just stick out your horns and break the Walls for life to move. I had to decide that I WAS NOTHING CLOSE TO WHAT MY DAD HAD LIVED TO DOOM ME TO. I had to frantically go on a search for who I really was. I've seen Therapists for YEARS until my psych stabalized. Until I broke free from The Grip of growing up in an Abusive home. I Frantically searched the Bible for what God thought of me and I decided to run with it like that. PERIOD. That's the only way My life moved. Otherwise I'd still be in such a Dark Hopeless Place. This Guy, YOU'RE JUST A HERO!",True,content_reaction
@Defacto-q1n,"Why did your mum tell you to say yo did it, have you ever questioned whether your mum was supporting your dad? Seems like you were the scapegoat, and would rather let you be the one to experience the wrath of your father as long as it is not her.",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,7,My voice was beaten out of me by my father  - Toxic masculinity,comment,,1,"Why did your mum tell you to say yo did it, have you ever questioned whether your mum was supporting your dad? Seems like you were the scapegoat, and would rather let you be the one to experience the wrath of your father as long as it is not her.","Why did your mum tell you to say yo did it, have you ever questioned whether your mum was supporting your dad? Seems like you were the scapegoat, and would rather let you be the one to experience the wrath of your father as long as it is not her.",True,piece_relevant
@jacklinerabongo5367,I needed to hear this.,251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,3,I needed to hear this.,I needed to hear this.,True,content_reaction
@rda-gama2567,"To be honest ; lots of our parents were frustrated individuals, some of them  behaved like a sociopaths!!",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,1,My voice was beaten out of me by my father  - Toxic masculinity,comment,,32,"To be honest ; lots of our parents were frustrated individuals, some of them  behaved like a sociopaths!!","To be honest ; lots of our parents were frustrated individuals, some of them behaved like a sociopaths!!",True,scope_relevant
@oraltraditions6127,"My brother, pride will cause much pain, so African men have to let pride go. Pride is a demon that has ourcAfrican men in bondage. Nobody can help him; he needs God to help him.",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,1,"My brother, pride will cause much pain, so African men have to let pride go. Pride is a demon that has ourcAfrican men in bondage. Nobody can help him; he needs God to help him.","My brother, pride will cause much pain, so African men have to let pride go. Pride is a demon that has ourcAfrican men in bondage. Nobody can help him; he needs God to help him.",True,scope_relevant
@oraltraditions6127,"Your story is familiar to my husband's.  Boy, he had a hard life and I got the blunt of his pain, but I've learned to understand his position.  He just does not know how to show love. He only thinks about himself. He's in survival mode. I trust God to help him see that his parents and culture had done him a disservice.",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,2,My voice was beaten out of me by my father  - Toxic masculinity,comment,,2,"Your story is familiar to my husband's.  Boy, he had a hard life and I got the blunt of his pain, but I've learned to understand his position.  He just does not know how to show love. He only thinks about himself. He's in survival mode. I trust God to help him see that his parents and culture had done him a disservice.","Your story is familiar to my husband's. Boy, he had a hard life and I got the blunt of his pain, but I've learned to understand his position. He just does not know how to show love. He only thinks about himself. He's in survival mode. I trust God to help him see that his parents and culture had done him a disservice.",True,content_reaction
@oraltraditions6127,"You shall live and not die. You are on your way to recovery.  Your situation us God's opportunity. Hold on to Jesus. God bless you my son. My last child is 36 yrs, so could have been my grandson. I have a granddaughter age 27",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,1,"You shall live and not die. You are on your way to recovery.  Your situation us God's opportunity. Hold on to Jesus. God bless you my son. My last child is 36 yrs, so could have been my grandson. I have a granddaughter age 27","You shall live and not die. You are on your way to recovery. Your situation us God's opportunity. Hold on to Jesus. God bless you my son. My last child is 36 yrs, so could have been my grandson. I have a granddaughter age 27",True,scope_relevant
@pamelarombo7940,"Your father is just like my father, the only difference is he never drunk alcohol,but beatings for real,we had it rough.we had a permanent nyaunyo well kept we were told it's the tail of a hippo,it's a long story",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,2,"Your father is just like my father, the only difference is he never drunk alcohol,but beatings for real,we had it rough.we had a permanent nyaunyo well kept we were told it's the tail of a hippo,it's a long story","Your father is just like my father, the only difference is he never drunk alcohol,but beatings for real,we had it rough.we had a permanent nyaunyo well kept we were told it's the tail of a hippo,it's a long story",True,piece_relevant
@oraltraditions6127,"I am glad you realized that cultures can ruin people's lives. Thats why some of those primitive traditions must be obliterated. The younger generation must  stand against them. My brother, please believe that there is hope in God for you. 
Is you talked about the hypocrisy of your father, I realize that some folks are experts of pretense. 
You had said,  because of your painful upbringing, your relationship was not good, but try again. You can love, believe me you can. Ask God to give you his love. Africa is a great place, but some elements of our culture are toxic,  acidic and caustic.",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,0,"I am glad you realized that cultures can ruin people's lives. Thats why some of those primitive traditions must be obliterated. The younger generation must  stand against them. My brother, please believe that there is hope in God for you. 
Is you talked about the hypocrisy of your father, I realize that some folks are experts of pretense. 
You had said,  because of your painful upbringing, your relationship was not good, but try again. You can love, believe me you can. Ask God to give you his love. Africa is a great place, but some elements of our culture are toxic,  acidic and caustic.","I am glad you realized that cultures can ruin people's lives. Thats why some of those primitive traditions must be obliterated. The younger generation must stand against them. My brother, please believe that there is hope in God for you. Is you talked about the hypocrisy of your father, I realize that some folks are experts of pretense. You had said, because of your painful upbringing, your relationship was not good, but try again. You can love, believe me you can. Ask God to give you his love. Africa is a great place, but some elements of our culture are toxic, acidic and caustic.",True,piece_relevant
@AdornmentMinistries,"Hallelujah! The best sharing I have watched my entire life. Having had a similar childhood which graduated into intense abusive relationships. Thank you so much Onyango. God Increase you exceedingly. My take home, Church should be everywhere one or two are, from family, friends, neighbors etc. Justus, your presentation of your guests is top notch! God bless you",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,5,"Hallelujah! The best sharing I have watched my entire life. Having had a similar childhood which graduated into intense abusive relationships. Thank you so much Onyango. God Increase you exceedingly. My take home, Church should be everywhere one or two are, from family, friends, neighbors etc. Justus, your presentation of your guests is top notch! God bless you","Hallelujah! The best sharing I have watched my entire life. Having had a similar childhood which graduated into intense abusive relationships. Thank you so much Onyango. God Increase you exceedingly. My take home, Church should be everywhere one or two are, from family, friends, neighbors etc. Justus, your presentation of your guests is top notch! God bless you",True,piece_relevant
@marykariuki7381,"This is why I am opposed to the people that say children are a blessing. They are a responsibility, they are my responsibility. If I want their life to be a blessing, I need the right skills. I need to understand what they require. Otherwise most children are dealing with childhood trauma, they are perpetuating the cycle of abuse as they don’t know better.

How I wish they taught me such things when I was a child and in school.",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,10,My voice was beaten out of me by my father  - Toxic masculinity,comment,,53,"This is why I am opposed to the people that say children are a blessing. They are a responsibility, they are my responsibility. If I want their life to be a blessing, I need the right skills. I need to understand what they require. Otherwise most children are dealing with childhood trauma, they are perpetuating the cycle of abuse as they don’t know better.

How I wish they taught me such things when I was a child and in school.","This is why I am opposed to the people that say children are a blessing. They are a responsibility, they are my responsibility. If I want their life to be a blessing, I need the right skills. I need to understand what they require. Otherwise most children are dealing with childhood trauma, they are perpetuating the cycle of abuse as they don't know better. How I wish they taught me such things when I was a child and in school.",True,piece_relevant
@katelynn2548,Wow. I am glad this man is strong enough to share his story. I am so sorry you have to go through abuse at the hands of your father who is supposed to be your protector and guide. May God heal your heart so you can truly forgive your father.,251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,1,Wow. I am glad this man is strong enough to share his story. I am so sorry you have to go through abuse at the hands of your father who is supposed to be your protector and guide. May God heal your heart so you can truly forgive your father.,Wow. I am glad this man is strong enough to share his story. I am so sorry you have to go through abuse at the hands of your father who is supposed to be your protector and guide. May God heal your heart so you can truly forgive your father.,True,piece_relevant
@pichunakichuna2111,My mum was a psychopath,251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,reply,,0,My mum was a psychopath,My mum was a psychopath,True,piece_relevant
@wing2017,Leave him. What is the purpose of being with someone who can't love? Men who are unable to love should live alone,251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,reply,,0,Leave him. What is the purpose of being with someone who can't love? Men who are unable to love should live alone,Leave him. What is the purpose of being with someone who can't love? Men who are unable to love should live alone,True,scope_relevant
@oraltraditions6127,"Will not argue sweetheart,  but I showed you scriptures,  so if you doubt scriptures, no comment. However, I will say this: God blessed man and woman and told them to multiply and fill the earth. Genesis (1:28). Many people went out had sex outside of marriage and all these children suffer because of the disorder of man. God says marry a woman, not women, so polygamy is a breach. Having multiple women is wrong , having babies out side of the confines of marriage is a sin too. Although, the children are born outside of marriage or inside, they are still a blessed gift from God.  
Children die for hunger and diseases because of oppressers who oppress the poor. There is enough to ho around for the world to be sufficed, but some want to be superior, so the deprived a certain group. This world is unequal. We need open minds. We need to be objective rather than subjective. Cultures put people in bondage. Even if my children displease me, or God, they are still blessings from God.  I cannot buy a child at the store. That child had to grow in a woman's womb.Do you know how the bones grow in the womb? My dear, God is involved. Speak life. Even if you are not convinced that they are blessings, please help me pray for our youngers all over the world who have lost hope. Tell God to change them from just being a product of sex, and make them a blessing so they can be used by God. One of the reasons why people have no regard for their fellowmen is because they dont see children as blessings, we see they as product of sex.Not to dismiss the process of the sexual act, but the end result is s beautiful life.",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,reply,,3,"Will not argue sweetheart,  but I showed you scriptures,  so if you doubt scriptures, no comment. However, I will say this: God blessed man and woman and told them to multiply and fill the earth. Genesis (1:28). Many people went out had sex outside of marriage and all these children suffer because of the disorder of man. God says marry a woman, not women, so polygamy is a breach. Having multiple women is wrong , having babies out side of the confines of marriage is a sin too. Although, the children are born outside of marriage or inside, they are still a blessed gift from God.  
Children die for hunger and diseases because of oppressers who oppress the poor. There is enough to ho around for the world to be sufficed, but some want to be superior, so the deprived a certain group. This world is unequal. We need open minds. We need to be objective rather than subjective. Cultures put people in bondage. Even if my children displease me, or God, they are still blessings from God.  I cannot buy a child at the store. That child had to grow in a woman's womb.Do you know how the bones grow in the womb? My dear, God is involved. Speak life. Even if you are not convinced that they are blessings, please help me pray for our youngers all over the world who have lost hope. Tell God to change them from just being a product of sex, and make them a blessing so they can be used by God. One of the reasons why people have no regard for their fellowmen is because they dont see children as blessings, we see they as product of sex.Not to dismiss the process of the sexual act, but the end result is s beautiful life.","Will not argue sweetheart, but I showed you scriptures, so if you doubt scriptures, no comment. However, I will say this: God blessed man and woman and told them to multiply and fill the earth. Genesis (1:28). Many people went out had sex outside of marriage and all these children suffer because of the disorder of man. God says marry a woman, not women, so polygamy is a breach. Having multiple women is wrong , having babies out side of the confines of marriage is a sin too. Although, the children are born outside of marriage or inside, they are still a blessed gift from God. Children die for hunger and diseases because of oppressers who oppress the poor. There is enough to ho around for the world to be sufficed, but some want to be superior, so the deprived a certain group. This world is unequal. We need open minds. We need to be objective rather than subjective. Cultures put people in bondage. Even if my children displease me, or God, they are still blessings from God. I cannot buy a child at the store. That child had to grow in a woman's womb.Do you know how the bones grow in the womb? My dear, God is involved. Speak life. Even if you are not convinced that they are blessings, please help me pray for our youngers all over the world who have lost hope. Tell God to change them from just being a product of sex, and make them a blessing so they can be used by God. One of the reasons why people have no regard for their fellowmen is because they dont see children as blessings, we see they as product of sex.Not to dismiss the process of the sexual act, but the end result is s beautiful life.",True,content_reaction
@oraltraditions6127,"Children are a blessing from the Lord.,so even if you oppose it, its the truth. Opposing it is opposing God. Psalms 127:3.Having children comes with responsibility. We are responsible for our children until they become an adult, whether 18 or 21. And they dont owe their parents anything. However, good children will help their children when they are aging.",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,reply,,2,"Children are a blessing from the Lord.,so even if you oppose it, its the truth. Opposing it is opposing God. Psalms 127:3.Having children comes with responsibility. We are responsible for our children until they become an adult, whether 18 or 21. And they dont owe their parents anything. However, good children will help their children when they are aging.","Children are a blessing from the Lord.,so even if you oppose it, its the truth. Opposing it is opposing God. Psalms 127:3.Having children comes with responsibility. We are responsible for our children until they become an adult, whether 18 or 21. And they dont owe their parents anything. However, good children will help their children when they are aging.",True,scope_relevant
@marykariuki7381," @oraltraditions6127  they are not a blessing from God they are a product of sex! All those children who will die of hunger today or other preventable causes, do you think God wanted them to die! 

Saying children are a blessing absolves parents from absolute responsibility from bringing children into the earth without planning.",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,reply,,1," @oraltraditions6127  they are not a blessing from God they are a product of sex! All those children who will die of hunger today or other preventable causes, do you think God wanted them to die! 

Saying children are a blessing absolves parents from absolute responsibility from bringing children into the earth without planning.","@oraltraditions6127 they are not a blessing from God they are a product of sex! All those children who will die of hunger today or other preventable causes, do you think God wanted them to die! Saying children are a blessing absolves parents from absolute responsibility from bringing children into the earth without planning.",True,substantive_broad
@marykariuki7381,Children must be planned for,251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,reply,,2,Children must be planned for,Children must be planned for,True,scope_relevant
@marykariuki7381," @Imuetinyanosa  children are innocent, it’s the work of parents to ensure children lives are a blessing. Bad parenting =bad adulthood. Too many children are suffering out there, they are too innocent but their lives have been turned into a curse by those who brought them here",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,reply,,0," @Imuetinyanosa  children are innocent, it’s the work of parents to ensure children lives are a blessing. Bad parenting =bad adulthood. Too many children are suffering out there, they are too innocent but their lives have been turned into a curse by those who brought them here","@Imuetinyanosa children are innocent, it's the work of parents to ensure children lives are a blessing. Bad parenting =bad adulthood. Too many children are suffering out there, they are too innocent but their lives have been turned into a curse by those who brought them here",True,piece_relevant
@marykariuki7381," @Imuetinyanosa  do you know how many kids we loose in Kenya from preventable causes. Do you know there are children starving to death 💀 in Kenya? We need to all come together and make sure no child dies, how can such suffering come from God? 

Also we need to drum it into people that children are not a miraculous conception they are a responsibility. You need resources and skills",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,reply,,0," @Imuetinyanosa  do you know how many kids we loose in Kenya from preventable causes. Do you know there are children starving to death 💀 in Kenya? We need to all come together and make sure no child dies, how can such suffering come from God? 

Also we need to drum it into people that children are not a miraculous conception they are a responsibility. You need resources and skills","@Imuetinyanosa do you know how many kids we loose in Kenya from preventable causes. Do you know there are children starving to death 💀 in Kenya? We need to all come together and make sure no child dies, how can such suffering come from God? Also we need to drum it into people that children are not a miraculous conception they are a responsibility. You need resources and skills",True,scope_relevant
@kuchojoe500,I love his final words,251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,0,I love his final words,I love his final words,True,scope_relevant
@malaikaglory4566,"Sorry man! Continue on your healing  journey bro. Those parents need healing too if ONLY they knew how sick  they are,  but it is sad that the people who were to parent you, abused you. Probably your parents were victims too,  and can steal heal in order for the whole family to heal, otherwise the trauma continues.
You are really strong bro! All the best❤",251,https://www.youtube.com/watch?v=qKTyoG1PXJc,2,My voice was beaten out of me by my father  - Toxic masculinity,comment,,5,"Sorry man! Continue on your healing  journey bro. Those parents need healing too if ONLY they knew how sick  they are,  but it is sad that the people who were to parent you, abused you. Probably your parents were victims too,  and can steal heal in order for the whole family to heal, otherwise the trauma continues.
You are really strong bro! All the best❤","Sorry man! Continue on your healing journey bro. Those parents need healing too if ONLY they knew how sick they are, but it is sad that the people who were to parent you, abused you. Probably your parents were victims too, and can steal heal in order for the whole family to heal, otherwise the trauma continues. You are really strong bro! All the best❤",True,piece_relevant
@catherinewangu3451,Wooh! I'm so proud of you. I need your courage to speak out. I'm tired of the cycle. I don't know where to begin 😕,251,https://www.youtube.com/watch?v=qKTyoG1PXJc,1,My voice was beaten out of me by my father  - Toxic masculinity,comment,,4,Wooh! I'm so proud of you. I need your courage to speak out. I'm tired of the cycle. I don't know where to begin 😕,Wooh! I'm so proud of you. I need your courage to speak out. I'm tired of the cycle. I don't know where to begin 😕,True,emotive_reaction
@nyabokeomwoyo7463,Childhood trauma is real and this trauma that may have seemed to happen long time will affect how you in your marriage,251,https://www.youtube.com/watch?v=qKTyoG1PXJc,1,My voice was beaten out of me by my father  - Toxic masculinity,comment,,0,Childhood trauma is real and this trauma that may have seemed to happen long time will affect how you in your marriage,Childhood trauma is real and this trauma that may have seemed to happen long time will affect how you in your marriage,True,piece_relevant
@vincentmangoma4128,You successfully broke the generational cycle of abuse and abundonement.,251,https://www.youtube.com/watch?v=qKTyoG1PXJc,0,My voice was beaten out of me by my father  - Toxic masculinity,comment,,4,You successfully broke the generational cycle of abuse and abundonement.,You successfully broke the generational cycle of abuse and abundonement.,True,piece_relevant
