Content ID,Question ID,Flag type,Original value,Cleaned value,Note
PHIL-005,Q9,normalized multi-select formatting,NO Clear Solution,No clear solution,Standardized separators/case/order/exact labels
PHIL-005,Q10,normalized multi-select formatting,Personal Story,Personal story,Standardized separators/case/order/exact labels
PHIL-005,Q12,normalized multi-select formatting,Personal Experience,Personal experience,Standardized separators/case/order/exact labels
PHIL-005,Q13,normalized multi-select formatting,Anecdotal Examples,Anecdotal examples,Standardized separators/case/order/exact labels
PHIL-005,Q17,normalized label/case,NO,No,Mapped to exact prompt label
PHIL-005,Q18,normalized label/case,NO,No,Mapped to exact prompt label
PHIL-005,Q5,conditional normalization,,Does not address masculinity or gender norms,Q4 = No
PHIL-005,Q6,conditional normalization,,Not applicable,Q4 = No
PHIL-005,Q7,conditional normalization,,Not applicable,Q6 = No/Not applicable
PHIL-035,Q1,normalized label/case,NO,No,Mapped to exact prompt label
PHIL-035,Q2,normalized multi-select formatting,Family / Social Issues,"Family/children, Social issues",Standardized separators/case/order/exact labels
PHIL-035,Q3,normalized multi-select formatting,Commentary Content,Commentary/reaction content,Standardized separators/case/order/exact labels
PHIL-035,Q5,normalized label/case,More Progressive,More progressive/equitable/expansive,Mapped to exact prompt label
PHIL-035,Q6,normalized label/case,NO,No,Mapped to exact prompt label
PHIL-035,Q8,unresolved noncanonical value,Kenyan Cultural Problems,Kenyan Cultural Problems,Needs manual review; left as-is
PHIL-035,Q8,normalized multi-select formatting,Mental Health / Kenyan Cultural Problems,"Mental health/emotional struggle, Kenyan Cultural Problems",Standardized separators/case/order/exact labels
PHIL-035,Q9,normalized multi-select formatting,NO Clear Solution,No clear solution,Standardized separators/case/order/exact labels
PHIL-035,Q10,normalized multi-select formatting,Personal Story,Personal story,Standardized separators/case/order/exact labels
PHIL-035,Q12,normalized multi-select formatting,Personal Experience,Personal experience,Standardized separators/case/order/exact labels
PHIL-035,Q13,normalized multi-select formatting,Anecdotal Examples,Anecdotal examples,Standardized separators/case/order/exact labels
PHIL-035,Q17,normalized label/case,NO,No,Mapped to exact prompt label
PHIL-035,Q18,normalized label/case,NO,No,Mapped to exact prompt label
PHIL-035,Q7,conditional normalization,,Not applicable,Q6 = No/Not applicable
PHIL-036,Q1,normalized label/case,NO,No,Mapped to exact prompt label
PHIL-036,Q2,unresolved noncanonical value,Corruption,Corruption,Needs manual review; left as-is
PHIL-036,Q2,normalized multi-select formatting,Social Issues / Corruption,"Social issues, Corruption",Standardized separators/case/order/exact labels
PHIL-036,Q3,normalized multi-select formatting,Commentary Content,Commentary/reaction content,Standardized separators/case/order/exact labels
PHIL-036,Q4,normalized label/case,NO,No,Mapped to exact prompt label
PHIL-036,Q8,unresolved noncanonical value,Kenyan Cultural Problems,Kenyan Cultural Problems,Needs manual review; left as-is
PHIL-036,Q8,normalized multi-select formatting,Mental Health / Kenyan Cultural Problems,"Mental health/emotional struggle, Kenyan Cultural Problems",Standardized separators/case/order/exact labels
PHIL-036,Q9,normalized multi-select formatting,NO Clear Solution,No clear solution,Standardized separators/case/order/exact labels
PHIL-036,Q10,normalized multi-select formatting,Personal Story,Personal story,Standardized separators/case/order/exact labels
PHIL-036,Q12,normalized multi-select formatting,Personal Experience,Personal experience,Standardized separators/case/order/exact labels
PHIL-036,Q13,normalized multi-select formatting,Anecdotal Examples,Anecdotal examples,Standardized separators/case/order/exact labels
PHIL-036,Q17,normalized label/case,NO,No,Mapped to exact prompt label
PHIL-036,Q18,normalized label/case,NO,No,Mapped to exact prompt label
PHIL-036,Q5,conditional normalization,,Does not address masculinity or gender norms,Q4 = No
PHIL-036,Q6,conditional normalization,,Not applicable,Q4 = No
PHIL-036,Q7,conditional normalization,,Not applicable,Q6 = No/Not applicable
KIBE-001,Q1,normalized label/case,NO,No,Mapped to exact prompt label
KIBE-001,Q2,normalized multi-select formatting,Gender Issues,Gender issues,Standardized separators/case/order/exact labels
KIBE-001,Q3,normalized multi-select formatting,Conversational Content,Interview/conversational content,Standardized separators/case/order/exact labels
KIBE-001,Q5,normalized label/case,More Progressive,More progressive/equitable/expansive,Mapped to exact prompt label
KIBE-001,Q6,normalized label/case,YES,Yes,Mapped to exact prompt label
KIBE-001,Q7,normalized multi-select formatting,Men need to be more emotionally open and heal,Men need to be emotionally open,Standardized separators/case/order/exact labels
KIBE-001,Q8,unresolved noncanonical value,Kenyan Cultural Problems,Kenyan Cultural Problems,Needs manual review; left as-is
KIBE-001,Q8,normalized multi-select formatting,Mental Health / Kenyan Cultural Problems,"Mental health/emotional struggle, Kenyan Cultural Problems",Standardized separators/case/order/exact labels
KIBE-001,Q9,normalized multi-select formatting,More emotional growth / healing,More emotional growth/healing,Standardized separators/case/order/exact labels
KIBE-001,Q10,normalized multi-select formatting,Commentary Content,Commentary/opinion,Standardized separators/case/order/exact labels
KIBE-001,Q11,normalized multi-select formatting,Identity Construction,Self expression/identity construction,Standardized separators/case/order/exact labels
KIBE-001,Q12,normalized multi-select formatting,Cultural / Social Observations,Cultural/social observations,Standardized separators/case/order/exact labels
KIBE-001,Q13,normalized multi-select formatting,No Justification,No justification,Standardized separators/case/order/exact labels
KIBE-001,Q17,normalized label/case,NO,No,Mapped to exact prompt label
KIBE-001,Q18,normalized label/case,NO,No,Mapped to exact prompt label
KIBE-012,Q1,normalized label/case,NO,No,Mapped to exact prompt label
KIBE-012,Q2,normalized multi-select formatting,Dating / Sex,Dating/marriage,Standardized separators/case/order/exact labels
KIBE-012,Q3,normalized multi-select formatting,Commentary Content,Commentary/reaction content,Standardized separators/case/order/exact labels
KIBE-012,Q4,normalized label/case,NO,No,Mapped to exact prompt label
KIBE-012,Q8,normalized multi-select formatting,Women / Women's Behavior,Women/feminism,Standardized separators/case/order/exact labels
KIBE-012,Q9,normalized multi-select formatting,NO Clear Solution,No clear solution,Standardized separators/case/order/exact labels
KIBE-012,Q10,normalized multi-select formatting,Debate / Argument,Debate/argument,Standardized separators/case/order/exact labels
KIBE-012,Q12,normalized multi-select formatting,Generalizations about women,Generalizations about men/women,Standardized separators/case/order/exact labels
KIBE-012,Q13,normalized multi-select formatting,No Justification,No justification,Standardized separators/case/order/exact labels
KIBE-012,Q17,normalized label/case,NO,No,Mapped to exact prompt label
KIBE-012,Q18,normalized label/case,NO,No,Mapped to exact prompt label
KIBE-012,Q5,conditional normalization,,Does not address masculinity or gender norms,Q4 = No
KIBE-012,Q6,conditional normalization,,Not applicable,Q4 = No
KIBE-012,Q7,conditional normalization,,Not applicable,Q6 = No/Not applicable
KIBE-020,Q1,normalized label/case,NO,No,Mapped to exact prompt label
KIBE-020,Q2,normalized multi-select formatting,Gender Issues,Gender issues,Standardized separators/case/order/exact labels
KIBE-020,Q3,normalized multi-select formatting,Commentary Content,Commentary/reaction content,Standardized separators/case/order/exact labels
KIBE-020,Q5,normalized label/case,More regressive,More regressive/traditional/restrictive,Mapped to exact prompt label
KIBE-020,Q6,normalized label/case,NO,No,Mapped to exact prompt label
KIBE-020,Q8,normalized multi-select formatting,Women / Women's Behavior,Women/feminism,Standardized separators/case/order/exact labels
KIBE-020,Q9,normalized multi-select formatting,NO Clear Solution,No clear solution,Standardized separators/case/order/exact labels
KIBE-020,Q10,normalized multi-select formatting,Debate / Argument,Debate/argument,Standardized separators/case/order/exact labels
KIBE-020,Q12,normalized multi-select formatting,Generalizations about women,Generalizations about men/women,Standardized separators/case/order/exact labels
KIBE-020,Q13,normalized multi-select formatting,No Justification,No justification,Standardized separators/case/order/exact labels
KIBE-020,Q17,normalized label/case,NO,No,Mapped to exact prompt label
KIBE-020,Q18,normalized label/case,NO,No,Mapped to exact prompt label
KIBE-020,Q7,conditional normalization,,Not applicable,Q6 = No/Not applicable
KIBE-021,Q1,normalized label/case,NO,No,Mapped to exact prompt label
KIBE-021,Q2,normalized multi-select formatting,Dating / Marriage,Dating/marriage,Standardized separators/case/order/exact labels
KIBE-021,Q3,normalized multi-select formatting,Commentary Content,Commentary/reaction content,Standardized separators/case/order/exact labels
KIBE-021,Q5,normalized label/case,More regressive,More regressive/traditional/restrictive,Mapped to exact prompt label
KIBE-021,Q6,normalized label/case,NO,No,Mapped to exact prompt label
KIBE-021,Q8,normalized multi-select formatting,Women / Women's Behavior,Women/feminism,Standardized separators/case/order/exact labels
KIBE-021,Q9,normalized multi-select formatting,NO Clear Solution,No clear solution,Standardized separators/case/order/exact labels
KIBE-021,Q10,normalized multi-select formatting,Debate / Argument,Debate/argument,Standardized separators/case/order/exact labels
KIBE-021,Q12,normalized multi-select formatting,Generalizations about women,Generalizations about men/women,Standardized separators/case/order/exact labels
KIBE-021,Q13,normalized multi-select formatting,No Justification,No justification,Standardized separators/case/order/exact labels
KIBE-021,Q17,normalized label/case,NO,No,Mapped to exact prompt label
KIBE-021,Q18,normalized label/case,NO,No,Mapped to exact prompt label
KIBE-021,Q7,conditional normalization,,Not applicable,Q6 = No/Not applicable
KIBE-029,Q1,normalized label/case,NO,No,Mapped to exact prompt label
KIBE-029,Q2,normalized multi-select formatting,Dating / Marriage,Dating/marriage,Standardized separators/case/order/exact labels
KIBE-029,Q3,normalized multi-select formatting,Commentary Content,Commentary/reaction content,Standardized separators/case/order/exact labels
KIBE-029,Q5,normalized label/case,More regressive,More regressive/traditional/restrictive,Mapped to exact prompt label
KIBE-029,Q6,normalized label/case,NO,No,Mapped to exact prompt label
KIBE-029,Q8,normalized multi-select formatting,Women / Women's Behavior,Women/feminism,Standardized separators/case/order/exact labels
KIBE-029,Q9,normalized multi-select formatting,NO Clear Solution,No clear solution,Standardized separators/case/order/exact labels
KIBE-029,Q10,normalized multi-select formatting,Debate / Argument,Debate/argument,Standardized separators/case/order/exact labels
KIBE-029,Q12,normalized multi-select formatting,Generalizations about women,Generalizations about men/women,Standardized separators/case/order/exact labels
KIBE-029,Q13,normalized multi-select formatting,No Justification,No justification,Standardized separators/case/order/exact labels
KIBE-029,Q17,normalized label/case,NO,No,Mapped to exact prompt label
KIBE-029,Q18,normalized label/case,NO,No,Mapped to exact prompt label
KIBE-029,Q7,conditional normalization,,Not applicable,Q6 = No/Not applicable
KIBE-035,Q1,normalized label/case,NO,No,Mapped to exact prompt label
KIBE-035,Q2,normalized multi-select formatting,Dating / Marriage,Dating/marriage,Standardized separators/case/order/exact labels
KIBE-035,Q3,normalized multi-select formatting,Commentary Content,Commentary/reaction content,Standardized separators/case/order/exact labels
KIBE-035,Q5,normalized label/case,More regressive,More regressive/traditional/restrictive,Mapped to exact prompt label
KIBE-035,Q6,normalized label/case,NO,No,Mapped to exact prompt label
KIBE-035,Q8,normalized multi-select formatting,Women / Women's Behavior,Women/feminism,Standardized separators/case/order/exact labels
KIBE-035,Q9,normalized multi-select formatting,NO Clear Solution,No clear solution,Standardized separators/case/order/exact labels
KIBE-035,Q10,normalized multi-select formatting,Debate / Argument,Debate/argument,Standardized separators/case/order/exact labels
KIBE-035,Q12,normalized multi-select formatting,Generalizations about women,Generalizations about men/women,Standardized separators/case/order/exact labels
KIBE-035,Q13,normalized multi-select formatting,No Justification,No justification,Standardized separators/case/order/exact labels
KIBE-035,Q17,normalized label/case,NO,No,Mapped to exact prompt label
KIBE-035,Q18,normalized label/case,NO,No,Mapped to exact prompt label
KIBE-035,Q7,conditional normalization,,Not applicable,Q6 = No/Not applicable
KIBE-056,Q1,normalized label/case,NO,No,Mapped to exact prompt label
KIBE-056,Q2,normalized multi-select formatting,Dating / Marriage,Dating/marriage,Standardized separators/case/order/exact labels
KIBE-056,Q3,normalized multi-select formatting,Commentary Content,Commentary/reaction content,Standardized separators/case/order/exact labels
KIBE-056,Q5,normalized label/case,More regressive,More regressive/traditional/restrictive,Mapped to exact prompt label
KIBE-056,Q6,normalized label/case,NO,No,Mapped to exact prompt label
KIBE-056,Q8,normalized multi-select formatting,Women / Women's Behavior,Women/feminism,Standardized separators/case/order/exact labels
KIBE-056,Q9,normalized multi-select formatting,NO Clear Solution,No clear solution,Standardized separators/case/order/exact labels
KIBE-056,Q10,normalized multi-select formatting,Debate / Argument,Debate/argument,Standardized separators/case/order/exact labels
KIBE-056,Q12,normalized multi-select formatting,Generalizations about women,Generalizations about men/women,Standardized separators/case/order/exact labels
KIBE-056,Q13,normalized multi-select formatting,No Justification,No justification,Standardized separators/case/order/exact labels
KIBE-056,Q17,normalized label/case,NO,No,Mapped to exact prompt label
KIBE-056,Q18,normalized label/case,NO,No,Mapped to exact prompt label
KIBE-056,Q7,conditional normalization,,Not applicable,Q6 = No/Not applicable
1951568877998965117,Q1,normalized label/case,NO,No,Mapped to exact prompt label
1951568877998965117,Q2,normalized multi-select formatting,Dating / Marriage,Dating/marriage,Standardized separators/case/order/exact labels
1951568877998965117,Q3,normalized multi-select formatting,Commentary Content,Commentary/reaction content,Standardized separators/case/order/exact labels
1951568877998965117,Q5,normalized label/case,More regressive,More regressive/traditional/restrictive,Mapped to exact prompt label
1951568877998965117,Q6,normalized label/case,NO,No,Mapped to exact prompt label
1951568877998965117,Q8,normalized multi-select formatting,Women / Women's Behavior,Women/feminism,Standardized separators/case/order/exact labels
1951568877998965117,Q9,normalized multi-select formatting,NO Clear Solution,No clear solution,Standardized separators/case/order/exact labels
1951568877998965117,Q10,normalized multi-select formatting,Debate / Argument,Debate/argument,Standardized separators/case/order/exact labels
1951568877998965117,Q12,normalized multi-select formatting,Generalizations about women,Generalizations about men/women,Standardized separators/case/order/exact labels
1951568877998965117,Q13,normalized multi-select formatting,No Justification,No justification,Standardized separators/case/order/exact labels
1951568877998965117,Q17,normalized label/case,NO,No,Mapped to exact prompt label
1951568877998965117,Q18,normalized label/case,NO,No,Mapped to exact prompt label
1951568877998965117,Q7,conditional normalization,,Not applicable,Q6 = No/Not applicable
1954158345113174097,Q1,normalized label/case,NO,No,Mapped to exact prompt label
1954158345113174097,Q2,normalized multi-select formatting,Dating / Marriage,Dating/marriage,Standardized separators/case/order/exact labels
1954158345113174097,Q3,normalized multi-select formatting,Commentary Content,Commentary/reaction content,Standardized separators/case/order/exact labels
1954158345113174097,Q5,normalized label/case,More regressive,More regressive/traditional/restrictive,Mapped to exact prompt label
1954158345113174097,Q6,normalized label/case,NO,No,Mapped to exact prompt label
1954158345113174097,Q8,normalized multi-select formatting,Women / Women's Behavior,Women/feminism,Standardized separators/case/order/exact labels
1954158345113174097,Q9,normalized multi-select formatting,NO Clear Solution,No clear solution,Standardized separators/case/order/exact labels
1954158345113174097,Q10,normalized multi-select formatting,Debate / Argument,Debate/argument,Standardized separators/case/order/exact labels
1954158345113174097,Q12,normalized multi-select formatting,Generalizations about women,Generalizations about men/women,Standardized separators/case/order/exact labels
1954158345113174097,Q13,normalized multi-select formatting,No Justification,No justification,Standardized separators/case/order/exact labels
1954158345113174097,Q17,normalized label/case,NO,No,Mapped to exact prompt label
1954158345113174097,Q18,normalized label/case,NO,No,Mapped to exact prompt label
1954158345113174097,Q7,conditional normalization,,Not applicable,Q6 = No/Not applicable
1975078851945394590,Q1,normalized label/case,YES,Yes,Mapped to exact prompt label
1975078851945394590,Q1A,normalized multi-select formatting,Use of all caps,Use of all CAPS,Standardized separators/case/order/exact labels
1975078851945394590,Q2,normalized multi-select formatting,Dating / Marriage,Dating/marriage,Standardized separators/case/order/exact labels
1975078851945394590,Q3,normalized multi-select formatting,Commentary Content,Commentary/reaction content,Standardized separators/case/order/exact labels
1975078851945394590,Q5,normalized label/case,More regressive,More regressive/traditional/restrictive,Mapped to exact prompt label
1975078851945394590,Q6,normalized label/case,NO,No,Mapped to exact prompt label
1975078851945394590,Q8,normalized multi-select formatting,Women / Women's Behavior,Women/feminism,Standardized separators/case/order/exact labels
1975078851945394590,Q9,normalized multi-select formatting,NO Clear Solution,No clear solution,Standardized separators/case/order/exact labels
1975078851945394590,Q10,normalized multi-select formatting,Debate / Argument,Debate/argument,Standardized separators/case/order/exact labels
1975078851945394590,Q12,normalized multi-select formatting,Generalizations about women,Generalizations about men/women,Standardized separators/case/order/exact labels
1975078851945394590,Q13,normalized multi-select formatting,No Justification,No justification,Standardized separators/case/order/exact labels
1975078851945394590,Q17,normalized label/case,YES,Yes,Mapped to exact prompt label
1975078851945394590,Q18,normalized label/case,YES,Yes,Mapped to exact prompt label
1975078851945394590,Q7,conditional normalization,,Not applicable,Q6 = No/Not applicable
1975078851945394590,Q18B,shortened other specify,Calls for men to not sleep around with Married women,Calls for men to not,Prompt requests 1-5 words
1976936284460351491,Q1,normalized label/case,NO,No,Mapped to exact prompt label
1976936284460351491,Q2,normalized multi-select formatting,Dating / Marriage,Dating/marriage,Standardized separators/case/order/exact labels
1976936284460351491,Q3,normalized multi-select formatting,Commentary Content,Commentary/reaction content,Standardized separators/case/order/exact labels
1976936284460351491,Q5,normalized label/case,More regressive,More regressive/traditional/restrictive,Mapped to exact prompt label
1976936284460351491,Q6,normalized label/case,YES,Yes,Mapped to exact prompt label
1976936284460351491,Q7,normalized multi-select formatting,"Mixed, Not to date ""Born Again"" women","Mixed/unclear, Other",Standardized separators/case/order/exact labels
1976936284460351491,Q8,normalized multi-select formatting,Women / Women's Behavior,Women/feminism,Standardized separators/case/order/exact labels
1976936284460351491,Q9,normalized multi-select formatting,Assert dominance / control,Assert dominance/control,Standardized separators/case/order/exact labels
1976936284460351491,Q10,normalized multi-select formatting,Debate / Argument,Debate/argument,Standardized separators/case/order/exact labels
1976936284460351491,Q12,normalized multi-select formatting,Generalizations about women,Generalizations about men/women,Standardized separators/case/order/exact labels
1976936284460351491,Q13,normalized multi-select formatting,No Justification,No justification,Standardized separators/case/order/exact labels
1976936284460351491,Q17,normalized label/case,YES,Yes,Mapped to exact prompt label
1976936284460351491,Q18,normalized label/case,NO,No,Mapped to exact prompt label
1976936284460351491,Q7A,missing other specify,,,Q7 includes Other but specify is blank
2035341023287689308,Q1,normalized label/case,NO,No,Mapped to exact prompt label
2035341023287689308,Q2,normalized multi-select formatting,Dating / Marriage,Dating/marriage,Standardized separators/case/order/exact labels
2035341023287689308,Q3,normalized multi-select formatting,Commentary Content,Commentary/reaction content,Standardized separators/case/order/exact labels
2035341023287689308,Q5,normalized label/case,More regressive,More regressive/traditional/restrictive,Mapped to exact prompt label
2035341023287689308,Q6,normalized label/case,NO,No,Mapped to exact prompt label
2035341023287689308,Q8,normalized multi-select formatting,Women / Women's Behavior,Women/feminism,Standardized separators/case/order/exact labels
2035341023287689308,Q9,normalized multi-select formatting,Assert dominance / control,Assert dominance/control,Standardized separators/case/order/exact labels
2035341023287689308,Q10,normalized multi-select formatting,Debate / Argument,Debate/argument,Standardized separators/case/order/exact labels
2035341023287689308,Q12,normalized multi-select formatting,Generalizations about women,Generalizations about men/women,Standardized separators/case/order/exact labels
2035341023287689308,Q13,normalized multi-select formatting,No Justification,No justification,Standardized separators/case/order/exact labels
2035341023287689308,Q17,normalized label/case,NO,No,Mapped to exact prompt label
2035341023287689308,Q18,normalized label/case,NO,No,Mapped to exact prompt label
2035341023287689308,Q7,conditional normalization,,Not applicable,Q6 = No/Not applicable
2040414105522065830,Q1,normalized label/case,NO,No,Mapped to exact prompt label
2040414105522065830,Q2,normalized multi-select formatting,Dating / Marriage,Dating/marriage,Standardized separators/case/order/exact labels
2040414105522065830,Q3,normalized multi-select formatting,Commentary Content,Commentary/reaction content,Standardized separators/case/order/exact labels
2040414105522065830,Q5,normalized label/case,More regressive,More regressive/traditional/restrictive,Mapped to exact prompt label
2040414105522065830,Q6,normalized label/case,NO,No,Mapped to exact prompt label
2040414105522065830,Q8,normalized multi-select formatting,Women / Women's Behavior,Women/feminism,Standardized separators/case/order/exact labels
2040414105522065830,Q9,normalized multi-select formatting,Assert dominance / control,Assert dominance/control,Standardized separators/case/order/exact labels
2040414105522065830,Q10,normalized multi-select formatting,Debate / Argument,Debate/argument,Standardized separators/case/order/exact labels
2040414105522065830,Q12,normalized multi-select formatting,Generalizations about women,Generalizations about men/women,Standardized separators/case/order/exact labels
2040414105522065830,Q13,normalized multi-select formatting,No Justification,No justification,Standardized separators/case/order/exact labels
2040414105522065830,Q17,normalized label/case,NO,No,Mapped to exact prompt label
2040414105522065830,Q18,normalized label/case,NO,No,Mapped to exact prompt label
2040414105522065830,Q7,conditional normalization,,Not applicable,Q6 = No/Not applicable
2048016863561441660,Q1,normalized label/case,NO,No,Mapped to exact prompt label
2048016863561441660,Q2,normalized multi-select formatting,Dating / Marriage,Dating/marriage,Standardized separators/case/order/exact labels
2048016863561441660,Q3,normalized multi-select formatting,Commentary Content,Commentary/reaction content,Standardized separators/case/order/exact labels
2048016863561441660,Q5,normalized label/case,More regressive,More regressive/traditional/restrictive,Mapped to exact prompt label
2048016863561441660,Q6,normalized label/case,NO,No,Mapped to exact prompt label
2048016863561441660,Q8,normalized multi-select formatting,Women / Women's Behavior,Women/feminism,Standardized separators/case/order/exact labels
2048016863561441660,Q9,normalized multi-select formatting,NO Clear Solution,No clear solution,Standardized separators/case/order/exact labels
2048016863561441660,Q10,normalized multi-select formatting,Debate / Argument,Debate/argument,Standardized separators/case/order/exact labels
2048016863561441660,Q12,normalized multi-select formatting,Generalizations about women,Generalizations about men/women,Standardized separators/case/order/exact labels
2048016863561441660,Q13,normalized multi-select formatting,No Justification,No justification,Standardized separators/case/order/exact labels
2048016863561441660,Q17,normalized label/case,NO,No,Mapped to exact prompt label
2048016863561441660,Q18,normalized label/case,NO,No,Mapped to exact prompt label
2048016863561441660,Q7,conditional normalization,,Not applicable,Q6 = No/Not applicable
2048031963504611687,Q1,normalized label/case,NO,No,Mapped to exact prompt label
2048031963504611687,Q2,normalized multi-select formatting,Dating / Marriage,Dating/marriage,Standardized separators/case/order/exact labels
2048031963504611687,Q3,normalized multi-select formatting,Commentary Content,Commentary/reaction content,Standardized separators/case/order/exact labels
2048031963504611687,Q5,normalized label/case,More regressive,More regressive/traditional/restrictive,Mapped to exact prompt label
2048031963504611687,Q6,normalized label/case,NO,No,Mapped to exact prompt label
2048031963504611687,Q8,normalized multi-select formatting,Women / Women's Behavior,Women/feminism,Standardized separators/case/order/exact labels
2048031963504611687,Q9,normalized multi-select formatting,Assert dominance / control,Assert dominance/control,Standardized separators/case/order/exact labels
2048031963504611687,Q10,normalized multi-select formatting,Debate / Argument,Debate/argument,Standardized separators/case/order/exact labels
2048031963504611687,Q12,normalized multi-select formatting,Generalizations about women,Generalizations about men/women,Standardized separators/case/order/exact labels
2048031963504611687,Q13,normalized multi-select formatting,No Justification,No justification,Standardized separators/case/order/exact labels
2048031963504611687,Q17,normalized label/case,NO,No,Mapped to exact prompt label
2048031963504611687,Q18,normalized label/case,NO,No,Mapped to exact prompt label
2048031963504611687,Q7,conditional normalization,,Not applicable,Q6 = No/Not applicable
1976981658470388103,Q1,normalized label/case,NO,No,Mapped to exact prompt label
1976981658470388103,Q2,normalized multi-select formatting,Dating,Dating/marriage,Standardized separators/case/order/exact labels
1976981658470388103,Q5,normalized label/case,More Regressive,More regressive/traditional/restrictive,Mapped to exact prompt label
1976981658470388103,Q6,normalized label/case,NO,No,Mapped to exact prompt label
1976981658470388103,Q8,normalized multi-select formatting,Women / Women's Behavior,Women/feminism,Standardized separators/case/order/exact labels
1976981658470388103,Q9,normalized multi-select formatting,No Clear Solution,No clear solution,Standardized separators/case/order/exact labels
1976981658470388103,Q10,normalized multi-select formatting,Debate / Argument,Debate/argument,Standardized separators/case/order/exact labels
1976981658470388103,Q12,normalized multi-select formatting,Generalizations about women,Generalizations about men/women,Standardized separators/case/order/exact labels
1976981658470388103,Q13,normalized multi-select formatting,No Justification,No justification,Standardized separators/case/order/exact labels
1976981658470388103,Q17,normalized label/case,NO,No,Mapped to exact prompt label
1976981658470388103,Q18,normalized label/case,NO,No,Mapped to exact prompt label
1976981658470388103,Q7,conditional normalization,,Not applicable,Q6 = No/Not applicable
RIX-023,Q1,normalized label/case,NO,No,Mapped to exact prompt label
RIX-023,Q2,normalized multi-select formatting,Mental Health / Trauma,Mental health,Standardized separators/case/order/exact labels
RIX-023,Q4,normalized label/case,NO,No,Mapped to exact prompt label
RIX-023,Q6,normalized label/case,NO,No,Mapped to exact prompt label
RIX-023,Q8,normalized multi-select formatting,Mental Health,Mental health/emotional struggle,Standardized separators/case/order/exact labels
RIX-023,Q9,normalized multi-select formatting,No Clear Solution,No clear solution,Standardized separators/case/order/exact labels
RIX-023,Q10,normalized multi-select formatting,Commentary Content,Commentary/opinion,Standardized separators/case/order/exact labels
RIX-023,Q12,normalized multi-select formatting,No Support,No support,Standardized separators/case/order/exact labels
RIX-023,Q13,normalized multi-select formatting,No Justification,No justification,Standardized separators/case/order/exact labels
RIX-023,Q17,normalized label/case,NO,No,Mapped to exact prompt label
RIX-023,Q18,normalized label/case,NO,No,Mapped to exact prompt label
RIX-023,Q5,conditional normalization,,Does not address masculinity or gender norms,Q4 = No
RIX-023,Q6,conditional normalization,No,Not applicable,Q4 = No
RIX-023,Q7,conditional normalization,,Not applicable,Q6 = No/Not applicable
EDDY-016,Q2,normalized multi-select formatting,"Gender issues, e.g. equality, Mental health","Mental health, Gender issues",Standardized separators/case/order/exact labels
EDDY-016,Q10,normalized multi-select formatting,"Commentary/opinion, Advice/instruction","Advice/instruction, Commentary/opinion",Standardized separators/case/order/exact labels
EDDY-028,Q2,normalized multi-select formatting,"Gender issues, e.g. equality, Mental health","Mental health, Gender issues",Standardized separators/case/order/exact labels
EDDY-028,Q10,normalized multi-select formatting,"Commentary/opinion, Advice/instruction","Advice/instruction, Commentary/opinion",Standardized separators/case/order/exact labels
EDDY-031,Q2,normalized multi-select formatting,"Gender issues, e.g. equality, Mental health, Family/children","Family/children, Mental health, Gender issues",Standardized separators/case/order/exact labels
EDDY-031,Q7,normalized multi-select formatting,"Men need to improve themselves, Men need to be emotionally open, Men need to provide/succeed","Men need to provide/succeed, Men need to improve themselves, Men need to be emotionally open",Standardized separators/case/order/exact labels
EDDY-041,Q5,conditional normalization,,Does not address masculinity or gender norms,Q4 = No
EDDY-041,Q6,conditional normalization,,Not applicable,Q4 = No
EDDY-041,Q7,conditional normalization,,Not applicable,Q6 = No/Not applicable
RIX-001,Q2,normalized multi-select formatting,"Gender issues, e.g. equality, Mental health, Social issues, e.g. corruption","Mental health, Gender issues, Social issues",Standardized separators/case/order/exact labels
RIX-001,Q8,normalized multi-select formatting,"Men's behavior, Mental health/emotional struggle, Kenyan or Nigerian political/social problems, Global political/social/cultural problems","Kenyan or Nigerian political/social problems, Global political/social/cultural problems, Men's behavior, Mental health/emotional struggle",Standardized separators/case/order/exact labels
RIX-015,Q1A,normalized multi-select formatting,"Shares something surprising, Shares something violent or gross","Shares something violent or gross, Shares something surprising",Standardized separators/case/order/exact labels
RIX-015,Q2,normalized multi-select formatting,"Social issues, e.g. corruption, Mental health, Family/children","Family/children, Mental health, Social issues",Standardized separators/case/order/exact labels
RIX-015,Q5,conditional normalization,,Does not address masculinity or gender norms,Q4 = No
RIX-015,Q6,conditional normalization,,Not applicable,Q4 = No
RIX-015,Q7,conditional normalization,,Not applicable,Q6 = No/Not applicable
RIX-054,Q1A,normalized multi-select formatting,"Shares something surprising, Shares something violent or gross","Shares something violent or gross, Shares something surprising",Standardized separators/case/order/exact labels
RIX-054,Q2,normalized multi-select formatting,"Mental health, Family/children","Family/children, Mental health",Standardized separators/case/order/exact labels
RIX-068,Q1A,normalized multi-select formatting,"Shares something surprising, Shares something sexual","Shares something sexual, Shares something surprising",Standardized separators/case/order/exact labels
RIX-068,Q2,normalized multi-select formatting,"Mental health, Friends/socializing, Religion/morality","Friends/socializing, Mental health, Religion/morality",Standardized separators/case/order/exact labels
RIX-068,Q8,normalized multi-select formatting,"Men's behavior, Mental health/emotional struggle, Kenyan or Nigerian political/social problems","Kenyan or Nigerian political/social problems, Men's behavior, Mental health/emotional struggle",Standardized separators/case/order/exact labels
