"DIRECTIONS: Read each comment and question in full. For ""Select ALL that apply"" questions, copy and paste each applicable answer option, separated by commas, into your answer box. For ""Open text"" questions, please add 1 sentence or a couple of words as your answer. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Content ID,Context,Content Text / Description,"Q1. Does the content start with an attention-getter? 
Options:
Yes
No

 Attention-getter could be verbal or visual, such as video titles and/or captions. These visual attention-getters may include statements in all caps, statements with excessive exclamation points [list some examples, potentially include screenshot examples. Not needed if we decide to focus on verbal attention-getters only] ","Q1a. If yes, what kind of attention-getting strategies does it use? Choose all that apply.

Options: 
Compelling question / 
Use of all CAPS / 
Humor or sarcasm / 
Shares something violent or gross / 
Shares something sexual / 
Shares something surprising / 
Uses a news headline or social media trend as opener / 
Interesting visual or meme / 
Other","Q1b. If other, specify the attention-getting strategy.
Open text","Q2. What is/are the primary topic(s) of the content? Choose all that apply.

Options: 
Dating/marriage / 
Friends/socializing / 
Family/children / 
Money/status / 
Fitness/self-improvement / 
Mental health / 
Gender issues, e.g. equality / 
Social issues, e.g. corruption / 
Religion/morality / 
Gaming/technology / 
Other","Q2a. If other, specify the topic.
Open text","Q3. Characterize the type of content.

Options: Interview/conversational content / 
Motivational/self-help content / 
Commentary/reaction content / Other","Q3a. If other, specify the content type.
Open text","Q4. Does this content address masculinity / gender norms?

Options: 
Yes, explicitly / 
Yes, implicitly / 
No","Q5. If yes, how would you characterize the type of masculinity or gender norms addressed?

Options: 
More regressive/traditional/restrictive / 
More progressive/equitable/expansive / 
Mixed/unclear / 
Does not address masculinity or gender norms","Q6. If yes, does the content address what men should do or be in society?

Options: 
Yes / 
No / 
Unclear / 
Not applicable","Q7. If yes, what does the content indicate men do or need to do? Choose all that apply.

Options: 
Men need to dominate/lead / 
Men need to provide/succeed / 
Men are disadvantaged/victims / 
Men need to improve themselves / 
Men need to be fully self-reliant / 
Men need to be emotionally open / 
Men need to not show emotions / 
Men need to be equal partners / Mixed/unclear / 
Other / 
Not applicable","Q7a. If other, specify what the content indicates men need to do.
Open text","Q8. What problem is being identified in the content? Choose all that apply.

Options: 
Kenyan or Nigerian political/social problems / Global political/social/cultural problems  /  
Western political/social influence / 
Women/feminism / 
Men’s behavior / 
Economic/status pressure / 
Mental health/emotional struggle / 
No clear problem is identified / 
Other","Q8a. If other, specify the problem.
Open text","Q9. What solution is being proposed? Choose all that apply.

Options: 
Social or political change / 
Assert dominance/control / 
More wealth/status / 
More self-discipline/fitness / 
More emotional growth/healing / 
More equality/respect for men / 
More equality/respect for women / 
Building community / 
No clear solution / 
Other","Q9a. If other, specify the solution.
Open text","Q10. How would you characterize the communication mode of this content? Choose all that apply.

Options: 
Advice/instruction / 
Personal story / 
Commentary/opinion / Debate/argument / 
Humor/satire / 
Motivational speech / 
News/telling facts / 
Other","Q10a. If other, specify the communication mode.
Open text","Q11. Which audience needs does the content aim to fulfill? Choose all that apply.

Options: 
Entertainment/escapism / Information seeking / 
Connection/social interaction / 
Self expression/identity construction / 
Status seeking / 
Documentation of events / 
None of these apply","Q12. How does the content support its claims or messages?

Options: 
Generalizations about men/women / 
Personal experience / 
Stories about men/women / 
Cultural/social observations / 
Facts/statistics / 
Moral/religious claims / 
Mixed / 
No support / 
Other","Q12a. If other, specify how the content supports its claims.
Open text","Q13. How are the claims justified?

Options: No justification / 
Anecdotal examples / 
Presented as common sense / 
References data / 
References religion/tradition / 
References external sources, such as other influencers / 
Other","Q13a. If other, specify how the claims are justified.
Open text","Q14. What is the general sentiment toward men?

Options: 
Negative / 
Positive / 
Mixed / 
Neutral / 
Unclear / 
Not mentioned
","Q15. What is the general sentiment toward women?

Options: 
Negative / 
Positive / 
Mixed / 
Neutral / 
Unclear / 
Not mentioned","Q16. What is the general sentiment toward traditional gender norms?

Options: 
Negative / 
Positive / 
Mixed / 
Neutral / 
Unclear / 
Not mentioned","Q17. Does the content use fear or threat to help drive the message home?

Options: Yes /
Somewhat / 
No","Q18. Does the content include any calls to action to the audience?

Options:
 Yes / 
No","Q18a. If yes, what kinds of calls to action are included? Choose all that apply.

Options: 
Calls for audience to like the content / 
Calls for audience to share the content / Calls for audience to follow the speaker on social media / 
Calls for men to follow more traditional gender norms / 
Calls for men to follow more equitable gender norms / 
Calls for women to follow more traditional gender norms / 
Calls for women to follow more equitable gender norms / 
Calls for politicians or social figures to do something / 
Calls for audience to vote in a different way / 
Other","Q18b. If other, specify the call to action.
Open text"
1954188481585873209,https://x.com/amerix/status/1954188481585873209,"Men, Finally, Don't expect respect from a woman if, • You marry a woman with another man's child. She sees you as a low-value, desperate man who has no options in life. If you hear a woman say things like: • A real man is like this, • This man is nice, • A God-fearing man never bothers about my past, • A good man takes care of me and children that are not his, She doesn't mean it, she is just influencing the outcome of her manipulation on a low-value man — a simp. Don't be a simp. RESPECT YOURSELF.",No,,,Family/children,,Commentary/reaction content,,"Yes, explicitly",More regressive / traditional / restrictive,Yes,Men need to dominate/lead,,No clear problem is identified,,More equality/respect for men,,Personal story,,Self expression/identity construction,Personal experience,,Anecdotal examples,,Mixed,Negative,Positive,No,Yes,Calls for men to follow more traditional gender norms,
KIBE-004,"Kibe is continuing his advice, role-playing how a man should respond when his wife proposes plans","You need to tell her, listen here, woman. If you ever do that shit again, you're out. Okay? Nobody tells me what to do. Are we together, woman? She says, yes. If there are plans, those plans are going to be made by me and they will originate from me. Not from you.",No,,,Gender issues,,Interview/conversational content,,"Yes, explicitly",More regressive / traditional / restrictive,Yes,Men need to dominate/lead,,No clear problem is identified,,Assert dominance/control,,Personal story,,Self expression/identity construction,Personal experience,,Anecdotal examples,,Neutral,Negative,Positive,No,Yes,Calls for men to follow more traditional gender norms,
EDDY-018,"Eddy explains why men's heavy drinking and infidelity should be understood as depression coping mechanisms, not character flaws",When you're in this space when you're depressed and and everything has just collapsed around you you look for coping mechanisms. And these coping mechanisms can be anything. It's not only alcohol. Coping mechanisms can go to the extreme. They are not doing it deliberately they are thinking they are just dealing they are just satisfying a need. But what they are fighting are some different type of elements that for them that seems like it's the only way to calm things down.,No,,,Mental health,,Interview/conversational content,,"Yes, implicitly",More regressive / traditional / restrictive,No,,,No clear problem is identified,,No clear solution,,Commentary/opinion,,Information seeking,No support,,No justification,,Neutral,Not mentioned,Unclear,No,No,,
RIX-030,Onyango describes the typical signs of trauma in children,In children many times when you feel the space at home is contracted and you cannot speak you cannot express yourself what children do is is they shut down they withdraw they look for attention in other ways. So you might find a child doing something so silly and it acts the parents so much and what the parent again does is to beat but what the child is saying in other ways is I need you to see me. Children want to be seen. Sometimes children will get into Bad Company so that they can get that sense of belonging that is not there at home or in their neighborhood or in their culture.,No,,,Family/children,,Interview/conversational content,,No,,,,,No clear problem is identified,,No clear solution,,Personal story,,Self expression/identity construction,Personal experience,,Anecdotal examples,,Not mentioned,Not mentioned,Not mentioned,Somewhat,No,,
RIX-081,Onyango's mission statement for men,"I want to create life for these communities where men can rethink themselves. Men can re-see and start to imagine themselves differently. The things you are told about who a man is supposed to be, all of them were created. It was somebody else's idea. So, you can have your own idea of who a man is supposed to be or who you want to be as a man.",No,,,Gender issues,,Interview/conversational content,,"Yes, explicitly",More progressive / equitable / expansive,Yes,Mixed/unclear,,No clear problem is identified,,Social or political change,,Commentary/opinion,,Information seeking,Generalizations about men/women,,Presented as common sense,,Mixed,Not mentioned,Negative,No,Yes,Calls for politicians or social figures to do something,
2043969069993378270,https://x.com/amerix/status/2043969069993378270,"Even if you don't respect yourself, just respect your woman. Otherwise, she will disrespect you, and you will start calling women names. Women submit to the level of your discipline. If you are stoic, she will submit. If you are a fool, or a simp, she will be resentful.",No,,,Gender issues,,Commentary/reaction content,,"Yes, explicitly",More regressive / traditional / restrictive,Yes,Men need to dominate/lead,,No clear problem is identified,,Assert dominance/control,,Advice/instruction,,Information seeking,Generalizations about men/women,,Presented as common sense,,Mixed,Unclear,Positive,No,Yes,Calls for men to follow more traditional gender norms,
KIBE-002,"Kibe is critiquing the idea that men should 'be nice, open up, let her in, be vulnerable'","That's bullshit. Maybe you see if you want tits and ass, just ask for tits and ass. Don't go there with your problems. Oh, oh, things are so bad. I'm about to get fired. I don't know what. Oh, she's looking at you. She's saying, this is a puny little shit. And she'll give you pity sex because there's still a small spark in you.",Yes,Shares something surprising,,Dating/marriage,,Interview/conversational content,,"Yes, explicitly",More regressive / traditional / restrictive,Yes,Men need to be fully self-reliant,,No clear problem is identified,,Other,Keep one's emotions to themselves,Advice/instruction,,Information seeking,No support,,No justification,,Mixed,Negative,Positive,No,Yes,Calls for men to follow more traditional gender norms,
EDDY-036,Eddy reflects on how his media background made his depression worse,"I was coming back from a background where I was already in the public eye. So I've got this pressure to stay and look in a particular way. And as a man who's been exposed to that space, you will do everything and anything to always look normal. No matter how much you're going through in life. So it was a situation where I thought I'm dealing with it and this is normal, this is how it's supposed to be. And the way I'm dealing with it is the best way I can. So there was a lot of course selfishness, the ego had grown the size of an elephant because you think you cannot tell me how to deal with my problems.",No,,,Gender issues,,Interview/conversational content,,"Yes, implicitly",Mixed/unclear,No,,,Men’s behavior,,No clear solution,,Personal story,,Self expression/identity construction,Personal experience,,Anecdotal examples,,Mixed,Not mentioned,Unclear,No,No,,
2048009544043758028,https://x.com/amerix/status/2048009544043758028,"Men, In any marital disagreement, Always listen to the MAN. It is the man who is telling the truth. The woman is using emotional blackmail to tell her story because today the world believes in tears more than the truth. Woman = tears. MAN = truth. #MasculinitySaturday",Yes,Use of all CAPS,,Mental health; Gender issues,,Commentary/reaction content,,"Yes, explicitly",More regressive / traditional / restrictive,Yes,Men need to dominate/lead,,Mental health/emotional struggle,,No clear solution,,Commentary/opinion,,Information seeking,Generalizations about men/women,,Presented as common sense,,Positive,Negative,Positive,Somewhat,Yes,Calls for men to follow more traditional gender norms,
EDDY-061,Eddy reframes failure for men,"People should embrace that aspect of being vulnerable; I am known that way, and failure is part of the process. It's part of the process, it's actually one of the key ingredients for success. You just need to make failure your ally. You just need to make failure, don't hate it. Stand up, dust yourself and move.",No,,,Mental health,,Interview/conversational content,,No,,,,,No clear problem is identified,,More emotional growth/healing,,Advice/instruction,,Information seeking,No support,,No justification,,Not mentioned,Not mentioned,Not mentioned,No,Yes,Other,Calls for audience to engage failure
EDDY-012,Eddy explains why he didn't communicate with his wife during the dark period - his explicit framing of 'because I'm the man',It got into a point where we we didn't talk as frequent as we were supposed to. Remember we have two sons so for obvious reasons we are supposed to be constantly talking. And a lot of that was to do with my ego and also thinking as much as I've got this problem uh I'll deal with it by myself. Little did I know I'm just digging my hole deeper and deeper deeper and deeper out of ignorance out of thinking I'm doing the right thing. And why am I thinking I'm doing the right thing? Because I'm the man. That was my thinking at the time. There's nothing wrong with with you believing you're doing the right thing in life but sometimes I think when it's not well informed when it's not well directed you'll you are bound to really have some toxic masculinity.,No,,,Gender issues,,Interview/conversational content,,"Yes, implicitly",More regressive / traditional / restrictive,No,,,No clear problem is identified,,No clear solution,,Personal story,,Self expression/identity construction,Personal experience,,Anecdotal examples,,Positive,Unclear,Negative,No,No,,
EDDY-034,Eddy responds to data showing 147 of 177 reported Kenyan suicides in 2018 were men,"I'm a strong believer of the fact that women have very strong coping systems. Unfortunately, men, even amongst ourselves, it's a challenge even coming out and saying, I need help, or reaching out. Because as he said, we are not supposed to show our weaknesses. Even some reports indicate that there are men who would be happier going for a prostate cancer test than going to a psychiatrist.",No,,,Gender issues,,Interview/conversational content,,"Yes, explicitly",More regressive / traditional / restrictive,No,,,No clear problem is identified,,No clear solution,,Commentary/opinion,,Information seeking,Generalizations about men/women,,Presented as common sense,,Positive,Unclear,Negative,No,No,,
EDDY-040,"Eddy responds to an online discussion about men disappearing from clubs, festivals, and church events","Men are not missing. Men are evolving. Men are quietly walking away from the performance culture, from chaos, from spaces that demand that they must prove their self, that they must prove their fun, that they must prove their faith or their worth. They're not hiding, they're healing. They're learning that peace is louder than music, that purpose-led life feels better than applause. To the women who may feel offended please don't be. We don't hate women. We are just learning as men to love ourselves properly so that we can love you better. We are not ghosting society. We are grounding ourselves.",No,,,Mental health,,Interview/conversational content,,"Yes, implicitly",More progressive / equitable / expansive,Yes,Men need to be emotionally open,,No clear problem is identified,,More emotional growth/healing,,Advice/instruction,,Information seeking,Moral/religious claims,,References religion/tradition,,Positive,Positive,Negative,No,No,,
EDDY-052,Eddy parallels physical and mental health practices in childhood,We went to the gym we go to the gym and take care of our physical health. And fortunately we grew up in an environment where we are taught wash your hands before you eat. Wash your hands when you leave the toilet. But we are not taught how to take care of our mental fitness our mental hygiene. So we are now in a space where we are trying to embrace and understand mental health.,No,,,Mental health,,Interview/conversational content,,"Yes, explicitly",,,,,Mental health/emotional struggle,,No clear solution,,Commentary/opinion,,Information seeking,No support,,No justification,,Positive,Unclear,Negative,No,No,,
RIX-007,"Onyango describes the pivotal moment when his family moved and his father took a private-school job - the entry point of money, women and violence",Then we moved from kangela and that's when the hell began because he was teaching in a government school and then we went for the first time he got work in a private school and uh you see that came with money and then it also came with women and then now the violence began.,No,,,Money/status,,Interview/conversational content,,No,,,,,Kenyan or Nigerian political/social problems,,No clear solution,,Commentary/opinion,,Information seeking,No support,,No justification,,Unclear,Unclear,Negative,No,No,,
RIX-009,Onyango recounts the central trauma of his life - the night his father accused him of stealing a Bill Cosby novel and burned his hand with kerosene,He's looking for this book and he seems not to be finding it if something is not in the four corners of a single room surely it's not there. He starts beating me up but then this night was different. He gets out he comes back to the house he comes back with the wire like a meter of that telephone copper wire and he strips me of my clothes. So he is whipping my back and he's telling me to produce the book. My father used to beat you with his soul my friend all the anger that he carried in his body comes to this moment.,No,,,Family/children,,Interview/conversational content,,No,,,,,No clear problem is identified,,No clear solution,,Personal story,,Self expression/identity construction,Personal experience,,Anecdotal examples,,Negative,Unclear,Negative,No,No,,
RIX-028,Onyango on what parents should do to recognize trauma in their children,I think the first point is for the parents themselves to look at themselves first because I think many of the times we are living in a very complex country. This is a country that has had historical trauma that we don't talk about we have a lot of religious trauma that we don't talk about that we bring home to our kids we have a lot of poverty trauma right that we are every day running away from. We have a lot of gender trauma yeah uh who men are supposed to be women children all that stuff going on queer people. So in most cases parents are first the ones who are traumatized before they can start looking out for trauma in their children they need to first look at themselves and that's one of the tenets of conscious parenting.,No,,,Family/children,,Motivational/self-help content,,No,,,,,Mental health/emotional struggle,,More emotional growth/healing,,Advice/instruction,,Information seeking,Generalizations about men/women,,Presented as common sense,,Unclear,Unclear,Negative,No,No,,
RIX-072,Onyango on the false confidence men inherit,"The way I was conditioned and very many boys are socialized, you grow up thinking men know everything because apparently dad is the one calling the shots at home. Men are the ones controlling resources everywhere you go. So, you actually think that a man asking for help, a man asking for directions is a bad thing to say.",No,,,Gender issues,,Commentary/reaction content,,"Yes, explicitly",More regressive / traditional / restrictive,No,,,No clear problem is identified,,No clear solution,,Personal story,,Self expression/identity construction,Personal experience,,Anecdotal examples,,Positive,Unclear,Negative,No,No,,
RIX-082,Onyango's structural argument for why men's mental health matters to society,"When we sort out the issues men have with themselves, security will improve, governance will improve, relationships will improve, urban development will improve, nearly everything will improve.",No,,,Fitness/self-improvement,,Commentary/reaction content,,"Yes, explicitly",More progressive / equitable / expansive,Yes,Men need to improve themselves,,No clear problem is identified,,No clear solution,,Commentary/opinion,,Information seeking,No support,,No justification,,Positive,Unclear,Negative,No,No,,
RIX-088,Onyango on physical self-care as central to mental health,"Our bodies carry our emotions. Our bodies carry our truths. Our bodies carry our secrets. And all our love, all our pain. You have to take care of your body. It is the secret of health. Take care of your body. Check what you're eating, check who you're hanging around. Check the kind of work, how much rest you're getting. Check what you're feeding your mind. Take care of your body.",No,,,Money/status,,Commentary/reaction content,,"Yes, explicitly",More progressive / equitable / expansive,Yes,Men need to be emotionally open,,Mental health/emotional struggle,,More emotional growth/healing,,Commentary/opinion,,Information seeking,No support,,No justification,,Positive,Unclear,Negative,No,No,,
PHIL-001,"Philip on understanding now, as a father himself, why his father resisted his creative path",I think my only difference with it's because and now it's become one of our mantras Abel and myself and our company. They had never seen successful artists so being a father now that I'm a father I understand where he was coming from he's like bro okay you have this dream you want to be a creative or play soccer I'm not sure which one is which but example example.,No,,,Family/children,,Interview/conversational content,,No,,,,,No clear problem is identified,,No clear solution,,Personal story,,Self expression/identity construction,Personal experience,,Anecdotal examples,,Positive,Unclear,Unclear,No,No,,
PHIL-002,Philip describes growing up in Dandora - surrounded by violence that he didn't recognize as abnormal,Now sitting here as a parent I'm like are you mad why would you raise your kids in in such an estate where when I say it was super violent for some reason any thug or criminal in this city used to live there so the number of times you'd wake up in the morning and find police raiding with guns that was very normal. Shootouts are very common like you're sleeping at night you hear shootout gun shootouts that was a very normal thing.,No,,,Family/children,,Interview/conversational content,,No,,,,,Kenyan or Nigerian political/social problems,,No clear solution,,Personal story,,Self expression/identity construction,Personal experience,,Anecdotal examples,,Unclear,Unclear,Mixed,No,No,,
PHIL-005,Philip's opening narration after seeing news of 70+ women's bodies in Mukuru-Pipeline quarry,It was a moment that plunged me into a rabbit hole. The haunting realization of a world where the violence against women has become an unsettling norm. I have lived a sheltered life. Believing my daughter was safe. But those beliefs crumbled under the weight of harsh truths.,No,,,Family/children; Social issues,,Commentary/reaction content,,No,,,,,Global political/social/cultural problems,,No clear solution,,Personal story,,Self expression/identity construction,Personal experience,,Anecdotal examples,,Unclear,Positive,Negative,No,No,,
PHIL-035,Philip's caption continued - articulating his motivation as a father,"As a father to a little girl, I couldn't look away. I couldn't pretend this wasn't the world she would grow up in. So, I decided to do something.",No,,,Family/children,,Commentary/reaction content,,"Yes, implicitly",More progressive / equitable / expansive,No,,,No clear problem is identified,,No clear solution,,Commentary/opinion,,Information seeking,No support,,No justification,,Unclear,Positive,Negative,No,No,,
PHIL-036,Philip's caption continued - what the journey revealed,"I traveled across the country, meeting survivors, hearing their stories, and witnessing firsthand the brutal reality so many women face daily. What I saw changed me. It broke my heart, but it also opened my eyes.",No,,,Social issues,,Commentary/reaction content,,No,,,,,No clear problem is identified,,No clear solution,,Personal story,,Self expression/identity construction,Personal experience,,Anecdotal examples,,Unclear,Positive,Negative,No,No,,
KIBE-001,"Jagero asks about page 69 of Kibe's book, where he advises men not to share problems with women - even their mothers","Especially. Not even. Especially. You see women don't see men the way men think women see men. Women they see power or puny. That's all they see. Or puny. So if she doesn't see power, she's seeing a puny guy. Yeah. So imagine you go there to tell her, oh, I have rent I have not paid. Oh, I don't know, Bro, she's looking at you like you're a puny because you'd rather be a thief than be a puny. Women fall in love with people who are in jail. Because those are not punies, those are beasts.",No,,,Gender issues,,Interview/conversational content,,"Yes, explicitly",More progressive / equitable / expansive,Yes,Men need to be emotionally open,,Women/feminism,,More emotional growth/healing,,Advice/instruction,,Information seeking,Generalizations about men/women,,Presented as common sense,,Positive,Positive,Negative,No,No,,
KIBE-012,"Kibe continues from a discussion of female lust, claiming women's sexual desire has nothing to do with men as people","You see, what you need to understand, Jagero, is that the clit does not want a man. The clit just wants it's like like when you when you you get to almost that place where you're about to come. There's nothing else that matters. It doesn't matter what hole that is.",No,,,Gender issues,,Commentary/reaction content,,No,,,,,No clear problem is identified,,No clear solution,,Advice/instruction,,Information seeking,Generalizations about men/women,,Presented as common sense,,Mixed,Negative,Negative,No,No,,
KIBE-020,"Kibe continues on mother-son separation, invoking what he frames as traditional practice","Yes. That's why you were never supposed to go back in the kitchen. Your mom is not supposed to back orders at you anymore. You're a man. Women are not allowed to back orders at men. So your mom had to talk to you the way she talked to your your father. Because if she doesn't, then you can go to your dad and tell him, hey, can you straighten out your bitch? Because that we are men. So your mom cannot because she's not my woman.",No,,,Family/children,,Commentary/reaction content,,"Yes, explicitly",More regressive / traditional / restrictive,No,,,Women/feminism,,No clear solution,,Personal story,,Self expression/identity construction,Personal experience,,Anecdotal examples,,Mixed,Negative,Unclear,No,No,,
KIBE-021,"Joab asks what the reason for marriage is today. Kibe has opened by saying if he sees a married guy in 2025, 'I know there's something wrong with that guy. He has not processed information enough.'","Uh delusion. The society right now does not support marriage. There was a time he did but now he doesn't. I don't think about the things to do with children and culture and what they will get. That's not the mind of a man. What's in the mind of a man? I mean just better yourself every day. The work of raising the kids belongs to the mother. If the father is in the picture, his influence is in that that setup. Then the kids are going to grow well.",No,,,Dating/marriage,,Commentary/reaction content,,"Yes, explicitly",More regressive / traditional / restrictive,No,,,No clear problem is identified,,No clear solution,,Advice/instruction,,Information seeking,Generalizations about men/women,,Presented as common sense,,Mixed,Negative,Positive,No,No,,
KIBE-029,Kibe extends his anti-marriage argument - framing it as something only the wealthy should do,Having wives was for the rich. So make money first. Become rich first and then you can think about marriage because your dad your dad is poor. So how why should marriage be on the top of your list? Your dad is poor. So the best you can do is for your kids. But your dad is poor. That's why you have to do all this hustle because you've started a whole new direction. You're not going your dad's direction. Your dad is poor. You want to become wealthy because your dad is poor.,No,,,Dating/marriage,,Commentary/reaction content,,"Yes, explicitly",More regressive / traditional / restrictive,No,,,No clear problem is identified,,More wealth/status,,Advice/instruction,,Information seeking,No support,,No justification,,Mixed,Negative,Positive,No,No,,
KIBE-035,Kibe explains why he thinks people get married in 2025 - and says the reasons are wrong on both sides,They don't even know why they're getting married. Many of them men think they're getting married so they can have a constant supply of sex. Women are getting married so somebody can pay their rent. So these two people are getting married for the the wrong reasons. Imagine they introduced a child in that mix.,No,,,Dating/marriage,,Commentary/reaction content,,"Yes, explicitly",More regressive / traditional / restrictive,No,,,Women/feminism,,No clear solution,,Advice/instruction,,Information seeking,Generalizations about men/women,,Presented as common sense,,Mixed,Negative,Positive,No,No,,
KIBE-056,Kibe's view of why he can't do business with married men,"You know, Jagero, it's impossible to do business with a married man. It's impossible. Because married men have to go back to his wife to make decisions. So I'm sure you didn't you didn't tell your wife that I was coming today because if you told her, in the morning, she would have given you the Mercedes.",No,,,Dating/marriage; Money/status,,Commentary/reaction content,,"Yes, explicitly",More regressive / traditional / restrictive,No,,,No clear problem is identified,,Assert dominance/control,,Personal story,,Self expression/identity construction,Personal experience,,Anecdotal examples,,Mixed,Negative,Positive,No,No,,
1951568877998965117,https://x.com/amerix/status/1951568877998965117,"Men, Marriage or a long-term relationship is 100% your responsibility. If it turns chaotic or fails, it is your blame. If it grows, it is your responsibility. Don't expect a woman to stabilize it for you. You are the Alpha &amp; Omega. GUARD YOUR FRAME #MasculinitySaturday",No,,,Dating/marriage; Gender issues,,Commentary/reaction content,,"Yes, explicitly",More regressive / traditional / restrictive,No,,,Men’s behavior,,No clear solution,,Advice/instruction,,Information seeking,Facts/statistics,,References data,,Mixed,Negative,Positive,No,No,,
1954158345113174097,https://x.com/amerix/status/1954158345113174097,"Men, I saw a woman say, ""Amerix tells men to avoid women with children, but on the ground, the same men hit on me and I have a child. Amerix is wasting his time."" Foolish woman! Women don't understand that men with high Testosterone are more cunning than them. A man will say he ""likes a woman with her child"" because he wants to slide into her pants. Once she chews her, he disappears and then goes to tell his friends, ""That woman is generous, you can go and have your turn. Just tell her you like her and her child, and you will finger her."" Then it becomes a chain of men inviting each other to pick their share. A serious man can't date a woman with a child. He knows the consequences. It is simps, orbiters and whiteknights that carry the burden of cleaning the mess, — but they also fail. #MasculinitySaturday",No,,,Family/children,,Commentary/reaction content,,"Yes, explicitly",More regressive / traditional / restrictive,No,,,Men’s behavior,,No clear solution,,Personal story,,Self expression/identity construction,Personal experience,,Anecdotal examples,,Mixed,Negative,Positive,No,No,,
1975078851945394590,https://x.com/amerix/status/1975078851945394590,"DON'T SLEEP WITH SOMEONE'S WIFE I have warned you hundreds of times that you should stay away from someone's wife. She might be beautiful and attractive, She could even approach you, But don't fall for the temptation of sleeping with another man's wife. — He will kill you. The man will kill you or will hire hitmen to kill you. — and when they kill you, they will chop off your dick and roast, then throw it to hounds. — He will kill you. The man might be weak, but don't attempt. Don't be mistaken that because he is weak, he will leave it like that. — He will kill you. Don't think all men have a masculine frame to withstand the agony of learning that his wife cheated. Others don't have that grace. — He will kill you. All these sassy women you see online who are married are the most dangerous. Don't move near them. They might convince you that they are divorced, but they are not divorced. Her husband spends thousands of dollars to please her, buy her clothes, and elevate her in the dating market. Her husband will not spare you. — He will kill you. Those with ears, let them listen. Those who think I am a content creator that is your problem. — He will kill you. We shall mourn, write hashtags, and bury you. But you will leave behind a disgraceful legacy, a painful experience and a broken family. #ManDay",Yes,Use of all CAPS,,Dating/marriage,,Commentary/reaction content,,"Yes, explicitly",More regressive / traditional / restrictive,No,,,Men’s behavior,,No clear solution,,Advice/instruction,,Information seeking,Generalizations about men/women,,Presented as common sense,,Positive,Unclear,Unclear,Yes,Yes,Calls for men to follow more traditional gender norms,
1976936284460351491,https://x.com/amerix/status/1976936284460351491,"Men, Let's switch to relationships and dating, Here is a reminder, Don't be quick to date or marry these so-called ""born-again"" women. They are the worst. These ones with salvation quotes all over. Their history will destroy your destiny. Avoid them. #MasculinitySaturday",No,,,Dating/marriage,,Commentary/reaction content,,"Yes, explicitly",More regressive / traditional / restrictive,Yes,Mixed/unclear,,No clear problem is identified,,Assert dominance/control,,Advice/instruction,,Information seeking,Generalizations about men/women,,Presented as common sense,,Mixed,Negative,Positive,Yes,No,,
2035341023287689308,https://x.com/amerix/status/2035341023287689308,"Men, A man doesn't cheat, He expands his territory. A man is territorial. It is women who cheat because they don't own territories. Therefore, don't fear having women in your life. No woman should shame you for having another woman. #MasculinitySaturday",No,,,Dating/marriage,,Commentary/reaction content,,"Yes, explicitly",More regressive / traditional / restrictive,No,,,No clear problem is identified,,Assert dominance/control,,Advice/instruction,,Information seeking,Generalizations about men/women,,Presented as common sense,,Mixed,Negative,Positive,No,No,,
2040414105522065830,https://x.com/amerix/status/2040414105522065830,"Men, While you are busy washing utensils, She is in another man's house, • Cooking his favourite food. • Washing his underwear. • Bending over on the kitchen sink, receiving fire strokes. As you say, ""I love my wife. We are partners."" damn fool! #MasculinitySaturday",No,,,Dating/marriage; Gender issues,,Commentary/reaction content,,"Yes, explicitly",More regressive / traditional / restrictive,No,,,No clear problem is identified,,No clear solution,,Personal story,,Self expression/identity construction,Personal experience,,Anecdotal examples,,Mixed,Negative,Positive,No,No,,
2048016863561441660,https://x.com/amerix/status/2048016863561441660,"Men, A man who wears matching clothes with children, to please children and the wife, Is a CLOWN. You are not the child of the house. You are the MAN, the FATHER, the LEADER, not a clown. Why are you accepting to be henpecked? Refuse. #MasculinitySaturday",No,,,Dating/marriage,,Commentary/reaction content,,"Yes, explicitly",More regressive / traditional / restrictive,No,,,No clear problem is identified,,No clear solution,,Debate/argument,,Information seeking,Generalizations about men/women,,Presented as common sense,,Mixed,Negative,Positive,No,No,,
2048031963504611687,https://x.com/amerix/status/2048031963504611687,"Men, The tears of a betrayed man are powerful. A man who has worked hard to build a family structure only to be betrayed by his wife has painful tears. You may not see them, Because they drip and drop into his stomach. But the severe consequences of these tears are eternal. #MasculinitySaturday",No,,,Dating/marriage,,Commentary/reaction content,,"Yes, explicitly",More regressive / traditional / restrictive,No,,,No clear problem is identified,,Assert dominance/control,,Debate/argument,,Information seeking,Generalizations about men/women,,Presented as common sense,,Mixed,Negative,Positive,No,No,,
1976981658470388103,https://x.com/amerix/status/1976981658470388103,"Men, When a woman posts her luscious photos on social media, — She is not interested in the simps swarming her comment section, She is strategic. She is embedding herself into an algorithm that will market her to the category of men she is eyeing, The simps can comment the much they want, because their comments push her up the algorithms, — but the man who ignores her, is the man she will inbox. This is not bitterness, this is BIOLOGY #MasculinitySaturday",No,,,Gender issues,,Commentary/reaction content,,"Yes, implicitly",More regressive / traditional / restrictive,No,,,No clear problem is identified,,No clear solution,,Debate/argument,,Information seeking,Generalizations about men/women,,Presented as common sense,,Unclear,Negative,Positive,No,No,,
