text,diggCount,replyCommentTotal,createTimeISO,uniqueId,videoWebUrl,uid,cid,avatarThumbnail,source_file,source_text_col,comment_text,comment_text_norm,mode,word_count,has_gender_hint,has_stance_hint,has_experience_hint,has_learning_hint,has_change_hint,has_reinforcement_hint,has_action_hint,has_info_hint,has_identity_hint,keep,keep_reason
going to clubs and events isnt a flex anymore,13,0.0,2025-11-11T16:47:14.000Z,al_ma_da,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7147852897434338310,7571510338848670520,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7c33988d97aab1d47ec9b1b61aa42a5c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9388362d&x-expires=1775620800&x-signature=QnXuS2vDOqs%2BcCPIfj4%2BxIJpvGQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,going to clubs and events isnt a flex anymore,going to clubs and events isnt a flex anymore,v2,9,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
we cannot even stay broke in peace,8,0.0,2025-11-11T16:32:32.000Z,mngenoroy,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7123072884482016261,7571505934036517688,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7123090917694636033~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=03a171f0&x-expires=1775620800&x-signature=CyQuoBLI9m2O1BMnVw8zoYzUpKI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,we cannot even stay broke in peace,we cannot even stay broke in peace,v2,7,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
Mmi nlikuwa natumia 20k a week nikajiita kamkutano kidogo,7,1.0,2025-11-11T18:30:56.000Z,stephenmbura,https://www.tiktok.com/@eddykimani/video/7571404660389465400,6993757231351104518,7571537074214765324,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/0a3dfe6226f4ef9066f5ddbf6beb6e25~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2c242386&x-expires=1775620800&x-signature=G6hnqwmVVvQRuo3alDNNwYs7Wjg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,Mmi nlikuwa natumia 20k a week nikajiita kamkutano kidogo,mmi nlikuwa natumia 20k a week nikajiita kamkutano kidogo,v2,9,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
sio elvoving ni mashida mingi,4,3.0,2025-11-11T22:09:47.000Z,staceyliam743,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7354457605858018310,7571562793490727692,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/46881f64538d1e62eb299d5e1aac1aae~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8e6a7a17&x-expires=1775620800&x-signature=0KOVe4sjYbnjVVqIDapy7HX%2FAqE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,sio elvoving ni mashida mingi,sio elvoving ni mashida mingi,v2,5,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
congratulations big bro for the advise,3,0.0,2025-11-12T12:08:18.000Z,mafabi.joshua1,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7470038600676344848,7571809539230827320,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/c632a04a32e612a56c6e5664e448371a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a944eea4&x-expires=1775620800&x-signature=rfyILqnAn1Lg4KtaIbr7Z1CXpNs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,congratulations big bro for the advise,congratulations big bro for the advise,v2,6,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
Recalibrating for a bigger purpose,4,0.0,2025-11-12T05:41:11.000Z,prince__martin,https://www.tiktok.com/@eddykimani/video/7571404660389465400,6880739509811299334,7571708634020102968,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/a2c24486c8bf3bb414053a57a39f92d8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a1902ef2&x-expires=1775620800&x-signature=nMgUTavVdB8UsEDHh4gT7Y1%2FnxM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,Recalibrating for a bigger purpose,recalibrating for a bigger purpose,v2,5,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
I am very busy being a parent,1,0.0,2025-11-12T18:41:29.000Z,mrvayolence254,https://www.tiktok.com/@eddykimani/video/7571404660389465400,6940910205685679110,7571910864271164171,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/3d4d4129a2457a4985e931e8c3f80e42~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=66e96168&x-expires=1775620800&x-signature=CBRe1RUtUt1bIakqwFivyUYAdTM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,I am very busy being a parent,i am very busy being a parent,v2,7,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
evolution is long term adaptation,3,,2025-11-11T18:07:17.000Z,cyruskimaru,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7239952106676356101,7571530972152791820,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/424eb8d4a087f8cff021b942913e32fc~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=39ff5d37&x-expires=1775620800&x-signature=YEGO3qBVJltaSpD6DwKefGdxi6M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,evolution is long term adaptation,evolution is long term adaptation,v2,5,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
we are in the gym and offices and at home,1,,2025-11-11T18:17:02.000Z,nestobale,https://www.tiktok.com/@eddykimani/video/7571404660389465400,6916480093762667522,7571533486138671928,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/a875ad64f1f7c15cb759e0aae557e3f6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e418e8b5&x-expires=1775620800&x-signature=9nXI83mS19bKSjKIDAkZOffDkPQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,we are in the gym and offices and at home,we are in the gym and offices and at home,v2,10,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
you must be above 30 looking for them but dust has been constant,0,,2025-11-12T18:56:04.000Z,_i_am_mark_ory,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7156414250621338625,7571914250692723512,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/07cbf110d30eb515ebaa27d77ffdab72~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8797d9cb&x-expires=1775620800&x-signature=phCr30RWCr%2FElVD2JnXvcatAECY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,you must be above 30 looking for them but dust has been constant,you must be above 30 looking for them but dust has been constant,v2,13,False,False,True,False,False,False,True,False,False,True,substantive_v2_len
kusota na next month ni Dec wewe ni mgonjwa Ile pesa Iko kwa mattress zao acha tu,0,,2025-11-12T15:38:36.000Z,eyan457,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7164301439693669381,7571862737988846347,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9c0eaca6444d5a5bf04d5d681bd5bcfb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=63b7d769&x-expires=1775620800&x-signature=uPGaxSj0WsYlVb3%2FuC%2BFeky%2BUJw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,kusota na next month ni Dec wewe ni mgonjwa Ile pesa Iko kwa mattress zao acha tu,kusota na next month ni dec wewe ni mgonjwa ile pesa iko kwa mattress zao acha tu,v2,17,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
adaptation to a new change is what we call evolving,0,,2025-11-12T14:26:43.000Z,scimogul,https://www.tiktok.com/@eddykimani/video/7571404660389465400,6895213323143791621,7571844265958834955,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7c8bc12394307d0079ccd6e03468ded3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c3beefab&x-expires=1775620800&x-signature=2p%2B4sETHwH49ND8%2FjwylU952oQU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,adaptation to a new change is what we call evolving,adaptation to a new change is what we call evolving,v2,10,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
Siku moja utaelewa tu for now wewe tumia 20k club cz unabelieve ni kidogo haiwezi invest,10,,2025-11-11T20:21:14.000Z,allanmalala,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7037767172819436549,7571565494323397387,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7278145257890283525~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5e0658f6&x-expires=1775620800&x-signature=dIu%2BZGuNEv2pnI%2FJ3Ri6Bz69xYA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,Siku moja utaelewa tu for now wewe tumia 20k club cz unabelieve ni kidogo haiwezi invest,siku moja utaelewa tu for now wewe tumia 20k club cz unabelieve ni kidogo haiwezi invest,v2,16,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
Id rather save my money in bank than investing in safaricom shares,2,,2025-11-11T22:41:19.000Z,richardmugomaina,https://www.tiktok.com/@eddykimani/video/7571404660389465400,6951396677162189825,7571601566546871051,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/385507f72c1d039d91291f52058e8b04~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0ecce891&x-expires=1775620800&x-signature=KdoYG0D3UiQVjzo9ZnvMgeN2bTU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,Id rather save my money in bank than investing in safaricom shares,id rather save my money in bank than investing in safaricom shares,v2,12,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
how do i do this,0,,2025-11-14T11:33:11.000Z,rotich.wa.magari,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7041277762581496838,7572542228875264824,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/13285b4092715f482fb8f5a3bc35d8b9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b472629a&x-expires=1775620800&x-signature=ByFxfwEOoJkgvd0lgtdyEyT5p18%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,how do i do this,how do i do this,v2,5,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
This improves my elegance in regards to mental stoicism,0,0.0,2025-12-02T05:34:26.000Z,user5415131777165,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7291589970863064070,7579128616890876684,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/3076c872bebb173357a7bfa57321fea7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2b35e2ea&x-expires=1775620800&x-signature=pvfwIP9S3maeQOZjGvQIxJIg43U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,This improves my elegance in regards to mental stoicism,this improves my elegance in regards to mental stoicism,v2,9,True,False,True,False,False,False,False,False,False,True,substantive_v2_len
men or old mens in ur contact list,0,,2025-11-12T13:27:23.000Z,stevepaul862,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7124200471778870298,7571829918326244107,https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/abd61385f7cc55fa779499baa00c0769~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=febe012f&x-expires=1775620800&x-signature=wQ%2Bs5Q%2BcBUzrMamxmnEQ9lWEsFA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,men or old mens in ur contact list,men or old mens in ur contact list,v2,8,True,False,True,False,False,False,False,False,False,True,substantive_v2_len
good pia mimi napenda kuona wanaume wanajituma na kuachana na mapeer preasure,1,,2025-11-11T18:14:59.000Z,dolphine861,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7388241838925579270,7571532938581738296,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/e465a67e6b7ee6e94805baf602c99263~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=11e9e67f&x-expires=1775620800&x-signature=J87RDWCUnLHQCnhir2Moj8eG8rA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,good pia mimi napenda kuona wanaume wanajituma na kuachana na mapeer preasure,good pia mimi napenda kuona wanaume wanajituma na kuachana na mapeer preasure,v2,12,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
buy drinks and listen to their Spotify playlist at home and with much more freedom,1,,2025-11-11T16:19:08.000Z,montage996,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7018582085754962949,7571502417167844108,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7350703439339257861~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=13a4241e&x-expires=1775620800&x-signature=qMCiyAFl4H%2FN3%2FEyRiH6me%2FGOIs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,buy drinks and listen to their Spotify playlist at home and with much more freedom,buy drinks and listen to their spotify playlist at home and with much more freedom,v2,15,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
ok if that suits you,0,,2025-11-13T10:29:44.000Z,booster.mdando,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7499941231292777480,7572155214187545356,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/91c4b013435d82dc43e0652b12178504~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8368ee43&x-expires=1775620800&x-signature=mF0amjFY%2FnbXU%2F7liE97JqVZi%2FY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,ok if that suits you,ok if that suits you,v2,5,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
"sasa who says not
si opinion Ni wenye hawaendi wamesota",0,,2025-11-14T04:32:03.000Z,zyra_mali,https://www.tiktok.com/@eddykimani/video/7571404660389465400,6821986602190685189,7572434023697531659,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/2c115878b304492416fb26cd2dc1158b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a9bb94b8&x-expires=1775620800&x-signature=AJwQdkqH76AYNmiU9F6LgaFoEZs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,"sasa who says not
si opinion Ni wenye hawaendi wamesota",sasa who says not si opinion ni wenye hawaendi wamesota,v2,10,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
na kwani hii ratchet iko kila mahali kwani huna dooh mami,0,,2025-11-12T12:31:45.000Z,_acier,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7024876552185709574,7571815560373011212,https://p16-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/01b89d9ad475cac40b7a1597bdf826dc~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=bdf81ba7&x-expires=1775620800&x-signature=DOn3j1AmA84jnAOz2ucXgwQx%2BH8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,na kwani hii ratchet iko kila mahali kwani huna dooh mami,na kwani hii ratchet iko kila mahali kwani huna dooh mami,v2,11,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
club ni za malaya tupu,0,,2025-11-12T10:09:20.000Z,3brianmackenzie,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7412635090868405254,7571778111541592844,https://p16-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/afd5a0a21245aca55e19485aa5034ad4~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=2bd39d79&x-expires=1775620800&x-signature=KR8U%2FS9nayZr%2FJAWEyTxbPtt6wQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,club ni za malaya tupu,club ni za malaya tupu,v2,5,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
just tell them we are back to God,1,,2025-11-11T20:29:14.000Z,philvic35,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7196343098527106053,7571567539467109132,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/fdc31de6f5c164b3500a492091fb4632~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2135c7da&x-expires=1775620800&x-signature=BBpJLBvoILrFvaOu8TbUYYFPv10%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,just tell them we are back to God,just tell them we are back to god,v2,8,False,False,False,False,False,False,False,False,False,True,substantive_v2_len
from the frying pan onto the fire,12,,2025-11-11T16:09:05.000Z,fichingoj,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7480107971587113992,7571500482939798283,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/0c2bb722d555c7461b294bad7d2b1377~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6e997201&x-expires=1775620800&x-signature=xsdE3%2FTEJZrPPJXrTjUBRHNNhes%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,from the frying pan onto the fire,from the frying pan onto the fire,v2,7,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
Wewe ulienda kanisa zinafollow religion na ndio mingi but for me God helped me to find the right church,0,,2025-11-11T18:15:43.000Z,francisngigi85,https://www.tiktok.com/@eddykimani/video/7571404660389465400,6833238327581230085,7571533149201875768,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/0600d5c446169bf9e2448b9afe008e95~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=18a08a43&x-expires=1775620800&x-signature=U6xB2bKf%2BxMqazL3gOoKxuydv2Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,Wewe ulienda kanisa zinafollow religion na ndio mingi but for me God helped me to find the right church,wewe ulienda kanisa zinafollow religion na ndio mingi but for me god helped me to find the right church,v2,19,False,True,True,False,False,False,False,False,False,True,substantive_v2_len
hata hiyo church utatoka pia,0,,2025-11-11T18:05:28.000Z,vincyhotnumbers,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7101316181222999046,7571529888206684940,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7101317832465448966~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c7daef26&x-expires=1775620800&x-signature=BOs4Y3B3Y4%2BwG51Nsrgrg9%2FqC4s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,hata hiyo church utatoka pia,hata hiyo church utatoka pia,v2,5,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
keep it on we are moving,0,,2025-11-12T03:37:49.000Z,samaquasolution,https://www.tiktok.com/@eddykimani/video/7571404660389465400,6863260704821625861,7571677913210258188,https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/3c44a7bdeb1930812a7bd8646a60cc97~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=db97188c&x-expires=1775620800&x-signature=gMRGAKuqClP6Qu5el7BX3O4RA2I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,keep it on we are moving,keep it on we are moving,v2,6,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
in short you luck wisdom and only when disposed is when wisdom sets in but with pain,0,,2025-11-12T06:03:25.000Z,kiympets,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7090086005139506181,7571714354194875147,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/946540e9d30ecd068aab5ee927ac23a9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ca7cc935&x-expires=1775620800&x-signature=igZ6LkuwfOi66XDgztgoNTN6t1A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,in short you luck wisdom and only when disposed is when wisdom sets in but with pain,in short you luck wisdom and only when disposed is when wisdom sets in but with pain,v2,17,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
Ndio maana amesema kwa caption kama haujaanza please start,0,,2025-11-12T02:31:32.000Z,mc_glenn_254,https://www.tiktok.com/@eddykimani/video/7571404660389465400,6827868546107638789,7571660866685715256,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/f5b37806a3ece6c0c54d892526accf1d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=07c28850&x-expires=1775620800&x-signature=5xQ%2BOgODSyBdgjxNQ3FOBVAjuK4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,Ndio maana amesema kwa caption kama haujaanza please start,ndio maana amesema kwa caption kama haujaanza please start,v2,9,False,False,True,False,False,False,True,False,False,True,substantive_v2_len
They are even receiving Jesus now,2,0.0,2025-11-12T06:38:58.000Z,felixingosi,https://www.tiktok.com/@eddykimani/video/7571404660389465400,6846335542981821445,7571724585546515211,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7b689f8b125dccd444d8a855e698a2c7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=71cfccc7&x-expires=1775620800&x-signature=c2ONXYm0sd69ZC1O1ED28fuNBoQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,They are even receiving Jesus now,they are even receiving jesus now,v2,6,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
i learnt leaving stupidity of clubhouse and churches at 13years in 1983,3,0.0,2025-11-12T05:44:36.000Z,toothtoe,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7250960141163889670,7571709096920433419,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/5adf386cc11d975afc12ebfd1cdfdaa3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a6890d01&x-expires=1775620800&x-signature=YxLljzau5QuF6slHeZ%2F2BTxfRZA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,i learnt leaving stupidity of clubhouse and churches at 13years in 1983,i learnt leaving stupidity of clubhouse and churches at 13years in 1983,v2,12,False,False,True,True,False,False,False,False,False,True,substantive_v2_len
We shifted our focus from building memories to building legacies,2,0.0,2025-11-12T11:00:34.000Z,jayke.254,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7565879891795985464,7571791036718007096,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/d1f693be0946a2cb2f5a2089b59bc423~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0c9aba6f&x-expires=1775620800&x-signature=vlOSRfqAsFx6OKcEB5RdPEBXltM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,We shifted our focus from building memories to building legacies,we shifted our focus from building memories to building legacies,v2,10,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
Stick to one there is no trophy after sleeping with all of them,0,,2025-11-12T07:44:49.000Z,ndanga.edward,https://www.tiktok.com/@eddykimani/video/7571404660389465400,7222217205356807173,7571741605783536395,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/6423069f44fe596023ff08c6d49c2355~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=13f15fa0&x-expires=1775620800&x-signature=jiVjnKPOeCklQalekfyzqK4JlgM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,Stick to one there is no trophy after sleeping with all of them,stick to one there is no trophy after sleeping with all of them,v2,13,False,False,True,False,False,False,False,True,False,True,substantive_v2_len
And that is evolution still,0,,2025-11-12T00:17:11.000Z,eddy_ed24,https://www.tiktok.com/@eddykimani/video/7571404660389465400,6872385457532371974,7571626265007129356,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f0c360c13f5420dc423cd76a66b9b5d6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ec302afb&x-expires=1775620800&x-signature=joKNwYo4WN94OCPElZSdqkpm3Nk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1,Tiktok; Men Are Not Missing. They Are Evolving!.csv.xlsx,text,And that is evolution still,and that is evolution still,v2,5,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
