text,diggCount,replyCommentTotal,createTimeISO,uniqueId,videoWebUrl,uid,cid,avatarThumbnail,source_file,source_text_col,comment_text,comment_text_norm,mode,word_count,has_gender_hint,has_stance_hint,has_experience_hint,has_learning_hint,has_change_hint,has_reinforcement_hint,has_action_hint,has_info_hint,has_identity_hint,keep,keep_reason
former ntv news anchor if aint wrong,3,,2025-07-21T15:08:22.000Z,ismail_trublu,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6888276585617146885,7529550685416686342,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d161088116834c7bfc6ff816cd88d63a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=326efe61&x-expires=1775613600&x-signature=2QnmbW6OcEItzcUqNS0rdArBPwY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,former ntv news anchor if aint wrong,former ntv news anchor if aint wrong,v2,7,False,True,True,False,False,False,False,False,False,True,substantive_v2_signal
hapa uyu alikuwa news anchor wa kitambo,2,,2025-07-23T19:15:58.000Z,ketphine,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7294895837687071749,7530357549720453894,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/3dcabaf053fe92af1126160056705c92~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c6e535cc&x-expires=1775613600&x-signature=7suMWPhsuryNa7Zny8C%2FKKbuIGc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,hapa uyu alikuwa news anchor wa kitambo,hapa uyu alikuwa news anchor wa kitambo,v2,7,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
waambie nyinyi ni wa lini mwambie hii tiktok kwanza itadepress wengi,5,0.0,2025-07-21T00:13:12.000Z,entauwo0,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7257864993947878406,7529321550592344888,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e58088c20a9925e6e1c672f8db34b425~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5a010589&x-expires=1775613600&x-signature=wmatI4x6CN77ZUpfNBx%2FMxeZTq4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,waambie nyinyi ni wa lini mwambie hii tiktok kwanza itadepress wengi,waambie nyinyi ni wa lini mwambie hii tiktok kwanza itadepress wengi,v2,11,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
mimi mwenye sina gari na niko na akili,4,1.0,2025-07-22T11:38:00.000Z,raelimaina405,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7336468648389460997,7529869108247003960,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a0ba0fc385556dd243577b2831d303c2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c23fe08d&x-expires=1775613600&x-signature=URpFVZGhA%2Bsl0uv5e41GtUcOWf4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,mimi mwenye sina gari na niko na akili,mimi mwenye sina gari na niko na akili,v2,8,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
A good advice stay humble ego is loud growth is quiet,12,0.0,2025-07-21T05:19:00.000Z,jacklinekyule555,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7501449982407853064,7529397826204844856,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/21a1622849477df84740791f08f13682~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=74aab6e7&x-expires=1775613600&x-signature=fxVTZMw9Rwq7OBb5skf6XkJd0xc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,A good advice stay humble ego is loud growth is quiet,a good advice stay humble ego is loud growth is quiet,v2,11,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
sijui sisi kama clients tutafikaje kwa job yake ju hatuna magari,11,0.0,2025-07-21T00:23:38.000Z,kuicharles2,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6983383962148307974,7529324239934030597,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/ba95ebeb6a81091c75201579755edd43~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a01c9d77&x-expires=1775613600&x-signature=ZUx%2BOW9jRCM8ROXTvdMZi3mlyS0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,sijui sisi kama clients tutafikaje kwa job yake ju hatuna magari,sijui sisi kama clients tutafikaje kwa job yake ju hatuna magari,v2,11,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
many people have cars and still use matatus,7,0.0,2025-07-20T20:08:47.000Z,forryfae,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6948408912852976645,7529258544207987461,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/12285958f9be8860191baf58b80ee3dd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3c8ecd3f&x-expires=1775613600&x-signature=27eagoA%2B%2FHSgyW65vfwpX%2Fnlu28%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,many people have cars and still use matatus,many people have cars and still use matatus,v2,8,True,False,True,False,False,False,False,False,False,True,substantive_v2_len
I bought her car through auction merc,0,,2025-07-21T17:21:10.000Z,cheapskate3,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6978919049858974725,7529586435592405766,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/075439b1b55b4d17242bb351ccf220c2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=155dfe82&x-expires=1775613600&x-signature=XCtdS2ZIrDMhHkyF98rW6GFFS4U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,I bought her car through auction merc,i bought her car through auction merc,v2,7,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
Must have been a well maintained car with less mileage,0,,2025-07-21T18:58:07.000Z,kizee282,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7223778788260725765,7529611428652778246,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/53765c4abe29ee8508d3e85e5a312d47~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f24ad261&x-expires=1775613600&x-signature=Y%2Bvx92BNjvudS71ZwVHbym20oNM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,Must have been a well maintained car with less mileage,must have been a well maintained car with less mileage,v2,10,False,False,True,False,False,False,True,False,False,True,substantive_v2_len
yeees i rem and by that time my dad was also deported and things change drastically weeeh life humbles people,0,,2025-07-21T06:51:07.000Z,nyar.onyango76,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7364283204680090629,7529424053800043269,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/3f2fc0e3841fb208c7ad79f52cac5310~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8aa5d7a1&x-expires=1775613600&x-signature=PfmfdUVrSwxT8C0AQ5gJfuoipYY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,yeees i rem and by that time my dad was also deported and things change drastically weeeh life humbles people,yeees i rem and by that time my dad was also deported and things change drastically weeeh life humbles people,v2,20,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
people should learn to filter what they say and weigh the pros and cons of whatever it is they say,0,,2025-07-21T11:51:25.000Z,tymeizyusuf,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6835922418814780422,7529501448851489592,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a46ea501def731bfe2f1808c655ed26c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=19aa8a05&x-expires=1775613600&x-signature=qLzU2IV9SITwtCFDB%2Bg1cujed64%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,people should learn to filter what they say and weigh the pros and cons of whatever it is they say,people should learn to filter what they say and weigh the pros and cons of whatever it is they say,v2,20,False,False,True,True,False,False,True,False,False,True,substantive_v2_len
imagine he is dimming his own light,0,,2025-07-21T11:29:34.000Z,tymeizyusuf,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6835922418814780422,7529495832371413765,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a46ea501def731bfe2f1808c655ed26c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=19aa8a05&x-expires=1775613600&x-signature=qLzU2IV9SITwtCFDB%2Bg1cujed64%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,imagine he is dimming his own light,imagine he is dimming his own light,v2,7,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
calling the mum hio ni gaslight,1,,2025-07-21T11:19:55.000Z,mheshi.p.n.n,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7424955373603881989,7529493334047834886,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a31a2eb65c4dd7e2233fd650e44ba2e5~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b913ce32&x-expires=1775613600&x-signature=wCtz4GTJPy%2BToF1%2Fjub%2Fsa5FHCY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,calling the mum hio ni gaslight,calling the mum hio ni gaslight,v2,6,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
walai nikama hana akili huyo jamaa,4,,2025-07-21T02:40:07.000Z,carolcharles44,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6825200310874522629,7529359366006620934,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/98f3360f64580db6c0a093dbec8e6cdd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f19ee88e&x-expires=1775613600&x-signature=D18TyjdhNbAeDjcJD%2FcTZCvxRlw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,walai nikama hana akili huyo jamaa,walai nikama hana akili huyo jamaa,v2,6,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
ataipanda iyo sisi hatupandi magari za wenye wamemake it,1,,2025-07-21T05:04:53.000Z,twinsmama20,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7197773568385451014,7529396652366431032,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/982ee7207a52cf9b358446881c8e7bca~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7b213093&x-expires=1775613600&x-signature=ORQjIWoWcxAjAhEuyW6P3yKvtIo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,ataipanda iyo sisi hatupandi magari za wenye wamemake it,ataipanda iyo sisi hatupandi magari za wenye wamemake it,v2,9,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
how can i like this 20times,3,0.0,2025-07-24T10:15:20.000Z,chibujohns001,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7514570030885995538,7530588689211671302,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/3bba88e7b01e2d384e860e384a08e570~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=398747c3&x-expires=1775613600&x-signature=zO6l842tiL4s5VmQStSoOzfHYRs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,how can i like this 20times,how can i like this 20times,v2,6,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
mi niko na cayenne pepper,0,,2025-07-22T18:05:49.000Z,sambiray27,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7314019295284003845,7529969052610528056,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/456a0d5097e2b3b586d6e68a3fe28096~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=821d8fae&x-expires=1775613600&x-signature=xu0WfcBxiH1HZI%2FdsfSBNWOMndk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,mi niko na cayenne pepper,mi niko na cayenne pepper,v2,5,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
no he is not the one,0,,2025-07-25T05:45:55.000Z,weightloss575,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7328440652147737605,7530891596619875077,https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/6a6204eb981483d08a47ce2c1b60b5fb~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0b206343&x-expires=1775613600&x-signature=oT9lWOfJ7sINOQhUovabXO%2FagyI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,no he is not the one,no he is not the one,v2,6,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
Alikuwa news anchor wa NTV if am not wrong,0,,2025-07-21T19:36:33.000Z,catherinemwakuja,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7148687971259286534,7529620000094683909,https://lh3.googleusercontent.com/a/ALm5wu0ph3TBWAXH_xw-NC9uFrRRGXaCaLweF992XV5y=s300-c,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,Alikuwa news anchor wa NTV if am not wrong,alikuwa news anchor wa ntv if am not wrong,v2,9,False,True,True,False,False,False,False,False,False,True,substantive_v2_len
hapa watu hawajui blueband cow boy kimbo zilikuwa za mikebe,0,,2025-07-21T17:08:20.000Z,ramso29,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6952463482022315014,7529583120674571013,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f0314aeb9e00a85173116e2ca3df09a9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=01695210&x-expires=1775613600&x-signature=Q4HgT1mlBXpZsbEb4nqkcfj0sQ8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,hapa watu hawajui blueband cow boy kimbo zilikuwa za mikebe,hapa watu hawajui blueband cow boy kimbo zilikuwa za mikebe,v2,10,True,False,True,False,False,False,False,False,False,True,substantive_v2_len
alisema wanatolea bra kwa gari,0,,2025-07-22T11:38:32.000Z,raelimaina405,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7336468648389460997,7529869231673459462,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/a0ba0fc385556dd243577b2831d303c2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=057b7127&x-expires=1775613600&x-signature=NPFVfNCNn9TLMQykrlJuvXMYmiI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,alisema wanatolea bra kwa gari,alisema wanatolea bra kwa gari,v2,5,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
Your dreams are valid mkuu,6,,2025-07-21T05:38:12.000Z,mnaash1,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6859779145184297990,7529405303860888328,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/6217b7ba58e1a64ecc2bb0655490550e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8f260642&x-expires=1775613600&x-signature=NT92UQUPbWipUlH2sKRVUjdl0ng%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,Your dreams are valid mkuu,your dreams are valid mkuu,v2,5,False,True,True,False,False,False,False,False,False,True,substantive_v2_signal
mimi ata school fees sina wacha gari,3,0.0,2025-07-21T07:28:20.000Z,user9437853242081,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6779925763652682758,7529432109350634245,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/be5c18f8048b582107915d0deaed572b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8ce607d5&x-expires=1775613600&x-signature=mmxeO09vbWhlWlkW4J0mTCDSONE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,mimi ata school fees sina wacha gari,mimi ata school fees sina wacha gari,v2,7,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
I own 5 matatus but i still use the same mode of transport,4,0.0,2025-07-22T19:34:04.000Z,user4261988188045,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7058882633795830785,7529991791085945606,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/40d43e11e0825f67c0f7789f0215332a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8deb8454&x-expires=1775613600&x-signature=qBl7OX7VSj9PW%2BEMxuo1dbIj%2Buc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,I own 5 matatus but i still use the same mode of transport,i own 5 matatus but i still use the same mode of transport,v2,13,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
This is a million dollar advice,4,0.0,2025-07-23T00:14:10.000Z,hermankamariki,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6814540857539838981,7530063936605274886,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9fb42be9e3b3166179b5ba73924b7c3e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a5b5a293&x-expires=1775613600&x-signature=2Dj8t8qHDryfD4HLjh4%2FuaPHDnw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,This is a million dollar advice,this is a million dollar advice,v2,6,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
Amepata pesa Ako poa enjoying life,3,0.0,2025-07-21T12:24:34.000Z,queenphyll8,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7495105572744774663,7529509998029488952,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/6cc202928ea4df4110ed6aff18e32638~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=242fc266&x-expires=1775613600&x-signature=ncuYeefMzFr342FYaN8ur99sxGM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,Amepata pesa Ako poa enjoying life,amepata pesa ako poa enjoying life,v2,6,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
wisdom is better than gold and silver,3,0.0,2025-07-21T20:41:28.000Z,kevinkinyanjui391gmail.2,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7007804930597831685,7529636697703007032,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/e912db943328dc4fb231025ec6dee15e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=eb3ba901&x-expires=1775613600&x-signature=LRVqOCLT7ajDmPlof6BAuLSlZEk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,wisdom is better than gold and silver,wisdom is better than gold and silver,v2,7,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
im 23 sina hata mia watu wanaongelelea gari mangai,4,0.0,2025-07-21T05:19:50.000Z,cryptovegas0,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7354014153608922117,7529400469963719480,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9f96b9cf7debe54fc71d636d7d14d28f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e8089c18&x-expires=1775613600&x-signature=LhriaKLOWjUX1CoCLK2nJMijoBY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,im 23 sina hata mia watu wanaongelelea gari mangai,im 23 sina hata mia watu wanaongelelea gari mangai,v2,9,True,False,True,False,False,False,False,False,False,True,substantive_v2_len
huyo atafunzwa na ulimwengu cz mamake seems to have missed kumfunza,4,0.0,2025-07-21T04:05:05.000Z,judyjack20,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6786666229254128646,7529381247941886725,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/132d7e444608b3a4167c72471babcda9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b45bed4e&x-expires=1775613600&x-signature=oX%2Bx%2Befl8Dp1zI8T68QabYppDV4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,huyo atafunzwa na ulimwengu cz mamake seems to have missed kumfunza,huyo atafunzwa na ulimwengu cz mamake seems to have missed kumfunza,v2,11,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
My first time to hear wise talk today on TikTok thanks you,2,0.0,2025-07-22T05:18:23.000Z,odur63,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7474871367888798726,7529769134277411640,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/b7586b5088ec919f6444dfabd763da87~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d96f7cf7&x-expires=1775613600&x-signature=oe9B3yTRhIiGrgkH1oSKRXQFEEk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,My first time to hear wise talk today on TikTok thanks you,my first time to hear wise talk today on tiktok thanks you,v2,12,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
thank for your advice I have crossed to a new stage for the sake of this,3,0.0,2025-07-21T17:52:44.000Z,godgrace121,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7457582297404261382,7529594579294716678,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7cabfd02cbb6bae400a2a0d0c991cfc2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2cade45b&x-expires=1775613600&x-signature=PpTk5ZKIfD7nBhsPwgDTlczcbKo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,thank for your advice I have crossed to a new stage for the sake of this,thank for your advice i have crossed to a new stage for the sake of this,v2,16,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
"imagine pia Mimi humshangaa Sana
I used to have my nails and eyebrows done at his place when he was just starting the business",4,,2025-07-21T03:28:06.000Z,naserian107,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6860928862597219333,7529371742302044933,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/db34235925cdeb1cc3a9e35fcbc4c769~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=53926ac5&x-expires=1775613600&x-signature=WAp2iEkMfsrnWYGxiQaerKbB7eI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,"imagine pia Mimi humshangaa Sana
I used to have my nails and eyebrows done at his place when he was just starting the business",imagine pia mimi humshangaa sana i used to have my nails and eyebrows done at his place when he was just starting the business,v2,24,False,False,True,False,False,False,True,False,False,True,substantive_v2_len
life is not a straight line very true,2,0.0,2025-07-21T08:30:24.000Z,carolkyengo,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7023679172611834885,7529447691580359430,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/0de900ab00c39711068381c72925721f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d572045f&x-expires=1775613600&x-signature=m0uycbgYkG%2BmCVXjWVI0Xos4kqY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,life is not a straight line very true,life is not a straight line very true,v2,8,False,True,True,False,False,False,False,False,False,True,substantive_v2_len
Masikini akipata matako hulia mbwata,3,0.0,2025-07-21T03:14:38.000Z,rashiibbe1629,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6648633288986066949,7529368265857319686,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7329841771590975494~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1cc9b3cb&x-expires=1775613600&x-signature=MKX5A8SeqC3m2gBrH%2Bk%2Bj2cyVsY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,Masikini akipata matako hulia mbwata,masikini akipata matako hulia mbwata,v2,5,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
Guys should realize material things are all vanity you better have just good health,2,0.0,2025-07-21T07:33:55.000Z,paolodesouza50,https://www.tiktok.com/@eddykimani/video/7529240986954861829,6978541842250105857,7529433334335177528,https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b620baca&x-expires=1775613600&x-signature=qgVCaI4djaETyYJNwRjg%2FaqMc6A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,Guys should realize material things are all vanity you better have just good health,guys should realize material things are all vanity you better have just good health,v2,14,False,False,True,False,False,False,True,False,False,True,substantive_v2_len
some of people think about cars other think about houses and some of people hate cars like me i like matatu and am past 35 i like money in my pocket,2,1.0,2025-07-21T08:11:08.000Z,user8716515501430,https://www.tiktok.com/@eddykimani/video/7529240986954861829,7023483008045466630,7529442562529805062,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/bdb7c2f45918228152f349295421ed7e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9b3ee8a3&x-expires=1775613600&x-signature=FgckjTIScXWCRdgiCqCUXSaS8dQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Tiktok; Young man who thinks it's a shame not having a car at 35.xlsx,text,some of people think about cars other think about houses and some of people hate cars like me i like matatu and am past 35 i like money in my pocket,some of people think about cars other think about houses and some of people hate cars like me i like matatu and am past 35 i like money in my pocket,v2,31,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
