Content ID,Human_Q1,LLM_Q1,Exact_Q1,Human_Q1A,LLM_Q1A,Exact_Q1A,Jaccard_Q1A,Human_Q2,LLM_Q2,Exact_Q2,Jaccard_Q2,Human_Q3,LLM_Q3,Exact_Q3,Human_Q4,LLM_Q4,Exact_Q4,Human_Q5,LLM_Q5,Exact_Q5,Human_Q6,LLM_Q6,Exact_Q6,Human_Q7,LLM_Q7,Exact_Q7,Jaccard_Q7,Human_Q8,LLM_Q8,Exact_Q8,Jaccard_Q8,Human_Q9,LLM_Q9,Exact_Q9,Jaccard_Q9,Human_Q10,LLM_Q10,Exact_Q10,Jaccard_Q10,Human_Q11,LLM_Q11,Exact_Q11,Jaccard_Q11,Human_Q12,LLM_Q12,Exact_Q12,Human_Q13,LLM_Q13,Exact_Q13,Human_Q14,LLM_Q14,Exact_Q14,Human_Q15,LLM_Q15,Exact_Q15,Human_Q16,LLM_Q16,Exact_Q16,Human_Q17,LLM_Q17,Exact_Q17,Human_Q18,LLM_Q18,Exact_Q18,Human_Q18A,LLM_Q18A,Exact_Q18A,Jaccard_Q18A
2048016863561441660,No,Yes,0,,Use of all CAPS,0,0.000000,Dating / Marriage,"Dating/marriage; Family/children; Gender issues, e.g. equality",0,0.000000,Commentary Content,Motivational/self-help content,0,"Yes, explicitly","Yes, explicitly",1,More regressive,More regressive/traditional/restrictive,0,NO,Yes,0,,Men need to dominate/lead,0,0.000000,Women / Women's Behavior,Men’s behavior; Women/feminism,0,0.000000,No clear solution,No clear solution,1,1.000000,Debate / Argument,Advice/instruction; Debate/argument,0,0.000000,None of these apply,Connection/social interaction; Information seeking; Self expression/identity construction,0,0.000000,Generalizations about women,Stories about men/women,0,No Justification,No Justification,1,Mixed,Mixed,1,Negative,Negative,1,Positive,Mixed,0,No,No,1,NO,NO,1,,,,
2048024608431804592,Yes,Yes,1,Other,Use of all CAPS,0,0.000000,Dating/marriage; Family/children; Religion/morality,"Dating/marriage; Family/children; Gender issues, e.g. equality; Mental health; Religion/morality",0,0.600000,"Motivational/self-help content, Commentary/reaction content",Motivational/self-help content,0,"Yes, explicitly","Yes, explicitly",1,More regressive/traditional/restrictive,More regressive/traditional/restrictive,1,Yes,Yes,1,Men need to dominate/lead; Men need to provide/succeed; Other,Men need to provide/succeed,0,0.333333,Other; Women/feminism,Mental health/emotional struggle; Men’s behavior; Women/feminism,0,0.250000,Assert dominance/control; Other,More wealth/status,0,0.000000,Advice/instruction; Commentary/opinion; Motivational speech,Advice/instruction; Commentary/opinion; Debate/argument,0,0.500000,Self expression/identity construction; Status seeking,Connection/social interaction; Information seeking; Self expression/identity construction; Status seeking,0,0.500000,"Moral/religious claims, Generalizations about men/women",Mixed,0,"Presented as common sense, References religion/tradition","Presented as common sense, References religion/tradition",1,Positive,Mixed,0,Negative,Negative,1,Positive,Mixed,0,Yes,Yes,1,Yes,NO,0,Calls for men to follow more traditional gender norms; Calls for women to follow more traditional gender norms; Other,,0,0.000000
2048031963504611687,No,Yes,0,,Other,0,0.000000,Dating / Marriage,"Dating/marriage; Family/children; Gender issues, e.g. equality; Mental health",0,0.000000,Commentary Content,Motivational/self-help content,0,"Yes, explicitly","Yes, explicitly",1,More regressive,More regressive/traditional/restrictive,0,NO,Unclear,0,,Mixed/unclear,0,0.000000,Women / Women's Behavior,Mental health/emotional struggle; Men’s behavior; Women/feminism,0,0.000000,Assert dominance / control,No clear solution,0,0.000000,Debate / Argument,Advice/instruction; Commentary/opinion; Debate/argument,0,0.000000,None of these apply,Connection/social interaction; Information seeking; Self expression/identity construction,0,0.000000,Generalizations about women,Stories about men/women,0,No Justification,No Justification,1,Mixed,Mixed,1,Negative,Negative,1,Positive,Mixed,0,No,No,1,NO,NO,1,,,,
2048054872243618116,No,Yes,0,,Other,0,0.000000,Dating/marriage; Family/children,"Dating/marriage; Family/children; Gender issues, e.g. equality; Mental health; Money/status",0,0.400000,Motivational/self-help content,Motivational/self-help content,1,"Yes, implicitly","Yes, explicitly",0,Mixed/unclear,More regressive/traditional/restrictive,0,NO,Yes,0,Not applicable,Men need to provide/succeed,0,0.000000,Men’s behavior; Women/feminism,Economic/status pressure; Mental health/emotional struggle; Men’s behavior,0,0.250000,Other,No clear solution,0,0.000000,Advice/instruction,Advice/instruction; Commentary/opinion; Debate/argument; Personal story,0,0.250000,Information seeking,Connection/social interaction; Self expression/identity construction,0,0.000000,No support,Mixed,0,Anecdotal examples,"Anecdotal examples, Presented as common sense",0,Mixed,Mixed,1,Negative,Negative,1,Not mentioned,Mixed,0,No,Yes,0,Yes,NO,0,Other,,0,0.000000
2048821238248669312,No,No,1,,,,,Gender issues; social issues,"Dating/marriage; Gender issues, e.g. equality; Mental health; Money/status; Social issues, e.g. corruption",0,0.000000,Commentary/reaction content,Commentary/reaction content,1,Yes,"Yes, explicitly",0,More regressive/traditional/restrictive,Mixed/unclear,0,Yes,Yes,1,Other,Men are disadvantaged/victims; Men need to improve themselves; Men need to provide/succeed,0,0.000000,Global political/social/cultural problems,Economic/status pressure; Global political/social/cultural problems; Kenyan or Nigerian political/social problems; Mental health/emotional struggle,0,0.250000,More equality/respect for men,More self-discipline/fitness; Social or political change,0,0.000000,Advice/instruction; Commentary/opinion,Advice/instruction; Commentary/opinion; Personal story,0,0.666667,Information seeking,Connection/social interaction; Entertainment/escapism,0,0.000000,Mixed,Mixed,1,Anecdotal examples,No Justification,0,Negative,Mixed,0,Not mentioned,Not mentioned,1,Not mentioned,Neutral,0,Somewhat,Yes,0,Yes,Yes,1,Other,Calls for politicians or social figures to do something,0,0.000000
EDDY-001,No,No,1,,,,,Family/children; Mental health; Money/status,Friends/socializing; Mental health,0,0.250000,"Interview/conversational content, Motivational/self-help content",Interview/conversational content,0,"Yes, implicitly",No,0,More progressive/equitable/expansive,Does not address masculinity or gender norms,0,NO,Not applicable,0,Mixed/unclear,Not applicable,0,0.000000,Economic/status pressure; Mental health/emotional struggle,Mental health/emotional struggle,0,0.500000,No clear solution,No clear solution,1,1.000000,Personal story,Debate/argument; Personal story,0,0.500000,Connection/social interaction; Self expression/identity construction,Connection/social interaction,0,0.500000,Personal experience,Personal experience,1,Anecdotal examples,Anecdotal examples,1,Unclear,Mixed,0,Unclear,Neutral,0,Unclear,Neutral,0,No,Somewhat,0,NO,NO,1,,,,
EDDY-002,No,No,1,,,,,Dating/marriage; Money/status,"Dating/marriage; Family/children; Gender issues, e.g. equality; Money/status",0,0.500000,Interview/conversational content,Interview/conversational content,1,"Yes, implicitly","Yes, explicitly",0,Mixed/unclear,More progressive/equitable/expansive,0,NO,Yes,0,Not applicable,Men need to improve themselves; Men need to provide/succeed,0,0.000000,Economic/status pressure,Economic/status pressure; Men’s behavior; Women/feminism,0,0.333333,No clear solution,More emotional growth/healing; More wealth/status,0,0.000000,Personal story,Debate/argument; Personal story,0,0.500000,Connection/social interaction; Information seeking,None of these apply,0,0.000000,Personal experience,Mixed,0,Anecdotal examples,Anecdotal examples,1,Unclear,Mixed,0,Unclear,Neutral,0,Unclear,Mixed,0,No,Yes,0,NO,Yes,0,,Calls for men to follow more equitable gender norms,0,0.000000
EDDY-003,No,No,1,,,,,Dating/marriage,"Dating/marriage; Family/children; Gender issues, e.g. equality; Mental health; Money/status",0,0.200000,Commentary/reaction content,Interview/conversational content,0,"Yes, explicitly","Yes, explicitly",1,More progressive/equitable/expansive,More progressive/equitable/expansive,1,Yes,Yes,1,Men need to be emotionally open,Men need to be emotionally open; Men need to be equal partners; Men need to provide/succeed,0,0.333333,Men's behavior,Economic/status pressure; Mental health/emotional struggle; Men’s behavior,0,0.000000,More emotional growth/healing,More emotional growth/healing,1,1.000000,Advice/instruction,Advice/instruction; Commentary/opinion; Debate/argument; Motivational speech; Personal story,0,0.200000,Information seeking,Connection/social interaction; Information seeking; Self expression/identity construction; Status seeking,0,0.250000,Generalizations about men/women,Mixed,0,Presented as common sense,No Justification,0,Positive,Positive,1,Not mentioned,Neutral,0,Unclear,Mixed,0,No,No,1,Yes,Yes,1,Other,Calls for men to follow more equitable gender norms,0,0.000000
EDDY-005,No,No,1,,,,,Family/children,Family/children; Mental health,0,0.500000,Motivational/self-help content,Interview/conversational content,0,"Yes, implicitly","Yes, explicitly",0,More progressive/equitable/expansive,More progressive/equitable/expansive,1,Yes,Yes,1,Men need to improve themselves; Other,Men need to improve themselves,0,0.500000,Mental health/emotional struggle,Mental health/emotional struggle; Men’s behavior,0,0.500000,More emotional growth/healing; Other,No clear solution,0,0.000000,Advice/instruction; Personal story,Advice/instruction; Motivational speech; Personal story,0,0.666667,Connection/social interaction; Information seeking; Self expression/identity construction,Connection/social interaction; Information seeking; Self expression/identity construction,1,1.000000,Personal experience,Mixed,0,Anecdotal examples,Anecdotal examples,1,Unclear,Positive,0,Not mentioned,Positive,0,Negative,Mixed,0,No,Somewhat,0,NO,NO,1,,,,
EDDY-011,No,No,1,,,,,Dating/marriage,"Gender issues, e.g. equality",0,0.000000,Interview/conversational content,Interview/conversational content,1,"Yes, implicitly","Yes, explicitly",0,Mixed/unclear,More progressive/equitable/expansive,0,NO,Yes,0,Not applicable,Men need to dominate/lead; Men need to improve themselves,0,0.000000,Men's behavior,Mental health/emotional struggle; Men’s behavior,0,0.000000,No clear solution,More emotional growth/healing,0,0.000000,Personal story,Debate/argument; Personal story,0,0.500000,Information seeking,Connection/social interaction,0,0.000000,Personal experience,Personal experience,1,Anecdotal examples,Anecdotal examples,1,Neutral,Mixed,0,Not mentioned,Neutral,0,Unclear,Neutral,0,No,Somewhat,0,NO,NO,1,,,,
EDDY-012,No,No,1,,,,,Mental health,"Family/children; Gender issues, e.g. equality",0,0.000000,Commentary / Conversational Content,Interview/conversational content,0,"Yes, implicitly","Yes, explicitly",0,More regressive,More progressive/equitable/expansive,0,NO,Unclear,0,,Mixed/unclear,0,0.000000,Mental Health / Kenyan Cultural Problems,Men’s behavior,0,0.000000,No clear solution,No clear solution,1,1.000000,Personal story,Commentary/opinion; Debate/argument; Personal story,0,0.333333,None of these apply,Connection/social interaction; Information seeking; Self expression/identity construction,0,0.000000,Personal experience,Personal experience,1,Anecdotal examples,Anecdotal examples,1,Positive,Mixed,0,Unclear,Neutral,0,Negative,Negative,1,No,Somewhat,0,NO,NO,1,,,,
EDDY-016,Yes,No,0,Shares something surprising,,0,0.000000,"Gender issues, e.g. equality; Mental health","Gender issues, e.g. equality; Mental health",1,1.000000,Commentary/reaction content,Interview/conversational content,0,"Yes, explicitly","Yes, explicitly",1,More progressive/equitable/expansive,More progressive/equitable/expansive,1,Yes,Unclear,0,Men need to be emotionally open,Mixed/unclear,0,0.000000,Mental health/emotional struggle,Global political/social/cultural problems; Mental health/emotional struggle,0,0.500000,More emotional growth/healing,No clear solution,0,0.000000,Advice/instruction; Commentary/opinion,Personal story,0,0.000000,Connection/social interaction; Information seeking; Self expression/identity construction,Connection/social interaction; Information seeking,0,0.666667,Cultural/social observations,Mixed,0,Presented as common sense,No Justification,0,Neutral,Mixed,0,Not mentioned,Neutral,0,Negative,Neutral,0,No,No,1,Yes,NO,0,Calls for men to follow more equitable gender norms,,0,0.000000
EDDY-017,No,No,1,,,,,Mental health,Money/status,0,0.000000,Motivational/self-help content,Interview/conversational content,0,"Yes, implicitly",No,0,More progressive/equitable/expansive,Does not address masculinity or gender norms,0,Yes,Not applicable,0,Other,Not applicable,0,0.000000,Men's behavior,Economic/status pressure,0,0.000000,More emotional growth/healing; Other,No clear solution,0,0.000000,Advice/instruction,Advice/instruction; Personal story,0,0.500000,Connection/social interaction; Information seeking; Self expression/identity construction,Connection/social interaction; Status seeking,0,0.250000,No support,Personal experience,0,No Justification,No Justification,1,Neutral,Mixed,0,Not mentioned,Neutral,0,Negative,Neutral,0,No,No,1,Yes,NO,0,Calls for men to follow more equitable gender norms,,0,0.000000
EDDY-018,No,No,1,,,,,Mental health,"Gender issues, e.g. equality",0,0.000000,Interview/conversational content,Interview/conversational content,1,"Yes, implicitly",No,0,More regressive/traditional/restrictive,Does not address masculinity or gender norms,0,NO,Not applicable,0,Not applicable,Not applicable,1,1.000000,Men's behavior,No clear problem is identified,0,0.000000,No clear solution,No clear solution,1,1.000000,Commentary/opinion,Commentary/opinion; Debate/argument; Personal story,0,0.333333,Information seeking,Information seeking,1,1.000000,Mixed,Personal experience,0,Presented as common sense,No Justification,0,Neutral,Mixed,0,Not mentioned,Neutral,0,Unclear,Neutral,0,No,No,1,NO,NO,1,,,,
EDDY-020,No,No,1,,,,,Mental health,"Gender issues, e.g. equality; Mental health",0,0.500000,Interview/conversational content,Interview/conversational content,1,"Yes, implicitly","Yes, explicitly",0,More progressive/equitable/expansive,More progressive/equitable/expansive,1,NO,Yes,0,,Men need to be emotionally open; Men need to improve themselves,0,0.000000,Mental health/emotional struggle,Mental health/emotional struggle,1,1.000000,Building community; Other,More emotional growth/healing,0,0.000000,Personal story,Commentary/opinion; Debate/argument; Personal story,0,0.333333,Information seeking; Self expression/identity construction,Connection/social interaction; Information seeking,0,0.333333,"Personal experience, Cultural/social observations",Personal experience,0,Anecdotal examples,Anecdotal examples,1,Positive,Positive,1,Not mentioned,Neutral,0,Unclear,Neutral,0,No,Somewhat,0,NO,Yes,0,,Calls for men to follow more equitable gender norms,0,0.000000
EDDY-023,No,No,1,,,,,Friends/socializing,Friends/socializing; Mental health,0,0.500000,"Interview/conversational content, Motivational/self-help content",Interview/conversational content,0,No,No,1,More progressive/equitable/expansive,Does not address masculinity or gender norms,0,NO,Not applicable,0,,Not applicable,0,0.000000,,No clear problem is identified,0,0.000000,No clear solution,More emotional growth/healing,0,0.000000,Advice/instruction,Advice/instruction; Commentary/opinion; Debate/argument; Personal story,0,0.250000,Connection/social interaction; Information seeking; Self expression/identity construction,Connection/social interaction,0,0.333333,No support,Personal experience,0,Presented as common sense,Anecdotal examples,0,Neutral,Positive,0,Not mentioned,Neutral,0,Negative,Neutral,0,No,No,1,NO,NO,1,,,,
EDDY-025,No,No,1,,,,,Dating/marriage; Money/status,"Dating/marriage; Family/children; Gender issues, e.g. equality; Mental health; Money/status",0,0.400000,Interview/conversational content,Interview/conversational content,1,"Yes, explicitly","Yes, explicitly",1,More progressive/equitable/expansive,More progressive/equitable/expansive,1,NO,Yes,0,Not applicable,Men are disadvantaged/victims; Men need to be emotionally open; Men need to dominate/lead; Men need to provide/succeed,0,0.000000,Economic/status pressure,Economic/status pressure; Kenyan or Nigerian political/social problems; Men’s behavior,0,0.333333,More emotional growth/healing,More emotional growth/healing; More wealth/status; Social or political change,0,0.333333,Personal story,Commentary/opinion; Personal story,0,0.500000,Information seeking,Connection/social interaction; Information seeking; Self expression/identity construction,0,0.333333,Personal experience,Mixed,0,Anecdotal examples,"Anecdotal examples, Presented as common sense",0,Positive,Mixed,0,Not mentioned,Neutral,0,Negative,Mixed,0,No,Somewhat,0,NO,NO,1,,,,
EDDY-027,No,Yes,0,,Shares something surprising,0,0.000000,"Friends/socializing; Gender issues, e.g. equality; Mental health","Gender issues, e.g. equality; Mental health; Social issues, e.g. corruption",0,0.500000,Interview/conversational content,Interview/conversational content,1,"Yes, explicitly","Yes, explicitly",1,More progressive/equitable/expansive,More progressive/equitable/expansive,1,Yes,Unclear,0,Men need to be emotionally open,Mixed/unclear,0,0.000000,Kenyan or Nigerian political/social problems; Mental health/emotional struggle; Men’s behavior,Kenyan or Nigerian political/social problems; Mental health/emotional struggle; Men’s behavior,1,1.000000,More emotional growth/healing,Social or political change,0,0.000000,Advice/instruction; Commentary/opinion,Advice/instruction; Commentary/opinion; Debate/argument; Personal story,0,0.500000,Connection/social interaction; Information seeking; Self expression/identity construction,Connection/social interaction; Information seeking; Self expression/identity construction,1,1.000000,"Cultural/social observations, Generalizations about men/women",Mixed,0,"Anecdotal examples, Presented as common sense",Presented as common sense,0,Positive,Mixed,0,Not mentioned,Neutral,0,Negative,Neutral,0,No,No,1,NO,NO,1,,,,
EDDY-028,Yes,Yes,1,Shares something surprising,Shares something surprising,1,1.000000,"Gender issues, e.g. equality; Mental health","Gender issues, e.g. equality",0,0.500000,Commentary/reaction content,Interview/conversational content,0,"Yes, explicitly","Yes, explicitly",1,More progressive/equitable/expansive,More progressive/equitable/expansive,1,Yes,Unclear,0,Men need to be emotionally open; Men need to be equal partners,Mixed/unclear,0,0.000000,Mental health/emotional struggle,Men’s behavior; Women/feminism,0,0.000000,More emotional growth/healing; More equality/respect for women,No clear solution,0,0.000000,Advice/instruction; Commentary/opinion,Advice/instruction; Commentary/opinion; Debate/argument; Personal story,0,0.500000,Connection/social interaction; Information seeking; Self expression/identity construction,Connection/social interaction; Information seeking; Self expression/identity construction,1,1.000000,Cultural/social observations,Mixed,0,Presented as common sense,Presented as common sense,1,Mixed,Positive,0,Positive,Mixed,0,Negative,Neutral,0,No,No,1,Yes,NO,0,Calls for men to follow more equitable gender norms,,0,0.000000
EDDY-029,No,No,1,,,,,Dating/marriage; Mental health,Dating/marriage; Mental health; Money/status,0,0.666667,Interview/conversational content,Interview/conversational content,1,"Yes, implicitly","Yes, explicitly",0,Mixed/unclear,More progressive/equitable/expansive,0,NO,Yes,0,Not applicable,Men need to be emotionally open; Men need to provide/succeed,0,0.000000,Mental health/emotional struggle,Economic/status pressure; Men’s behavior; Women/feminism,0,0.000000,More emotional growth/healing,More emotional growth/healing; More wealth/status,0,0.500000,Commentary/opinion,Commentary/opinion; Debate/argument; Personal story,0,0.333333,Information seeking,Information seeking; Self expression/identity construction; Status seeking,0,0.333333,Stories about men/women,Mixed,0,Anecdotal examples,Anecdotal examples,1,Mixed,Positive,0,Positive,Positive,1,Unclear,Mixed,0,No,Somewhat,0,NO,Yes,0,,Calls for men to follow more equitable gender norms,0,0.000000
EDDY-031,Yes,No,0,Shares something surprising,,0,0.000000,"Family/children; Gender issues, e.g. equality; Mental health","Family/children; Gender issues, e.g. equality; Social issues, e.g. corruption",0,0.500000,Motivational/self-help content,Interview/conversational content,0,"Yes, explicitly","Yes, explicitly",1,Mixed/unclear,More progressive/equitable/expansive,0,Yes,Unclear,0,Men need to be emotionally open; Men need to improve themselves; Men need to provide/succeed,Mixed/unclear,0,0.000000,Mental health/emotional struggle,Kenyan or Nigerian political/social problems; Men’s behavior,0,0.000000,Building community; More emotional growth/healing; More self-discipline/fitness,Social or political change,0,0.000000,Motivational speech; Personal story,Commentary/opinion; Debate/argument; Motivational speech; Personal story,0,0.500000,Connection/social interaction; Self expression/identity construction,Information seeking; Self expression/identity construction; Status seeking,0,0.250000,Personal experience,Mixed,0,Anecdotal examples,Anecdotal examples,1,Positive,Positive,1,Not mentioned,Neutral,0,Unclear,Mixed,0,No,No,1,NO,NO,1,,,,
EDDY-032,No,No,1,,,,,"Gender issues, e.g. equality; Mental health","Gender issues, e.g. equality; Mental health; Money/status; Social issues, e.g. corruption",0,0.500000,Interview/conversational content,Interview/conversational content,1,"Yes, explicitly","Yes, explicitly",1,More progressive/equitable/expansive,More progressive/equitable/expansive,1,Yes,Yes,1,Men need to be emotionally open,Men need to be fully self-reliant; Men need to not show emotions; Men need to provide/succeed,0,0.000000,Mental health/emotional struggle,Economic/status pressure; Kenyan or Nigerian political/social problems; Men’s behavior,0,0.000000,More emotional growth/healing,More emotional growth/healing; More wealth/status; Social or political change,0,0.333333,Advice/instruction; Commentary/opinion,Advice/instruction; Commentary/opinion; Motivational speech; Personal story,0,0.500000,Connection/social interaction; Information seeking; Self expression/identity construction,Connection/social interaction; Information seeking; Self expression/identity construction; Status seeking,0,0.750000,"Cultural/social observations, Generalizations about men/women",Mixed,0,Presented as common sense,Anecdotal examples,0,Positive,Positive,1,Not mentioned,Neutral,0,Negative,Neutral,0,No,No,1,NO,NO,1,,,,
EDDY-034,No,No,1,,,,,Mental health,"Gender issues, e.g. equality; Mental health",0,0.500000,Commentary / Conversational Content,Interview/conversational content,0,"Yes, explicitly","Yes, explicitly",1,More regressive,More progressive/equitable/expansive,0,NO,Unclear,0,,Mixed/unclear,0,0.000000,Mental Health / Kenyan Cultural Problems,Kenyan or Nigerian political/social problems; Men’s behavior,0,0.000000,No clear solution,More emotional growth/healing; Social or political change,0,0.000000,Commentary,Advice/instruction; Commentary/opinion; Personal story,0,0.000000,Identity Construction,Connection/social interaction; Information seeking,0,0.000000,Facts / Statistics,Mixed,0,No Justification,Anecdotal examples,0,Positive,Positive,1,Unclear,Mixed,0,Negative,Neutral,0,No,No,1,NO,NO,1,,,,
EDDY-035,No,No,1,,,,,Mental health; Other,"Gender issues, e.g. equality; Mental health; Social issues, e.g. corruption",0,0.250000,"Interview/conversational content, Motivational/self-help content",Interview/conversational content,0,"Yes, explicitly","Yes, explicitly",1,More progressive/equitable/expansive,More progressive/equitable/expansive,1,Yes,Yes,1,Men need to be emotionally open,Men need to be emotionally open,1,1.000000,Mental health/emotional struggle,Kenyan or Nigerian political/social problems; Mental health/emotional struggle,0,0.500000,More emotional growth/healing,More emotional growth/healing; Social or political change,0,0.500000,Advice/instruction,Advice/instruction; Commentary/opinion; Personal story,0,0.333333,Connection/social interaction; Information seeking; Self expression/identity construction,Connection/social interaction; Documentation of events; Information seeking; Self expression/identity construction,0,0.750000,No support,Mixed,0,Presented as common sense,Anecdotal examples,0,Neutral,Mixed,0,Not mentioned,Neutral,0,Negative,Negative,1,No,No,1,NO,Yes,0,,Calls for men to follow more equitable gender norms,0,0.000000
EDDY-036,No,No,1,,,,,Mental heath,"Gender issues, e.g. equality",0,0.000000,Interview/conversational content,Interview/conversational content,1,"Yes, implicitly","Yes, explicitly",0,Mixed/unclear,More progressive/equitable/expansive,0,NO,Unclear,0,Not applicable,Mixed/unclear,0,0.000000,Men's behavior,Men’s behavior,0,0.000000,More emotional growth/healing,No clear solution,0,0.000000,Personal story,Commentary/opinion; Personal story,0,0.500000,Information seeking,Connection/social interaction; Information seeking; Self expression/identity construction,0,0.333333,Personal experience,Mixed,0,Anecdotal examples,"Anecdotal examples, Presented as common sense",0,Mixed,Mixed,1,Not mentioned,Neutral,0,Unclear,Neutral,0,No,No,1,NO,NO,1,,,,
EDDY-037,No,No,1,,,,,Mental health,Family/children; Mental health,0,0.500000,Motivational/self-help content,Interview/conversational content,0,No,"Yes, implicitly",0,Does not address masculinity or gender norms,More progressive/equitable/expansive,0,Not applicable,Unclear,0,Not applicable,Mixed/unclear,0,0.000000,Mental health/emotional struggle,Mental health/emotional struggle,1,1.000000,Other,More emotional growth/healing,0,0.000000,Advice/instruction; Personal story,Advice/instruction; Commentary/opinion; Debate/argument; Motivational speech; Personal story,0,0.400000,Connection/social interaction,Connection/social interaction; Information seeking,0,0.500000,Personal experience,Personal experience,1,Anecdotal examples,"Anecdotal examples, Presented as common sense",0,Unclear,Positive,0,Not mentioned,Neutral,0,Not mentioned,Neutral,0,No,No,1,Yes,NO,0,Other,,0,0.000000
EDDY-038,No,No,1,,,,,Money/status,"Dating/marriage; Gender issues, e.g. equality; Money/status",0,0.333333,Interview/conversational content,Interview/conversational content,1,"Yes, implicitly","Yes, explicitly",0,Mixed/unclear,More progressive/equitable/expansive,0,Unclear,Yes,0,Men need to provide/succeed,Men need to provide/succeed,1,1.000000,Economic/status pressure; Mental health/emotional struggle,Economic/status pressure; Men’s behavior,0,0.333333,No clear solution,More wealth/status,0,0.000000,Commentary/opinion,Commentary/opinion; Debate/argument; Personal story,0,0.333333,None of these apply,Connection/social interaction; Information seeking; Self expression/identity construction,0,0.000000,"Generalizations about men/women, Cultural/social observations",Mixed,0,Presented as common sense,"Anecdotal examples, Presented as common sense",0,Mixed,Mixed,1,Not mentioned,Neutral,0,Unclear,Neutral,0,No,No,1,NO,NO,1,,,,
EDDY-040,No,Yes,0,,Shares something surprising,0,0.000000,Mental health,"Dating/marriage; Gender issues, e.g. equality; Mental health; Money/status; Social issues, e.g. corruption",0,0.200000,Commentary / Conversational Content,Interview/conversational content,0,"Yes, implicitly","Yes, explicitly",0,More progressive,More progressive/equitable/expansive,0,Yes,Yes,1,Men need to be more emotionally open and heal,Men need to be emotionally open; Men need to improve themselves,0,0.000000,Mental Health / Kenyan Cultural Problems,Economic/status pressure; Kenyan or Nigerian political/social problems; Mental health/emotional struggle; Men’s behavior; Women/feminism,0,0.000000,More emotional growth / healing,More emotional growth/healing; Social or political change,0,0.000000,Motivational speech,Advice/instruction; Commentary/opinion; Personal story,0,0.000000,Identity Construction,Connection/social interaction; Self expression/identity construction,0,0.000000,Cultural / Social Observations,Mixed,0,No Justification,"Presented as common sense, References religion/tradition",0,Positive,Positive,1,Positive,Mixed,0,Negative,Neutral,0,No,No,1,NO,Yes,0,,Calls for men to follow more equitable gender norms,0,0.000000
EDDY-041,Yes,Yes,1,Shares something surprising,Shares something violent or gross,0,0.000000,Mental health,"Gender issues, e.g. equality; Mental health",0,0.500000,Commentary/reaction content,Interview/conversational content,0,No,No,1,,Does not address masculinity or gender norms,,,Not applicable,,,Not applicable,0,0.000000,Mental health/emotional struggle,Mental health/emotional struggle,1,1.000000,No clear solution,No clear solution,1,1.000000,Personal story,Debate/argument; Personal story,0,0.500000,Entertainment/escapism; Information seeking,Connection/social interaction; Information seeking,0,0.333333,Personal experience,Personal experience,1,Anecdotal examples,Anecdotal examples,1,Unclear,Mixed,0,Not mentioned,Neutral,0,Unclear,Neutral,0,Yes,Yes,1,NO,NO,1,,,,
EDDY-051,Yes,No,0,Other,,0,0.000000,Mental health,"Family/children; Gender issues, e.g. equality; Mental health; Money/status",0,0.250000,Motivational/self-help content,Interview/conversational content,0,No,"Yes, explicitly",0,Does not address masculinity or gender norms,More progressive/equitable/expansive,0,Not applicable,Yes,0,Not applicable,Men need to be emotionally open; Men need to improve themselves; Men need to provide/succeed,0,0.000000,Mental health/emotional struggle,Economic/status pressure; Mental health/emotional struggle,0,0.500000,No clear solution,More emotional growth/healing,0,0.000000,Personal story,Commentary/opinion; Motivational speech; Personal story,0,0.333333,Self expression/identity construction,Information seeking; Status seeking,0,0.000000,Personal experience,Personal experience,1,Anecdotal examples,Anecdotal examples,1,Not mentioned,Mixed,0,Not mentioned,Neutral,0,Not mentioned,Neutral,0,No,No,1,NO,Yes,0,,Calls for men to follow more equitable gender norms,0,0.000000
EDDY-052,No,No,1,,,,,Mental health,"Fitness/self-improvement; Gender issues, e.g. equality; Mental health; Money/status",0,0.250000,Commentary / Conversational Content,Interview/conversational content,0,"Yes, explicitly",No,0,,Does not address masculinity or gender norms,,,Not applicable,,,Not applicable,0,0.000000,Mental Health / Kenyan Cultural Problems,Economic/status pressure; Mental health/emotional struggle,0,0.000000,More emotional growth / healing,More emotional growth/healing; More self-discipline/fitness,0,0.000000,Personal story,Debate/argument; Personal story,0,0.500000,Identity Construction,Connection/social interaction; Status seeking,0,0.000000,Cultural / Social Observations,Personal experience,0,No Justification,No Justification,1,Positive,Mixed,0,Unclear,Neutral,0,Negative,Neutral,0,No,No,1,NO,Yes,0,,Calls for men to follow more equitable gender norms,0,0.000000
EDDY-055,No,No,1,,,,,Other,Dating/marriage; Family/children; Money/status,0,0.000000,"Commentary/reaction content, other",Interview/conversational content,0,No,"Yes, explicitly",0,Does not address masculinity or gender norms,More progressive/equitable/expansive,0,NO,Yes,0,Not applicable,Men need to dominate/lead; Men need to provide/succeed,0,0.000000,No clear problem is identified,Economic/status pressure; Men’s behavior,0,0.000000,No clear solution,Building community; More wealth/status,0,0.000000,Personal story,Advice/instruction; Personal story,0,0.500000,Connection/social interaction; Entertainment/escapism,Information seeking; Self expression/identity construction,0,0.000000,Personal experience,Mixed,0,No Justification,Anecdotal examples,0,Not mentioned,Positive,0,Not mentioned,Neutral,0,Not mentioned,Mixed,0,No,Somewhat,0,NO,NO,1,,,,
