url,twitterUrl,id,text,retweetCount,replyCount,likeCount,quoteCount,createdAt,bookmarkCount,isRetweet,isQuote,source_file,source_text_col,comment_text,comment_text_norm,mode,word_count,has_gender_hint,has_stance_hint,has_experience_hint,has_learning_hint,has_change_hint,has_reinforcement_hint,has_action_hint,has_info_hint,has_identity_hint,keep,keep_reason
https://x.com/munene_muchoki/status/1830595738398523707,https://twitter.com/munene_muchoki/status/1830595738398523707,1830595738398523707,@amerix https://t.co/iGNHx9hdC5,0,1,1,0,Mon Sep 02 13:16:49 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix https://t.co/iGNHx9hdC5,@amerix https://t.co/ignhx9hdc5,v2,5,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/raw_bie/status/1830723769670717618,https://twitter.com/raw_bie/status/1830723769670717618,1830723769670717618,"@amerix Precede

• Provide

• Protect

• Penetrate",0,0,1,0,Mon Sep 02 21:45:34 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,"@amerix Precede

• Provide

• Protect

• Penetrate",@amerix precede • provide • protect • penetrate,v2,5,False,False,True,False,False,False,True,False,False,False,emoji_or_punct_only
https://x.com/mutia25tweets/status/1830596334581096500,https://twitter.com/mutia25tweets/status/1830596334581096500,1830596334581096500,@amerix Word of the day.,0,1,1,0,Mon Sep 02 13:19:11 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Word of the day.,@amerix word of the day.,v2,5,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/brianne_adero/status/1830612859539402763,https://twitter.com/brianne_adero/status/1830612859539402763,1830612859539402763,"@amerix If only men could know what amerix knows,this world could be easy.",0,0,1,0,Mon Sep 02 14:24:51 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,"@amerix If only men could know what amerix knows,this world could be easy.","@amerix if only men could know what amerix knows,this world could be easy.",v2,14,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/Dollamine25/status/1830924137402925551,https://twitter.com/Dollamine25/status/1830924137402925551,1830924137402925551,@amerix @TweetHelperBot screenshot this,0,1,1,0,Tue Sep 03 11:01:45 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix @TweetHelperBot screenshot this,@amerix @tweethelperbot screenshot this,v2,4,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/Sammyvblog/status/1830638174445662244,https://twitter.com/Sammyvblog/status/1830638174445662244,1830638174445662244,@amerix @pikaso_me screenshot this,0,0,1,0,Mon Sep 02 16:05:27 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix @pikaso_me screenshot this,@amerix @pikaso_me screenshot this,v2,4,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/Mkenya__/status/1830659688792465735,https://twitter.com/Mkenya__/status/1830659688792465735,1830659688792465735,@amerix God's love is unconditional,0,0,1,0,Mon Sep 02 17:30:56 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix God's love is unconditional,@amerix god's love is unconditional,v2,6,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/leyolray/status/1830595679716028752,https://twitter.com/leyolray/status/1830595679716028752,1830595679716028752,@amerix Change or perish,0,1,1,0,Mon Sep 02 13:16:35 +0000 2024,1,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Change or perish,@amerix change or perish,v2,4,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/DismasChelanga/status/1830730393340817645,https://twitter.com/DismasChelanga/status/1830730393340817645,1830730393340817645,@amerix You will only sound RATIONAL if you remove that GOD shit from the equation,0,0,1,0,Mon Sep 02 22:11:53 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix You will only sound RATIONAL if you remove that GOD shit from the equation,@amerix you will only sound rational if you remove that god shit from the equation,v2,15,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/Kakaa_aaaa/status/1830661268702929148,https://twitter.com/Kakaa_aaaa/status/1830661268702929148,1830661268702929148,"@amerix ""...Therefore, man must obey, submit, and respect God to be loved..."" ..this a weak god.",0,0,1,0,Mon Sep 02 17:37:13 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,"@amerix ""...Therefore, man must obey, submit, and respect God to be loved..."" ..this a weak god.","@amerix ""...therefore, man must obey, submit, and respect god to be loved..."" ..this a weak god.",v2,16,True,False,True,False,False,False,True,False,False,False,emoji_or_punct_only
https://x.com/okumuthomas_/status/1830612705893630170,https://twitter.com/okumuthomas_/status/1830612705893630170,1830612705893630170,@amerix I totally agree master,0,0,1,0,Mon Sep 02 14:24:14 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix I totally agree master,@amerix i totally agree master,v2,5,False,True,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/SebbieMzing/status/1830615490374590807,https://twitter.com/SebbieMzing/status/1830615490374590807,1830615490374590807,@amerix plus love is very intellectual thing,0,0,1,0,Mon Sep 02 14:35:18 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix plus love is very intellectual thing,@amerix plus love is very intellectual thing,v2,7,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/LitmusEmpire/status/1830631164421276114,https://twitter.com/LitmusEmpire/status/1830631164421276114,1830631164421276114,@amerix Well articulated Mzee,0,0,1,0,Mon Sep 02 15:37:35 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Well articulated Mzee,@amerix well articulated mzee,v2,4,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/mutembeiwiliam/status/1830602123089994105,https://twitter.com/mutembeiwiliam/status/1830602123089994105,1830602123089994105,@amerix Be a man who uses the 4ps not doing what she wants,0,0,1,0,Mon Sep 02 13:42:11 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Be a man who uses the 4ps not doing what she wants,@amerix be a man who uses the 4ps not doing what she wants,v2,13,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/wairimusu1/status/1830689022160625972,https://twitter.com/wairimusu1/status/1830689022160625972,1830689022160625972,@amerix Y'all complicate life.its mundane asf.,0,0,1,0,Mon Sep 02 19:27:30 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Y'all complicate life.its mundane asf.,@amerix y'all complicate life.its mundane asf.,v2,8,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/ActressLiz/status/1830602159001575876,https://twitter.com/ActressLiz/status/1830602159001575876,1830602159001575876,@amerix 😂😂😂,0,0,1,0,Mon Sep 02 13:42:20 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix 😂😂😂,@amerix 😂😂😂,v2,1,False,False,True,False,False,False,False,False,False,False,mentions_tags_only
https://x.com/mwamathwe/status/1830610629998375315,https://twitter.com/mwamathwe/status/1830610629998375315,1830610629998375315,"@amerix Jomba you nailed it on the head.
Madam told me she loves me one day....I almost gave her a head butt🙈
But told her politely to respect me-period.
I know God and Susanna love me. 
Today she is always belching love to date....maximum Respect works 👊",0,0,1,0,Mon Sep 02 14:15:59 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,"@amerix Jomba you nailed it on the head.
Madam told me she loves me one day....I almost gave her a head butt🙈
But told her politely to respect me-period.
I know God and Susanna love me. 
Today she is always belching love to date....maximum Respect works 👊",@amerix jomba you nailed it on the head. madam told me she loves me one day....i almost gave her a head butt🙈 but told her politely to respect me-period. i know god and susanna love me. today she is always belching love to date....maximum respect works 👊,v2,49,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/JijohPaul/status/1830625966239936555,https://twitter.com/JijohPaul/status/1830625966239936555,1830625966239936555,@amerix @pikaso_me screenshot it,0,0,1,0,Mon Sep 02 15:16:56 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix @pikaso_me screenshot it,@amerix @pikaso_me screenshot it,v2,4,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/HenryOkello15/status/1830597589915357318,https://twitter.com/HenryOkello15/status/1830597589915357318,1830597589915357318,@amerix Love 😘,0,0,1,0,Mon Sep 02 13:24:10 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Love 😘,@amerix love 😘,v2,2,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/khalidsaney/status/1830603113075757077,https://twitter.com/khalidsaney/status/1830603113075757077,1830603113075757077,"@amerix Man loves money, money can't love back. It can only be attracted.",0,0,1,0,Mon Sep 02 13:46:07 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,"@amerix Man loves money, money can't love back. It can only be attracted.","@amerix man loves money, money can't love back. it can only be attracted.",v2,14,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/Alexander99_M/status/1830602527856906428,https://twitter.com/Alexander99_M/status/1830602527856906428,1830602527856906428,@amerix https://t.co/YxwljXYM0w,0,0,1,0,Mon Sep 02 13:43:48 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix https://t.co/YxwljXYM0w,@amerix https://t.co/yxwljxym0w,v2,5,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/Samodida/status/1830625952730148884,https://twitter.com/Samodida/status/1830625952730148884,1830625952730148884,@amerix Accurate https://t.co/L4L1ySC0qK,0,0,1,0,Mon Sep 02 15:16:53 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Accurate https://t.co/L4L1ySC0qK,@amerix accurate https://t.co/l4l1ysc0qk,v2,6,False,True,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/MuvitiSamuel1/status/1830624953219047572,https://twitter.com/MuvitiSamuel1/status/1830624953219047572,1830624953219047572,@amerix Well said bro,0,0,1,0,Mon Sep 02 15:12:54 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Well said bro,@amerix well said bro,v2,4,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/TshepoRase/status/1830659646291615834,https://twitter.com/TshepoRase/status/1830659646291615834,1830659646291615834,@amerix She must love back simple,0,0,1,0,Mon Sep 02 17:30:46 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix She must love back simple,@amerix she must love back simple,v2,6,False,False,True,False,False,False,True,False,False,False,emoji_or_punct_only
https://x.com/miheso_alan1/status/1830614097710510509,https://twitter.com/miheso_alan1/status/1830614097710510509,1830614097710510509,@amerix Ameriko,0,0,1,0,Mon Sep 02 14:29:46 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Ameriko,@amerix ameriko,v2,2,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/JosephVic0/status/1830598437488013455,https://twitter.com/JosephVic0/status/1830598437488013455,1830598437488013455,@amerix A point taken,0,0,1,0,Mon Sep 02 13:27:33 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix A point taken,@amerix a point taken,v2,4,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/thee_localman/status/1830595641212641562,https://twitter.com/thee_localman/status/1830595641212641562,1830595641212641562,"@amerix We mzee, hii nayo ni noma. Haha",0,1,1,0,Mon Sep 02 13:16:26 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,"@amerix We mzee, hii nayo ni noma. Haha","@amerix we mzee, hii nayo ni noma. haha",v2,8,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/DicksonDelta/status/1830598921690775582,https://twitter.com/DicksonDelta/status/1830598921690775582,1830598921690775582,@amerix Wisdom on a monday. Mwalimu on it💯,0,0,1,0,Mon Sep 02 13:29:28 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Wisdom on a monday. Mwalimu on it💯,@amerix wisdom on a monday. mwalimu on it💯,v2,8,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/IamLyneChesang/status/1830609942627393972,https://twitter.com/IamLyneChesang/status/1830609942627393972,1830609942627393972,"@amerix Uuweh, 😀😀😀😀 I'm laughing all through as I read",0,0,1,0,Mon Sep 02 14:13:16 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,"@amerix Uuweh, 😀😀😀😀 I'm laughing all through as I read","@amerix uuweh, 😀😀😀😀 i'm laughing all through as i read",v2,10,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/edinah36598/status/1830595921245069652,https://twitter.com/edinah36598/status/1830595921245069652,1830595921245069652,@amerix Loud and clear,0,0,1,0,Mon Sep 02 13:17:33 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Loud and clear,@amerix loud and clear,v2,4,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/edinah36598/status/1830595868405153803,https://twitter.com/edinah36598/status/1830595868405153803,1830595868405153803,@amerix It's tough,0,0,1,0,Mon Sep 02 13:17:20 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix It's tough,@amerix it's tough,v2,4,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/NdianyOkello/status/1830609503441883295,https://twitter.com/NdianyOkello/status/1830609503441883295,1830609503441883295,"@amerix On this, you're very wrong! Love doesn't exist, it is a matter of one's interests clouding their sense of reasoning",0,0,0,0,Mon Sep 02 14:11:31 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,"@amerix On this, you're very wrong! Love doesn't exist, it is a matter of one's interests clouding their sense of reasoning","@amerix on this, you're very wrong! love doesn't exist, it is a matter of one's interests clouding their sense of reasoning",v2,24,False,True,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/DuncanKiyingi/status/1830616072514630089,https://twitter.com/DuncanKiyingi/status/1830616072514630089,1830616072514630089,@amerix @_screenshoter this,0,1,0,0,Mon Sep 02 14:37:37 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix @_screenshoter this,@amerix @_screenshoter this,v2,3,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/basicsincrime/status/1830686871929692660,https://twitter.com/basicsincrime/status/1830686871929692660,1830686871929692660,@amerix Love thrives where there is respect.,0,0,0,0,Mon Sep 02 19:18:57 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Love thrives where there is respect.,@amerix love thrives where there is respect.,v2,7,False,False,True,False,False,False,False,True,False,False,emoji_or_punct_only
https://x.com/Charline_remmy/status/1936795711045091469,https://twitter.com/Charline_remmy/status/1936795711045091469,1936795711045091469,@amerix A man will cling on you when he has nothing but once he has it...u will know his full colour....learnt another lesson,0,0,0,0,Sun Jun 22 14:37:36 +0000 2025,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix A man will cling on you when he has nothing but once he has it...u will know his full colour....learnt another lesson,@amerix a man will cling on you when he has nothing but once he has it...u will know his full colour....learnt another lesson,v2,25,True,False,True,True,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/okwii_robert/status/1830684791487840754,https://twitter.com/okwii_robert/status/1830684791487840754,1830684791487840754,@amerix Well spoken,0,0,0,0,Mon Sep 02 19:10:41 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Well spoken,@amerix well spoken,v2,3,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/ezekiel_seroney/status/1831745563747844575,https://twitter.com/ezekiel_seroney/status/1831745563747844575,1831745563747844575,@amerix That's very true,0,0,0,0,Thu Sep 05 17:25:49 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix That's very true,@amerix that's very true,v2,5,False,True,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/bmbsmart/status/1830641237793378799,https://twitter.com/bmbsmart/status/1830641237793378799,1830641237793378799,@amerix Ephesians 5:25-29…,0,0,0,0,Mon Sep 02 16:17:37 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Ephesians 5:25-29…,@amerix ephesians 5:25-29…,v2,5,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/Kamkenpro/status/1831256429610598554,https://twitter.com/Kamkenpro/status/1831256429610598554,1831256429610598554,"@amerix There's nothing like ""love is a top down action"" 
You posted this fwaa, no facts no basis",0,0,0,0,Wed Sep 04 09:02:10 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,"@amerix There's nothing like ""love is a top down action"" 
You posted this fwaa, no facts no basis","@amerix there's nothing like ""love is a top down action"" you posted this fwaa, no facts no basis",v2,19,False,True,True,False,False,False,False,True,False,False,emoji_or_punct_only
https://x.com/nancymorgan12/status/1831004622636388589,https://twitter.com/nancymorgan12/status/1831004622636388589,1831004622636388589,"@amerix wow but the  men are good at penetrating only a few can syc to that code
if they did all that honestly why not submit",0,0,0,0,Tue Sep 03 16:21:35 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,"@amerix wow but the  men are good at penetrating only a few can syc to that code
if they did all that honestly why not submit",@amerix wow but the men are good at penetrating only a few can syc to that code if they did all that honestly why not submit,v2,26,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/JonesMbevi/status/1830597189464121359,https://twitter.com/JonesMbevi/status/1830597189464121359,1830597189464121359,@amerix Spot on doc.,0,0,0,0,Mon Sep 02 13:22:35 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Spot on doc.,@amerix spot on doc.,v2,4,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/Bushman40172981/status/1830676135467970761,https://twitter.com/Bushman40172981/status/1830676135467970761,1830676135467970761,"@amerix K,",0,0,0,0,Mon Sep 02 18:36:17 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,"@amerix K,","@amerix k,",v2,2,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/redpepper254/status/1830605205702127978,https://twitter.com/redpepper254/status/1830605205702127978,1830605205702127978,@amerix Screenshot,0,0,0,0,Mon Sep 02 13:54:26 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Screenshot,@amerix screenshot,v2,2,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/AutocarJohn/status/1830654235962400878,https://twitter.com/AutocarJohn/status/1830654235962400878,1830654235962400878,@amerix Eric if she doesn't love you she won't submit. Remember these is in average intellectual relation. But not those who use power etc,0,0,0,0,Mon Sep 02 17:09:16 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Eric if she doesn't love you she won't submit. Remember these is in average intellectual relation. But not those who use power etc,@amerix eric if she doesn't love you she won't submit. remember these is in average intellectual relation. but not those who use power etc,v2,26,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/Valenti72203591/status/1936566952543260749,https://twitter.com/Valenti72203591/status/1936566952543260749,1936566952543260749,@amerix @reubenmuhindi now I see where you get wisdom from. Or is it vise versa 🤔,0,0,0,0,Sat Jun 21 23:28:35 +0000 2025,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix @reubenmuhindi now I see where you get wisdom from. Or is it vise versa 🤔,@amerix @reubenmuhindi now i see where you get wisdom from. or is it vise versa 🤔,v2,15,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/_Muga_Peter/status/1830606865430159614,https://twitter.com/_Muga_Peter/status/1830606865430159614,1830606865430159614,"@amerix I have never agreed with your content. Today, I however feel you are speaking sense. Only today!",0,0,0,0,Mon Sep 02 14:01:02 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,"@amerix I have never agreed with your content. Today, I however feel you are speaking sense. Only today!","@amerix i have never agreed with your content. today, i however feel you are speaking sense. only today!",v2,18,False,True,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/SamsonRuth2024/status/1830644500202484208,https://twitter.com/SamsonRuth2024/status/1830644500202484208,1830644500202484208,"@amerix 1 John 4:10This is love:not that we loved God, but that he loved us &amp; sent his Son as an atoning sacrifice for our sins
Eph 5:25Husbands, love your wives, as Christ loved the church &amp; gave himself up for her
A man have to love his wife with all her weakness as christ loved church",0,0,0,0,Mon Sep 02 16:30:35 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,"@amerix 1 John 4:10This is love:not that we loved God, but that he loved us &amp; sent his Son as an atoning sacrifice for our sins
Eph 5:25Husbands, love your wives, as Christ loved the church &amp; gave himself up for her
A man have to love his wife with all her weakness as christ loved church","@amerix 1 john 4:10this is love:not that we loved god, but that he loved us &amp; sent his son as an atoning sacrifice for our sins eph 5:25husbands, love your wives, as christ loved the church &amp; gave himself up for her a man have to love his wife with all her weakness as christ loved church",v2,60,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/Leila32627894/status/1830955120206704894,https://twitter.com/Leila32627894/status/1830955120206704894,1830955120206704894,"@amerix I appreciate your perspective, but I believe that love is a more complex and mutual emotion than you've described. Love can be an exchange where both parties give and receive affection and respect. It's not solely about one gender's ability to love or a hierarchical structure.",0,0,0,0,Tue Sep 03 13:04:52 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,"@amerix I appreciate your perspective, but I believe that love is a more complex and mutual emotion than you've described. Love can be an exchange where both parties give and receive affection and respect. It's not solely about one gender's ability to love or a hierarchical structure.","@amerix i appreciate your perspective, but i believe that love is a more complex and mutual emotion than you've described. love can be an exchange where both parties give and receive affection and respect. it's not solely about one gender's ability to love or a hierarchical structure.",v2,50,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/Trollfarmer8/status/1936498874572587240,https://twitter.com/Trollfarmer8/status/1936498874572587240,1936498874572587240,@amerix Back to class,0,0,0,0,Sat Jun 21 18:58:04 +0000 2025,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Back to class,@amerix back to class,v2,4,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/rozziedignity/status/1830596745606111509,https://twitter.com/rozziedignity/status/1830596745606111509,1830596745606111509,"@amerix Women need men for 2 things: money and sex.  If he doesn't have money, he deserves to be abandoned.",0,1,0,0,Mon Sep 02 13:20:49 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,"@amerix Women need men for 2 things: money and sex.  If he doesn't have money, he deserves to be abandoned.","@amerix women need men for 2 things: money and sex. if he doesn't have money, he deserves to be abandoned.",v2,21,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/De_bby77/status/1831029205418811726,https://twitter.com/De_bby77/status/1831029205418811726,1831029205418811726,"@amerix You got great points, but it's not so anymore when it comes to a man's love to a woman. The current man takes submission, obedience and respect as weakness and stupidity! They're after NYASH na NYASHI ooo There's absolutely nothing a woman can do to be loved, if she isn't the one",0,0,0,0,Tue Sep 03 17:59:16 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,"@amerix You got great points, but it's not so anymore when it comes to a man's love to a woman. The current man takes submission, obedience and respect as weakness and stupidity! They're after NYASH na NYASHI ooo There's absolutely nothing a woman can do to be loved, if she isn't the one","@amerix you got great points, but it's not so anymore when it comes to a man's love to a woman. the current man takes submission, obedience and respect as weakness and stupidity! they're after nyash na nyashi ooo there's absolutely nothing a woman can do to be loved, if she isn't the one",v2,58,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/millicentkamau4/status/1830642441122189525,https://twitter.com/millicentkamau4/status/1830642441122189525,1830642441122189525,@amerix What are you saying...,0,0,0,0,Mon Sep 02 16:22:24 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix What are you saying...,@amerix what are you saying...,v2,5,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/Aloysius_Egbo/status/1830711042004996456,https://twitter.com/Aloysius_Egbo/status/1830711042004996456,1830711042004996456,@amerix @rattibha,0,1,0,0,Mon Sep 02 20:55:00 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix @rattibha,@amerix @rattibha,v2,2,False,False,True,False,False,False,False,False,False,False,mentions_tags_only
https://x.com/KimsonTymoh/status/1830654249044480077,https://twitter.com/KimsonTymoh/status/1830654249044480077,1830654249044480077,@amerix Eeeeh...,0,0,0,0,Mon Sep 02 17:09:19 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Eeeeh...,@amerix eeeeh...,v2,2,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
https://x.com/elmagicodon/status/1830641955497291801,https://twitter.com/elmagicodon/status/1830641955497291801,1830641955497291801,@amerix @get_screenshot,0,0,0,0,Mon Sep 02 16:20:28 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix @get_screenshot,@amerix @get_screenshot,v2,2,False,False,True,False,False,False,False,False,False,False,mentions_tags_only
https://x.com/OkatchJared/status/1830646092406428103,https://twitter.com/OkatchJared/status/1830646092406428103,1830646092406428103,@amerix There should not be any ambiguity concerning the love being referred to here.,0,0,0,0,Mon Sep 02 16:36:54 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix There should not be any ambiguity concerning the love being referred to here.,@amerix there should not be any ambiguity concerning the love being referred to here.,v2,14,False,False,True,False,False,False,True,False,False,False,emoji_or_punct_only
https://x.com/ask1_original/status/1830596400859557984,https://twitter.com/ask1_original/status/1830596400859557984,1830596400859557984,@amerix Fact,0,0,0,0,Mon Sep 02 13:19:27 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix Fact,@amerix fact,v2,2,False,False,True,False,False,False,False,True,False,False,emoji_or_punct_only
https://x.com/Anyango12/status/1830646756964536551,https://twitter.com/Anyango12/status/1830646756964536551,1830646756964536551,@amerix What kind of nonsense philosophy is this? 🙄🙄,0,0,0,0,Mon Sep 02 16:39:33 +0000 2024,0,False,False,Tweet_A woman can't love a man. It is a man who loves a woman..xlsx,text,@amerix What kind of nonsense philosophy is this? 🙄🙄,@amerix what kind of nonsense philosophy is this? 🙄🙄,v2,8,False,True,True,False,False,False,False,False,False,False,emoji_or_punct_only
