Question ID,Type,Metric,Main score,Percent/exact agreement,Jaccard,Alpha,Valid rows,Candidate file
Q18,Single-answer,Krippendorff alpha,1.000000,1.000000,,1.000000,40,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/LLM_Coding_Content_Analysis_Kenya_unique_200_by_Content_ID.csv
Q18,Single-answer,Krippendorff alpha,1.000000,1.000000,,1.000000,200,/Users/dhruvbhanderi/Documents/reserach/Final LLM Coding Content Analysis - Kenya.csv
Q18,Single-answer,Krippendorff alpha,0.978518,0.990000,,0.978518,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/LLM Coding Content Analysis - LLM Kenya.csv
Q18,Single-answer,Krippendorff alpha,0.551589,0.790000,,0.551589,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_COMPLETED (2).csv
Q18,Single-answer,Krippendorff alpha,0.536713,0.790000,,0.536713,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/Final_LLM_Coding_Content_Analysis_-_Kenya_Coded - Final_LLM_Coding_Content_Analysis_-_Kenya_Coded.csv
Q18,Single-answer,Krippendorff alpha,0.377551,0.700000,,0.377551,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final%20LLM%20Coding%20Content%20Analysis%20-%20Kenya_completed.csv
Q18,Single-answer,Krippendorff alpha,0.281646,0.645000,,0.281646,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_completed (1).csv
Q18,Single-answer,Krippendorff alpha,0.277192,0.635000,,0.277192,200,/Users/dhruvbhanderi/Documents/Gates cursor/llm_coding/outputs/Final_LLM_Coding_Kenya_coded.csv
Q18,Single-answer,Krippendorff alpha,0.256115,0.625000,,0.256115,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_completed.csv
Q18,Single-answer,Krippendorff alpha,0.256115,0.625000,,0.256115,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/LLM Coding Content Analysis - LLM Kenya.csv
Q18,Single-answer,Krippendorff alpha,0.163475,0.625000,,0.163475,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/Final LLM Coding Content Analysis - Kenya_FILLED.csv
Q18,Single-answer,Krippendorff alpha,0.148874,0.570000,,0.148874,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_completed (3).csv
Q18,Single-answer,Krippendorff alpha,-999.000000,,,-999.000000,0,/Users/dhruvbhanderi/Documents/Gates cursor/llm_coding/documents/Final LLM Coding Content Analysis - Kenya.csv
Q18,Single-answer,Krippendorff alpha,-999.000000,,,-999.000000,0,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/Final LLM Coding Content Analysis - Kenya.csv
Q18A,Multi-select,Jaccard,1.000000,1.000000,1.000000,,10,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/LLM Coding Content Analysis - Kenya.csv
Q18A,Multi-select,Jaccard,1.000000,1.000000,1.000000,,17,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/LLM_Coding_Content_Analysis_Kenya_unique_200_by_Content_ID.csv
Q18A,Multi-select,Jaccard,1.000000,1.000000,1.000000,,69,/Users/dhruvbhanderi/Documents/reserach/Final LLM Coding Content Analysis - Kenya.csv
Q18A,Multi-select,Jaccard,0.659524,0.542857,0.659524,,70,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/LLM Coding Content Analysis - LLM Kenya.csv
Q18A,Multi-select,Jaccard,0.656028,0.531915,0.656028,,47,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/Final_LLM_Coding_Content_Analysis_-_Kenya_Coded - Final_LLM_Coding_Content_Analysis_-_Kenya_Coded.csv
Q18A,Multi-select,Jaccard,0.522436,0.384615,0.522436,,52,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_COMPLETED (2).csv
Q18A,Multi-select,Jaccard,0.489796,0.346939,0.489796,,49,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_completed (1).csv
Q18A,Multi-select,Jaccard,0.482759,0.344828,0.482759,,29,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/Final LLM Coding Content Analysis - Kenya_FILLED.csv
Q18A,Multi-select,Jaccard,0.402299,0.327586,0.402299,,58,/Users/dhruvbhanderi/Documents/Gates cursor/llm_coding/outputs/Final_LLM_Coding_Kenya_coded.csv
Q18A,Multi-select,Jaccard,0.398810,0.125000,0.398810,,56,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_completed.csv
Q18A,Multi-select,Jaccard,0.398810,0.125000,0.398810,,56,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/LLM Coding Content Analysis - LLM Kenya.csv
Q18A,Multi-select,Jaccard,0.380208,0.083333,0.380208,,48,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final%20LLM%20Coding%20Content%20Analysis%20-%20Kenya_completed.csv
Q18A,Multi-select,Jaccard,0.271858,0.147541,0.271858,,61,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_completed (3).csv
Q18A,Multi-select,Jaccard,-999.000000,,,,0,/Users/dhruvbhanderi/Documents/Gates cursor/llm_coding/documents/Final LLM Coding Content Analysis - Kenya.csv
Q18A,Multi-select,Jaccard,-999.000000,,,,0,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/Final LLM Coding Content Analysis - Kenya.csv
Q1A,Multi-select,Jaccard,1.000000,1.000000,1.000000,,72,/Users/dhruvbhanderi/Documents/reserach/Final LLM Coding Content Analysis - Kenya.csv
Q1A,Multi-select,Jaccard,0.503968,0.333333,0.503968,,21,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_completed (3).csv
Q1A,Multi-select,Jaccard,0.478009,0.416667,0.478009,,72,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/LLM Coding Content Analysis - LLM Kenya.csv
Q1A,Multi-select,Jaccard,0.395652,0.304348,0.395652,,23,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_COMPLETED (2).csv
Q1A,Multi-select,Jaccard,0.390351,0.263158,0.390351,,57,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/Final LLM Coding Content Analysis - Kenya_FILLED.csv
Q1A,Multi-select,Jaccard,0.389542,0.254902,0.389542,,51,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/Final_LLM_Coding_Content_Analysis_-_Kenya_Coded - Final_LLM_Coding_Content_Analysis_-_Kenya_Coded.csv
Q1A,Multi-select,Jaccard,0.370115,0.275862,0.370115,,29,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final%20LLM%20Coding%20Content%20Analysis%20-%20Kenya_completed.csv
Q1A,Multi-select,Jaccard,0.333974,0.192308,0.333974,,26,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_completed.csv
Q1A,Multi-select,Jaccard,0.333974,0.192308,0.333974,,26,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/LLM Coding Content Analysis - LLM Kenya.csv
Q1A,Multi-select,Jaccard,0.289474,0.157895,0.289474,,38,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_completed (1).csv
Q1A,Multi-select,Jaccard,0.185792,0.016393,0.185792,,61,/Users/dhruvbhanderi/Documents/Gates cursor/llm_coding/outputs/Final_LLM_Coding_Kenya_coded.csv
Q1A,Multi-select,Jaccard,-999.000000,,,,0,/Users/dhruvbhanderi/Documents/Gates cursor/llm_coding/documents/Final LLM Coding Content Analysis - Kenya.csv
Q1A,Multi-select,Jaccard,-999.000000,,,,0,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/Final LLM Coding Content Analysis - Kenya.csv
Q1A,Multi-select,Jaccard,-999.000000,,,,0,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/LLM Coding Content Analysis - Kenya.csv
Q1A,Multi-select,Jaccard,-999.000000,,,,0,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/LLM_Coding_Content_Analysis_Kenya_unique_200_by_Content_ID.csv
Q2,Multi-select,Jaccard,1.000000,1.000000,1.000000,,200,/Users/dhruvbhanderi/Documents/reserach/Final LLM Coding Content Analysis - Kenya.csv
Q2,Multi-select,Jaccard,0.545583,0.325000,0.545583,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/Final_LLM_Coding_Content_Analysis_-_Kenya_Coded - Final_LLM_Coding_Content_Analysis_-_Kenya_Coded.csv
Q2,Multi-select,Jaccard,0.536833,0.225000,0.536833,,200,/Users/dhruvbhanderi/Documents/Gates cursor/llm_coding/outputs/Final_LLM_Coding_Kenya_coded.csv
Q2,Multi-select,Jaccard,0.500750,0.115000,0.500750,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final%20LLM%20Coding%20Content%20Analysis%20-%20Kenya_completed.csv
Q2,Multi-select,Jaccard,0.477583,0.155000,0.477583,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_COMPLETED (2).csv
Q2,Multi-select,Jaccard,0.447417,0.100000,0.447417,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_completed.csv
Q2,Multi-select,Jaccard,0.447417,0.100000,0.447417,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/LLM Coding Content Analysis - LLM Kenya.csv
Q2,Multi-select,Jaccard,0.414250,0.100000,0.414250,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_completed (1).csv
Q2,Multi-select,Jaccard,0.398917,0.205000,0.398917,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/LLM Coding Content Analysis - LLM Kenya.csv
Q2,Multi-select,Jaccard,0.391964,0.050000,0.391964,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_completed (3).csv
Q2,Multi-select,Jaccard,0.380429,0.050000,0.380429,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/Final LLM Coding Content Analysis - Kenya_FILLED.csv
Q2,Multi-select,Jaccard,0.000000,0.000000,0.000000,,200,/Users/dhruvbhanderi/Documents/Gates cursor/llm_coding/documents/Final LLM Coding Content Analysis - Kenya.csv
Q2,Multi-select,Jaccard,0.000000,0.000000,0.000000,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/Final LLM Coding Content Analysis - Kenya.csv
Q2,Multi-select,Jaccard,0.000000,0.000000,0.000000,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/LLM Coding Content Analysis - Kenya.csv
Q2,Multi-select,Jaccard,0.000000,0.000000,0.000000,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/LLM_Coding_Content_Analysis_Kenya_unique_200_by_Content_ID.csv
Q3,Multi-select,Jaccard,1.000000,1.000000,1.000000,,198,/Users/dhruvbhanderi/Documents/reserach/Final LLM Coding Content Analysis - Kenya.csv
Q3,Multi-select,Jaccard,0.866667,0.745000,0.866667,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/LLM Coding Content Analysis - LLM Kenya.csv
Q3,Multi-select,Jaccard,0.599167,0.490000,0.599167,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/Final_LLM_Coding_Content_Analysis_-_Kenya_Coded - Final_LLM_Coding_Content_Analysis_-_Kenya_Coded.csv
Q3,Multi-select,Jaccard,0.551667,0.220000,0.551667,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final%20LLM%20Coding%20Content%20Analysis%20-%20Kenya_completed.csv
Q3,Multi-select,Jaccard,0.549167,0.215000,0.549167,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_completed (3).csv
Q3,Multi-select,Jaccard,0.521667,0.410000,0.521667,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_completed.csv
Q3,Multi-select,Jaccard,0.521667,0.410000,0.521667,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/LLM Coding Content Analysis - LLM Kenya.csv
Q3,Multi-select,Jaccard,0.491667,0.380000,0.491667,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/Final LLM Coding Content Analysis - Kenya_FILLED.csv
Q3,Multi-select,Jaccard,0.485000,0.345000,0.485000,,200,/Users/dhruvbhanderi/Documents/Gates cursor/llm_coding/outputs/Final_LLM_Coding_Kenya_coded.csv
Q3,Multi-select,Jaccard,0.456667,0.360000,0.456667,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_completed (1).csv
Q3,Multi-select,Jaccard,0.438333,0.250000,0.438333,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_COMPLETED (2).csv
Q3,Multi-select,Jaccard,0.202020,0.202020,0.202020,,198,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/LLM_Coding_Content_Analysis_Kenya_unique_200_by_Content_ID.csv
Q3,Multi-select,Jaccard,0.151515,0.151515,0.151515,,198,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/LLM Coding Content Analysis - Kenya.csv
Q3,Multi-select,Jaccard,0.000000,0.000000,0.000000,,198,/Users/dhruvbhanderi/Documents/Gates cursor/llm_coding/documents/Final LLM Coding Content Analysis - Kenya.csv
Q3,Multi-select,Jaccard,0.000000,0.000000,0.000000,,198,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/Final LLM Coding Content Analysis - Kenya.csv
Q4,Single-answer,Krippendorff alpha,1.000000,1.000000,,1.000000,30,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/LLM Coding Content Analysis - Kenya.csv
Q4,Single-answer,Krippendorff alpha,1.000000,1.000000,,1.000000,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/LLM Coding Content Analysis - LLM Kenya.csv
Q4,Single-answer,Krippendorff alpha,1.000000,1.000000,,1.000000,40,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/LLM_Coding_Content_Analysis_Kenya_unique_200_by_Content_ID.csv
Q4,Single-answer,Krippendorff alpha,1.000000,1.000000,,1.000000,200,/Users/dhruvbhanderi/Documents/reserach/Final LLM Coding Content Analysis - Kenya.csv
Q4,Single-answer,Krippendorff alpha,0.366565,0.655000,,0.366565,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/Final_LLM_Coding_Content_Analysis_-_Kenya_Coded - Final_LLM_Coding_Content_Analysis_-_Kenya_Coded.csv
Q4,Single-answer,Krippendorff alpha,0.343972,0.635000,,0.343972,200,/Users/dhruvbhanderi/Documents/Gates cursor/llm_coding/outputs/Final_LLM_Coding_Kenya_coded.csv
Q4,Single-answer,Krippendorff alpha,0.271011,0.640000,,0.271011,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_COMPLETED (2).csv
Q4,Single-answer,Krippendorff alpha,0.264064,0.640000,,0.264064,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final%20LLM%20Coding%20Content%20Analysis%20-%20Kenya_completed.csv
Q4,Single-answer,Krippendorff alpha,0.183632,0.600000,,0.183632,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/Final LLM Coding Content Analysis - Kenya_FILLED.csv
Q4,Single-answer,Krippendorff alpha,-0.007606,0.575000,,-0.007606,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_completed (3).csv
Q4,Single-answer,Krippendorff alpha,-0.023711,0.565000,,-0.023711,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_completed (1).csv
Q4,Single-answer,Krippendorff alpha,-0.057559,0.560000,,-0.057559,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_completed.csv
Q4,Single-answer,Krippendorff alpha,-0.057559,0.560000,,-0.057559,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/LLM Coding Content Analysis - LLM Kenya.csv
Q4,Single-answer,Krippendorff alpha,-999.000000,,,-999.000000,0,/Users/dhruvbhanderi/Documents/Gates cursor/llm_coding/documents/Final LLM Coding Content Analysis - Kenya.csv
Q4,Single-answer,Krippendorff alpha,-999.000000,,,-999.000000,0,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/Final LLM Coding Content Analysis - Kenya.csv
Q5,Single-answer,Krippendorff alpha,1.000000,1.000000,,1.000000,30,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/LLM Coding Content Analysis - Kenya.csv
Q5,Single-answer,Krippendorff alpha,1.000000,1.000000,,1.000000,153,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/LLM Coding Content Analysis - LLM Kenya.csv
Q5,Single-answer,Krippendorff alpha,1.000000,1.000000,,1.000000,40,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/LLM_Coding_Content_Analysis_Kenya_unique_200_by_Content_ID.csv
Q5,Single-answer,Krippendorff alpha,1.000000,1.000000,,1.000000,188,/Users/dhruvbhanderi/Documents/reserach/Final LLM Coding Content Analysis - Kenya.csv
Q5,Single-answer,Krippendorff alpha,0.571520,0.748503,,0.571520,167,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/Final_LLM_Coding_Content_Analysis_-_Kenya_Coded - Final_LLM_Coding_Content_Analysis_-_Kenya_Coded.csv
Q5,Single-answer,Krippendorff alpha,0.536897,0.696809,,0.536897,188,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final%20LLM%20Coding%20Content%20Analysis%20-%20Kenya_completed.csv
Q5,Single-answer,Krippendorff alpha,0.494351,0.691489,,0.494351,188,/Users/dhruvbhanderi/Documents/Gates cursor/llm_coding/outputs/Final_LLM_Coding_Kenya_coded.csv
Q5,Single-answer,Krippendorff alpha,0.493681,0.675532,,0.493681,188,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/Final LLM Coding Content Analysis - Kenya_FILLED.csv
Q5,Single-answer,Krippendorff alpha,0.447266,0.654255,,0.447266,188,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_completed (3).csv
Q5,Single-answer,Krippendorff alpha,0.411437,0.632979,,0.411437,188,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_completed.csv
Q5,Single-answer,Krippendorff alpha,0.411437,0.632979,,0.411437,188,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/LLM Coding Content Analysis - LLM Kenya.csv
Q5,Single-answer,Krippendorff alpha,0.366716,0.542553,,0.366716,188,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_COMPLETED (2).csv
Q5,Single-answer,Krippendorff alpha,0.120430,0.382979,,0.120430,188,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_completed (1).csv
Q5,Single-answer,Krippendorff alpha,-999.000000,,,-999.000000,0,/Users/dhruvbhanderi/Documents/Gates cursor/llm_coding/documents/Final LLM Coding Content Analysis - Kenya.csv
Q5,Single-answer,Krippendorff alpha,-999.000000,,,-999.000000,0,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/Final LLM Coding Content Analysis - Kenya.csv
Q6,Single-answer,Krippendorff alpha,1.000000,1.000000,,1.000000,30,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/LLM Coding Content Analysis - Kenya.csv
Q6,Single-answer,Krippendorff alpha,1.000000,1.000000,,1.000000,40,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/LLM_Coding_Content_Analysis_Kenya_unique_200_by_Content_ID.csv
Q6,Single-answer,Krippendorff alpha,1.000000,1.000000,,1.000000,185,/Users/dhruvbhanderi/Documents/reserach/Final LLM Coding Content Analysis - Kenya.csv
Q6,Single-answer,Krippendorff alpha,0.896746,0.947712,,0.896746,153,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/LLM Coding Content Analysis - LLM Kenya.csv
Q6,Single-answer,Krippendorff alpha,0.304961,0.624242,,0.304961,165,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/Final_LLM_Coding_Content_Analysis_-_Kenya_Coded - Final_LLM_Coding_Content_Analysis_-_Kenya_Coded.csv
Q6,Single-answer,Krippendorff alpha,0.243086,0.529730,,0.243086,185,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_COMPLETED (2).csv
Q6,Single-answer,Krippendorff alpha,0.222970,0.529730,,0.222970,185,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final%20LLM%20Coding%20Content%20Analysis%20-%20Kenya_completed.csv
Q6,Single-answer,Krippendorff alpha,0.191202,0.535135,,0.191202,185,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_completed (1).csv
Q6,Single-answer,Krippendorff alpha,0.156370,0.508108,,0.156370,185,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_completed (3).csv
Q6,Single-answer,Krippendorff alpha,0.092262,0.454054,,0.092262,185,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_completed.csv
Q6,Single-answer,Krippendorff alpha,0.092262,0.454054,,0.092262,185,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/LLM Coding Content Analysis - LLM Kenya.csv
Q6,Single-answer,Krippendorff alpha,0.049813,0.356757,,0.049813,185,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/Final LLM Coding Content Analysis - Kenya_FILLED.csv
Q6,Single-answer,Krippendorff alpha,-0.015226,0.524324,,-0.015226,185,/Users/dhruvbhanderi/Documents/Gates cursor/llm_coding/outputs/Final_LLM_Coding_Kenya_coded.csv
Q6,Single-answer,Krippendorff alpha,-999.000000,,,-999.000000,0,/Users/dhruvbhanderi/Documents/Gates cursor/llm_coding/documents/Final LLM Coding Content Analysis - Kenya.csv
Q6,Single-answer,Krippendorff alpha,-999.000000,,,-999.000000,0,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/Final LLM Coding Content Analysis - Kenya.csv
Q7,Multi-select,Jaccard,1.000000,1.000000,1.000000,,163,/Users/dhruvbhanderi/Documents/reserach/Final LLM Coding Content Analysis - Kenya.csv
Q7,Multi-select,Jaccard,0.350000,0.295000,0.350000,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final%20LLM%20Coding%20Content%20Analysis%20-%20Kenya_completed.csv
Q7,Multi-select,Jaccard,0.345000,0.300000,0.345000,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_COMPLETED (2).csv
Q7,Multi-select,Jaccard,0.297131,0.250000,0.297131,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_completed (3).csv
Q7,Multi-select,Jaccard,0.270417,0.225000,0.270417,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_completed (1).csv
Q7,Multi-select,Jaccard,0.260736,0.184049,0.260736,,163,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/LLM Coding Content Analysis - LLM Kenya.csv
Q7,Multi-select,Jaccard,0.245399,0.245399,0.245399,,163,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/LLM_Coding_Content_Analysis_Kenya_unique_200_by_Content_ID.csv
Q7,Multi-select,Jaccard,0.232667,0.120000,0.232667,,200,/Users/dhruvbhanderi/Documents/Gates cursor/llm_coding/outputs/Final_LLM_Coding_Kenya_coded.csv
Q7,Multi-select,Jaccard,0.199167,0.145000,0.199167,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_completed.csv
Q7,Multi-select,Jaccard,0.199167,0.145000,0.199167,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/LLM Coding Content Analysis - LLM Kenya.csv
Q7,Multi-select,Jaccard,0.197917,0.155000,0.197917,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/Final LLM Coding Content Analysis - Kenya_FILLED.csv
Q7,Multi-select,Jaccard,0.190678,0.129944,0.190678,,177,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/Final_LLM_Coding_Content_Analysis_-_Kenya_Coded - Final_LLM_Coding_Content_Analysis_-_Kenya_Coded.csv
Q7,Multi-select,Jaccard,0.184049,0.184049,0.184049,,163,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/LLM Coding Content Analysis - Kenya.csv
Q7,Multi-select,Jaccard,0.000000,0.000000,0.000000,,163,/Users/dhruvbhanderi/Documents/Gates cursor/llm_coding/documents/Final LLM Coding Content Analysis - Kenya.csv
Q7,Multi-select,Jaccard,0.000000,0.000000,0.000000,,163,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/Final LLM Coding Content Analysis - Kenya.csv
Q8,Multi-select,Jaccard,1.000000,1.000000,1.000000,,199,/Users/dhruvbhanderi/Documents/reserach/Final LLM Coding Content Analysis - Kenya.csv
Q8,Multi-select,Jaccard,0.406083,0.140000,0.406083,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/redo/Final LLM Coding Content Analysis - Kenya_completed (3).csv
Q8,Multi-select,Jaccard,0.388333,0.185000,0.388333,,200,/Users/dhruvbhanderi/Documents/Gates cursor/llm_coding/outputs/Final_LLM_Coding_Kenya_coded.csv
Q8,Multi-select,Jaccard,0.344750,0.190000,0.344750,,200,/Users/dhruvbhanderi/Documents/USC/New Research Engineer/LLM Coding/Final_LLM_Coding_Content_Analysis_-_Kenya_Coded - Final_LLM_Coding_Content_Analysis_-_Kenya_Coded.csv
