file,comment_number,decision,reason,starting_text,comment_text
tweet_i_wonder_how_some_men_are_satisfied_with_just_one_woman.csv,74,Keep,Related to the piece and/or scope; usable for audience reception coding.,Most women are unimpressive compared to men but when two people who have worked on themselves come together they have no choice but to be consumed in one another. | It’s not just m,Most women are unimpressive compared to men but when two people who have worked on themselves come together they have no choice but to be consumed in one another. | It’s not just men that ‘settle’ your Russian egonga alipita na married women because they settled.
tweet_i_wonder_how_some_men_are_satisfied_with_just_one_woman.csv,75,Keep,Related to the piece and/or scope; usable for audience reception coding.,And that's the reason you are still roaming in the city as a single man without responsibility of being Aman in your own home at 58?,And that's the reason you are still roaming in the city as a single man without responsibility of being Aman in your own home at 58?
tweet_i_wonder_how_some_men_are_satisfied_with_just_one_woman.csv,76,Remove,Football-team analogy is too indirect/off-topic for audience coding.,Who supports Arsenal and Manchester United at the same time boss?,Who supports Arsenal and Manchester United at the same time boss?
tweet_i_wonder_how_some_men_are_satisfied_with_just_one_woman.csv,77,Keep,Related to the piece and/or scope; usable for audience reception coding.,They are not |  | 🌹 Majority are CONDITIONED by religion and PROGRAMMED by society |  | 🌹 Some lack the financial capacity & Status  |  | 🌹 Men PRETEND most to enjoy Marriage |  | ,"They are not |  | 🌹 Majority are CONDITIONED by religion and PROGRAMMED by society |  | 🌹 Some lack the financial capacity & Status  |  | 🌹 Men PRETEND most to enjoy Marriage |  | Lastly, majority of us MEN |  | Are TOLERANCE as SIZE of our Pocket & LEVEL of our accomplishment"
tweet_i_wonder_how_some_men_are_satisfied_with_just_one_woman.csv,78,Keep,Related to the piece and/or scope; usable for audience reception coding.,makosaa unafanya is putting women and cars on the same sentence,makosaa unafanya is putting women and cars on the same sentence
tweet_i_wonder_how_some_men_are_satisfied_with_just_one_woman.csv,79,Keep,Related to the piece and/or scope; usable for audience reception coding.,Napenda hao wanaume wanajua what true love is they are talking with dignity,Napenda hao wanaume wanajua what true love is they are talking with dignity
tweet_i_wonder_how_some_men_are_satisfied_with_just_one_woman.csv,80,Keep,Related to the piece and/or scope; usable for audience reception coding.,"When my brokenness is cured, this sickness will disappear instantly. Nawa pile  kwa tray kama mayai. Gaddamit.","When my brokenness is cured, this sickness will disappear instantly. Nawa pile  kwa tray kama mayai. Gaddamit."
tweet_i_wonder_how_some_men_are_satisfied_with_just_one_woman.csv,81,Borderline,Short personal reaction; topic-adjacent but limited coding value.,"Mmoja amenishinda already,, I like solitude due to lack of funds","Mmoja amenishinda already,, I like solitude due to lack of funds"
tweet_i_wonder_how_some_men_are_satisfied_with_just_one_woman.csv,82,Borderline,Short clarifying/joke response; related but thin.,So NI gari ama NI women,So NI gari ama NI women
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,1,Keep,Related to the piece and/or scope; usable for audience reception coding.,"While women fantasize about relationships, men fantasize about greatness. While women fantasize about cuddling, men fantasize about conquering. As men, we want to do something. | W","While women fantasize about relationships, men fantasize about greatness. While women fantasize about cuddling, men fantasize about conquering. As men, we want to do something. | We crave significance, influence, and impact |  | A man's desire for greatness is so strong that he will attempt to experience it through someone else eg A man who shows up with a jersey with the number of a player always considered to be great. |  | Your greatness should make the lives within your sphere of influence better, not worse. Your greatness ought to inspire other men because they see your impact for good in the lives of others."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,2,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix The only love that is unconditional is the love for yourself. The rest, you have to do something to be loved.","@amerix The only love that is unconditional is the love for yourself. The rest, you have to do something to be loved."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,3,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix Love is definitely a two-way street. True love thrives on mutual respect, trust, and understanding.  |  | While it's important for a woman to respect and support her partne","@amerix Love is definitely a two-way street. True love thrives on mutual respect, trust, and understanding.  |  | While it's important for a woman to respect and support her partner, love can't flourish unless it’s reciprocated."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,4,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix A woman must obey, submit, and respect her man to be loved. |  | This view aligns with traditional patriarchal structures but is contested by modern feminist .","@amerix A woman must obey, submit, and respect her man to be loved. |  | This view aligns with traditional patriarchal structures but is contested by modern feminist ."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,5,Remove,Mostly agreement plus link; no substantive scope-relevant content.,@amerix Seems I was right teacher https://t.co/ZUhr46maAI,@amerix Seems I was right teacher https://t.co/ZUhr46maAI
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,6,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix Massive wisdom this one. So, literally modern-day love fraudsters have reversed the order, making it so hard to find love.","@amerix Massive wisdom this one. So, literally modern-day love fraudsters have reversed the order, making it so hard to find love."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,7,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix Love is a fallacy. It's women who purport to love men but in reality it's because of what men can provide. | #Changeorperish,@amerix Love is a fallacy. It's women who purport to love men but in reality it's because of what men can provide. | #Changeorperish
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,8,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix In summery Kings, If a woman disrespects you, she deserves to be abandoned to suffer the pain of her ignorance.  |  | Very crucial. #BetterTogether","@amerix In summery Kings, If a woman disrespects you, she deserves to be abandoned to suffer the pain of her ignorance.  |  | Very crucial. #BetterTogether"
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,9,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix A what happens to women who find someone younger than them?,@amerix A what happens to women who find someone younger than them?
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,10,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix Love is a two way street,@amerix Love is a two way street
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,11,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix ""So, if the woman becomes rude, belligerent, and bellicose, she doesn't deserve to be loved.""  |  | Key points only","@amerix ""So, if the woman becomes rude, belligerent, and bellicose, she doesn't deserve to be loved.""  |  | Key points only"
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,12,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix Hapa nayo unatuconfuse,...""but man can't love God""","@amerix Hapa nayo unatuconfuse,...""but man can't love God"""
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,13,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix I disagree with this  | The Bible say  | You must love  your God with your whole heart and with your whole soul and with your whole mind.”​—MATT. 22:37. |  | A Man can Love,@amerix I disagree with this  | The Bible say  | You must love  your God with your whole heart and with your whole soul and with your whole mind.”​—MATT. 22:37. |  | A Man can Love God
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,14,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix Wacha nichague wakunipenda ndio niweze kumpa respect,@amerix Wacha nichague wakunipenda ndio niweze kumpa respect
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,15,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix Women love money and money only.. anything else is BS,@amerix Women love money and money only.. anything else is BS
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,16,Remove,Generic thanks/praise only.,@amerix This information is paramount. Thank you Doc.,@amerix This information is paramount. Thank you Doc.
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,17,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix So women should not love God? 🤔 We should only submit to human beings? I do not agree to this.,@amerix So women should not love God? 🤔 We should only submit to human beings? I do not agree to this.
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,18,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix This is actually on point 100% the only problem is there are a few Men our generation who understands this, they expect a woman to submit to weakness just because you're bo","@amerix This is actually on point 100% the only problem is there are a few Men our generation who understands this, they expect a woman to submit to weakness just because you're born male, Men need to upgrade if we are to fix humanity and healthy rshps."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,19,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix While I don’t believe in god in the traditional sense, this statement is totally correct, first time I am making such a response amerix content, there is an evolutionary sc","@amerix While I don’t believe in god in the traditional sense, this statement is totally correct, first time I am making such a response amerix content, there is an evolutionary science behind this, but that is a story for another day"
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,20,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix Our lecturer said ""Get married to a man who loves you""","@amerix Our lecturer said ""Get married to a man who loves you"""
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,21,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix That what can make a good wife,@amerix That what can make a good wife
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,22,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix Man is the prize. Men should stop simping everywhere.,@amerix Man is the prize. Men should stop simping everywhere.
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,23,Remove,Too thin/generic reaction only.,@amerix I'll never forget this!,@amerix I'll never forget this!
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,24,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix Obeying commandments and respect to God may as well goes with love The greatest commandment,@amerix Obeying commandments and respect to God may as well goes with love The greatest commandment
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,25,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix You can't love what's above you. |  | You can only respect. |  | Beware,@amerix You can't love what's above you. |  | You can only respect. |  | Beware
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,26,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix Love is a top down action  no wonder it no longer work cause people don't understand it,@amerix Love is a top down action  no wonder it no longer work cause people don't understand it
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,27,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix It's only women who are allowed to love emotionally,@amerix It's only women who are allowed to love emotionally
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,28,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix In matters of love, it is often believed that a man loves a woman, not the other way around. #ManDay","@amerix In matters of love, it is often believed that a man loves a woman, not the other way around. #ManDay"
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,29,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix Women can never love a man. They are only loyal to their feelings. When a man loves them, they know and they are loyal to that treatment they get from the man.","@amerix Women can never love a man. They are only loyal to their feelings. When a man loves them, they know and they are loyal to that treatment they get from the man."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,30,Remove,Generic thanks/praise only.,@amerix Thank you master ✊,@amerix Thank you master ✊
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,31,Remove,Too thin/generic agreement only.,@amerix Absolutely true,@amerix Absolutely true
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,32,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix The hierarchy is clear, it's human who are trying to tamper with it. God wasn't stupid to set the order, those who suffer matter related to love and respect are being punis","@amerix The hierarchy is clear, it's human who are trying to tamper with it. God wasn't stupid to set the order, those who suffer matter related to love and respect are being punished for disobeying God's order."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,33,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix I also believe love is a two way thing if i do love and support then i cannot survive also...has to be mutual for us to grow together,@amerix I also believe love is a two way thing if i do love and support then i cannot survive also...has to be mutual for us to grow together
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,34,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix Literally, this means naeza penda madem wengi as I need?","@amerix Literally, this means naeza penda madem wengi as I need?"
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,35,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix The idea that a woman who is ""rude, belligerent, and bellicose"" doesn't deserve love and should be abandoned reflects a punitive approach to relationships. This view fails ","@amerix The idea that a woman who is ""rude, belligerent, and bellicose"" doesn't deserve love and should be abandoned reflects a punitive approach to relationships. This view fails to account for the importance of communication, understanding, and growth in relationships."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,36,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix Hapo kwa man's roles umesahau the most important...he is to be the PRIEST of the home,@amerix Hapo kwa man's roles umesahau the most important...he is to be the PRIEST of the home
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,37,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix So many hurt men in comment section agreeing with this,  truth is Love has to be charged always by, ""being loved in return""   i agree with many of your taked but not on thi","@amerix So many hurt men in comment section agreeing with this,  truth is Love has to be charged always by, ""being loved in return""   i agree with many of your taked but not on this. Who doesnt love their mother? I am toilling right now so that i can build my parents a house. Thats love"
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,38,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix women need to understand this, we didn't make this rules, it's completely natural order, God came first ,man followed, then woman ,then children.","@amerix women need to understand this, we didn't make this rules, it's completely natural order, God came first ,man followed, then woman ,then children."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,39,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix Children can't love a mother?,@amerix Children can't love a mother?
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,40,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix Then why does the bible say love the Lord your God with all your heart???,@amerix Then why does the bible say love the Lord your God with all your heart???
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,41,Keep,Related to the piece and/or scope; usable for audience reception coding.,"A main component of this is that love is an action, not a feeling. |  | When you love someone you act in a manner that shows that. You do things for them. |  | Children will apprec","A main component of this is that love is an action, not a feeling. |  | When you love someone you act in a manner that shows that. You do things for them. |  | Children will appreciate what their Mom does for them. But their Mom is the one who is actively doing things for them. |  | Love is action. If you love someone, then show them by your actions."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,42,Remove,Too thin/generic agreement only.,@amerix True,@amerix True
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,43,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix Respect and love are mutual, not one-sided. Healthy relationships thrive on partnership, not subservience. A loving man and woman support and cherish each other equally.","@amerix Respect and love are mutual, not one-sided. Healthy relationships thrive on partnership, not subservience. A loving man and woman support and cherish each other equally."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,44,Borderline,Sex-frequency question is topic-adjacent but too narrow/unclear.,@amerix How many penetrations per week?,@amerix How many penetrations per week?
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,45,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix Ephesians 5:33*: ""However, each one of you also must love his wife as he loves himself, and the wife must respect her husband.""","@amerix Ephesians 5:33*: ""However, each one of you also must love his wife as he loves himself, and the wife must respect her husband."""
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,46,Remove,Generic praise only.,"@amerix This is a great piece, Eric!","@amerix This is a great piece, Eric!"
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,47,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix Man can and should love God. This is the whole point of life, to love God with all our heart. |  | Mark 12:30 | Love the Lord your God with all your heart and with all your","@amerix Man can and should love God. This is the whole point of life, to love God with all our heart. |  | Mark 12:30 | Love the Lord your God with all your heart and with all your soul and with all your mind and with all your strength"
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,48,Remove,Too thin/generic agreement only.,@amerix Amerix is right,@amerix Amerix is right
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,49,Remove,Generic reaction only; not enough substance.,"@amerix Wow, this must be of your hardest tweets🫡","@amerix Wow, this must be of your hardest tweets🫡"
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,50,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix However, the similarities of these two comparable relationships should not be confused as equivalents, for the love of God to a man is the purest form of love that supersed","@amerix However, the similarities of these two comparable relationships should not be confused as equivalents, for the love of God to a man is the purest form of love that supersedes that of a man to his wife."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,51,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix On the 4Ps so far I've managed penetration. Now let me work on the remaining in order to be a complete man. #Manday,@amerix On the 4Ps so far I've managed penetration. Now let me work on the remaining in order to be a complete man. #Manday
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,52,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix This is wrong teaching. God is love, and the Bible says while we were yet sinners, He died for us. He doesn't love us because we are worthy or submissive, but because it's ","@amerix This is wrong teaching. God is love, and the Bible says while we were yet sinners, He died for us. He doesn't love us because we are worthy or submissive, but because it's His nature to love. His love is unconditional. Even when He chastises and corrects, He does it in love."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,53,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix Precede |  | • Provide |  | • Protect |  | • Penetrate,@amerix Precede |  | • Provide |  | • Protect |  | • Penetrate
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,54,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix If only men could know what amerix knows,this world could be easy.","@amerix If only men could know what amerix knows,this world could be easy."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,55,Remove,"Screenshot bot request, not audience reaction.",@amerix @TweetHelperBot screenshot this,@amerix @TweetHelperBot screenshot this
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,56,Remove,"Screenshot bot request, not audience reaction.",@amerix @pikaso_me screenshot this,@amerix @pikaso_me screenshot this
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,57,Borderline,Short religious claim; limited coding value.,@amerix God's love is unconditional,@amerix God's love is unconditional
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,58,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix ""...Therefore, man must obey, submit, and respect God to be loved..."" ..this a weak god.","@amerix ""...Therefore, man must obey, submit, and respect God to be loved..."" ..this a weak god."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,59,Remove,Generic agreement only.,@amerix I totally agree master,@amerix I totally agree master
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,60,Borderline,Short/unclear claim; limited coding value.,@amerix plus love is very intellectual thing,@amerix plus love is very intellectual thing
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,61,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix Be a man who uses the 4ps not doing what she wants,@amerix Be a man who uses the 4ps not doing what she wants
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,62,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix Jomba you nailed it on the head. | Madam told me she loves me one day....I almost gave her a head butt🙈 | But told her politely to respect me-period. | I know God and Susan,@amerix Jomba you nailed it on the head. | Madam told me she loves me one day....I almost gave her a head butt🙈 | But told her politely to respect me-period. | I know God and Susanna love me.  | Today she is always belching love to date....maximum Respect works 👊
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,63,Borderline,Short abstract analogy; topic-adjacent but thin.,"@amerix Man loves money, money can't love back. It can only be attracted.","@amerix Man loves money, money can't love back. It can only be attracted."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,64,Borderline,Very short disagreement; limited coding value.,@amerix She must love back simple,@amerix She must love back simple
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,65,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix On this, you're very wrong! Love doesn't exist, it is a matter of one's interests clouding their sense of reasoning","@amerix On this, you're very wrong! Love doesn't exist, it is a matter of one's interests clouding their sense of reasoning"
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,66,Remove,"Screenshot bot request, not audience reaction.",@amerix @_screenshoter this,@amerix @_screenshoter this
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,67,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix Love thrives where there is respect.,@amerix Love thrives where there is respect.
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,68,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix A man will cling on you when he has nothing but once he has it...u will know his full colour....learnt another lesson,@amerix A man will cling on you when he has nothing but once he has it...u will know his full colour....learnt another lesson
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,69,Remove,Too thin/generic agreement only.,@amerix That's very true,@amerix That's very true
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,70,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix There's nothing like ""love is a top down action""  | You posted this fwaa, no facts no basis","@amerix There's nothing like ""love is a top down action""  | You posted this fwaa, no facts no basis"
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,71,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix wow but the  men are good at penetrating only a few can syc to that code | if they did all that honestly why not submit,@amerix wow but the  men are good at penetrating only a few can syc to that code | if they did all that honestly why not submit
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,72,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix Eric if she doesn't love you she won't submit. Remember these is in average intellectual relation. But not those who use power etc,@amerix Eric if she doesn't love you she won't submit. Remember these is in average intellectual relation. But not those who use power etc
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,73,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix I have never agreed with your content. Today, I however feel you are speaking sense. Only today!","@amerix I have never agreed with your content. Today, I however feel you are speaking sense. Only today!"
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,74,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix 1 John 4:10This is love:not that we loved God, but that he loved us &amp; sent his Son as an atoning sacrifice for our sins | Eph 5:25Husbands, love your wives, as Christ l","@amerix 1 John 4:10This is love:not that we loved God, but that he loved us &amp; sent his Son as an atoning sacrifice for our sins | Eph 5:25Husbands, love your wives, as Christ loved the church &amp; gave himself up for her | A man have to love his wife with all her weakness as christ loved church"
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,75,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix I appreciate your perspective, but I believe that love is a more complex and mutual emotion than you've described. Love can be an exchange where both parties give and recei","@amerix I appreciate your perspective, but I believe that love is a more complex and mutual emotion than you've described. Love can be an exchange where both parties give and receive affection and respect. It's not solely about one gender's ability to love or a hierarchical structure."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,76,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix Women need men for 2 things: money and sex.  If he doesn't have money, he deserves to be abandoned.","@amerix Women need men for 2 things: money and sex.  If he doesn't have money, he deserves to be abandoned."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,77,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix You got great points, but it's not so anymore when it comes to a man's love to a woman. The current man takes submission, obedience and respect as weakness and stupidity! T","@amerix You got great points, but it's not so anymore when it comes to a man's love to a woman. The current man takes submission, obedience and respect as weakness and stupidity! They're after NYASH na NYASHI ooo There's absolutely nothing a woman can do to be loved, if she isn't the one"
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,78,Borderline,Meta clarification; related but thin.,@amerix There should not be any ambiguity concerning the love being referred to here.,@amerix There should not be any ambiguity concerning the love being referred to here.
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,79,Keep,Related to the piece and/or scope; usable for audience reception coding.,@amerix What kind of nonsense philosophy is this? 🙄🙄,@amerix What kind of nonsense philosophy is this? 🙄🙄
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,80,Remove,Generic religious affirmation only; not enough substance.,@amerix Amen 🙏 Bishop,@amerix Amen 🙏 Bishop
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,81,Remove,Trending-keyword spam/unrelated text.,"@amerix Well said | Breaking news, Rebecca miano, Nancy Macharia, Liverpool, teeth, kenyachinarelations, jkia, sakaja, morara, ten hag, kiongozi kimani, wildlife","@amerix Well said | Breaking news, Rebecca miano, Nancy Macharia, Liverpool, teeth, kenyachinarelations, jkia, sakaja, morara, ten hag, kiongozi kimani, wildlife"
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,82,Borderline,Very short praise; limited coding value.,@amerix Clap for a man,@amerix Clap for a man
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,83,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix Some1 wrote on Tyrese, can't dispute fact |  | All women cant be blamed for this. Many celebrities choose women whose outward appearance is appealing for cameras. | If you ","@amerix Some1 wrote on Tyrese, can't dispute fact |  | All women cant be blamed for this. Many celebrities choose women whose outward appearance is appealing for cameras. | If you marry a ""trophy-wife,"" you will pay a ""trophy-price."" | many celebrities care more about appearances than soul ties."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,84,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix So if the man doesn't provide he doesn't deserve the right to be respected, submitted too is that it??","@amerix So if the man doesn't provide he doesn't deserve the right to be respected, submitted too is that it??"
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,85,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix Werey oni red pill😂... It is God who loves man, man cannot love God.","@amerix Werey oni red pill😂... It is God who loves man, man cannot love God."
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,86,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix Women don't love a man but they only love whom and what you are,so they don't need to be loved more so this generation mmmmmmmm","@amerix Women don't love a man but they only love whom and what you are,so they don't need to be loved more so this generation mmmmmmmm"
tweet_a_woman_can_t_love_a_man_it_is_a_man_who_loves_a_woman.csv,87,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@amerix You are right,but when a man express himself to her ,ataanza kumpenda yeye","@amerix You are right,but when a man express himself to her ,ataanza kumpenda yeye"
